individual	chr17:68996014:69007759:cluster6330	chr17:68996014:69008062:cluster6330	chr17:69007872:69008062:cluster6330
GTEX-15EO6	9	7	12
GTEX-132NY	10	0	8
GTEX-14ABY	16	0	13
GTEX-139TU	6	0	5
GTEX-UPJH	14	0	14
GTEX-QEG4	19	0	15
GTEX-R55E	12	0	9
GTEX-147F3	13	0	15
GTEX-YEC4	14	0	13
GTEX-YB5E	30	0	25
GTEX-ZYT6	11	0	11
GTEX-YF7O	17	0	18
GTEX-1QMI2	12	0	13
GTEX-14PJO	12	0	11
GTEX-1KXAM	25	0	20
GTEX-13PL7	12	0	12
GTEX-11EQ9	10	0	12
GTEX-13OW5	14	0	11
GTEX-ZQG8	12	0	14
GTEX-1GN1V	16	0	13
GTEX-14BMV	10	0	11
GTEX-XPT6	12	0	11
GTEX-1F75W	6	0	5
GTEX-1AX9I	15	0	16
GTEX-17F96	50	0	44
GTEX-14JG6	9	0	8
GTEX-R55D	45	1	39
GTEX-1JN76	8	0	8
GTEX-1RQEC	16	0	13
GTEX-Y5V5	66	1	62
GTEX-16YQH	14	0	14
GTEX-14PQA	24	0	21
GTEX-1122O	19	0	19
GTEX-11TTK	18	0	20
GTEX-11DXX	18	0	16
GTEX-1MJK3	11	0	8
GTEX-13PL6	8	0	9
GTEX-15UF6	21	0	18
GTEX-131XW	12	0	8
GTEX-1399R	25	0	20
GTEX-15UF7	49	1	47
GTEX-13CF2	13	0	13
GTEX-1A32A	16	0	12
GTEX-1C6VQ	19	0	15
GTEX-14PJ4	12	0	10
GTEX-1OFPY	33	0	28
GTEX-1QP6S	4	0	3
GTEX-11NUK	4	0	2
GTEX-147F4	11	0	8
GTEX-13W3W	9	0	9
GTEX-1B933	5	0	6
GTEX-11VI4	12	0	10
GTEX-XUW1	17	0	16
GTEX-WZTO	19	0	15
GTEX-1GZ2Q	11	0	12
GTEX-1313W	14	0	16
GTEX-1GMR3	11	0	8
GTEX-1C6WA	26	0	22
GTEX-OIZI	35	0	28
GTEX-1JKYN	6	0	6
GTEX-XBEW	13	0	12
GTEX-145LU	16	0	14
GTEX-1LNCM	19	0	21
GTEX-ZDYS	12	0	10
GTEX-ZLV1	9	0	10
GTEX-OHPN	28	0	29
GTEX-17EUY	19	0	16
GTEX-1L5NE	16	0	13
GTEX-1MCYP	21	0	18
GTEX-1JMQJ	6	0	6
GTEX-13FTY	16	0	14
GTEX-1PPH7	15	0	17
GTEX-1212Z	31	0	25
GTEX-WK11	11	0	8
GTEX-1RAZR	25	0	22
GTEX-1S82P	12	0	10
GTEX-ZYFG	6	0	4
GTEX-W5WG	9	0	7
GTEX-TMMY	140	1	117
GTEX-18D9A	9	0	7
GTEX-T5JC	12	0	9
GTEX-14BMU	14	0	10
GTEX-11ZUS	8	0	6
GTEX-1B97J	19	0	21
GTEX-P44G	10	0	12
GTEX-14LZ3	23	0	20
GTEX-13O3Q	16	0	13
GTEX-146FQ	31	1	27
GTEX-XGQ4	18	0	17
GTEX-13U4I	19	0	15
GTEX-ZDTS	10	0	9
GTEX-1B97I	18	0	15
GTEX-XOT4	19	0	14
GTEX-13FTW	12	0	10
GTEX-QEG5	6	0	4
GTEX-1E1VI	11	0	10
GTEX-13RTL	25	0	20
GTEX-1KWVE	19	0	19
GTEX-1M4P7	35	0	36
GTEX-17EVQ	46	1	49
GTEX-ZF3C	14	0	14
GTEX-Y111	14	0	10
GTEX-1GMRU	26	0	27
GTEX-1A3MW	16	0	13
GTEX-1R9PN	8	0	6
GTEX-1AMFI	27	0	28
GTEX-18D9U	12	0	9
GTEX-1LVA9	7	0	6
GTEX-15D79	17	0	14
GTEX-13OVH	14	0	10
GTEX-1EU9M	23	0	17
GTEX-145MO	19	0	14
GTEX-13N1W	19	0	16
GTEX-117YW	7	0	6
GTEX-1AX9J	17	0	15
GTEX-1R9K4	17	0	15
GTEX-ZC5H	20	0	20
GTEX-1EWIQ	21	0	22
GTEX-1A8FM	29	0	29
GTEX-1ICLZ	30	0	25
GTEX-15RIF	10	0	7
GTEX-XPVG	27	0	22
GTEX-1JN6P	21	0	17
GTEX-1AMEY	22	0	20
GTEX-14E6D	10	0	11
GTEX-1S82Y	53	0	48
GTEX-1QAET	22	0	18
GTEX-1RB15	16	0	18
GTEX-1314G	26	0	22
GTEX-ZTPG	15	0	15
GTEX-PLZ6	10	0	7
GTEX-13SLW	52	0	44
GTEX-13112	9	0	11
GTEX-11TT1	1	0	2
GTEX-18A7A	20	0	15
GTEX-1QP2A	12	0	11
GTEX-145MH	15	0	12
GTEX-11GSP	17	0	13
GTEX-1A3MV	20	0	16
GTEX-1LVAM	29	0	28
GTEX-14PJ5	20	0	17
GTEX-133LE	18	0	13
GTEX-1R9PO	39	0	34
GTEX-1K2DU	39	1	36
GTEX-ZAB4	31	0	25
GTEX-14PII	25	0	25
GTEX-15ER7	34	1	34
GTEX-13OW6	6	0	5
GTEX-1R7EU	16	0	13
GTEX-14PN4	13	0	12
GTEX-13VXU	8	0	10
GTEX-15SHV	7	0	6
GTEX-18465	8	0	6
GTEX-1128S	15	0	17
GTEX-1GZHY	17	0	13
GTEX-15SB6	30	0	23
GTEX-13RTJ	48	0	44
GTEX-1MCQQ	24	0	22
GTEX-1CB4E	10	0	8
GTEX-OXRL	6	0	7
GTEX-11NSD	15	0	11
GTEX-117XS	13	0	14
GTEX-1B8KZ	28	0	24
GTEX-1445S	14	0	16
GTEX-U8XE	7	0	5
GTEX-14LLW	48	1	48
GTEX-VUSG	76	1	74
GTEX-11ZTT	10	0	11
GTEX-1GMR8	55	0	47
GTEX-1GPI6	9	0	9
GTEX-X4EO	17	0	14
GTEX-139TS	16	0	17
GTEX-14PK6	19	0	19
GTEX-XMD2	22	0	21
GTEX-1B8L1	5	0	6
GTEX-1PIIG	16	0	18
GTEX-ZVE1	36	0	37
GTEX-1JJ6O	17	0	19
GTEX-Y8LW	24	0	21
GTEX-12ZZX	18	0	17
GTEX-WHSE	11	0	12
GTEX-OIZF	26	0	23
GTEX-14XAO	5	0	3
GTEX-1GN2E	9	0	10
GTEX-1JMQK	14	0	14
GTEX-14E6E	10	0	11
GTEX-ZP4G	13	0	15
GTEX-15DZA	13	0	9
GTEX-14C39	19	0	16
GTEX-1B8SF	8	0	8
GTEX-147GR	8	0	10
GTEX-13CF3	14	0	13
GTEX-12WSF	9	0	6
GTEX-15DCD	26	0	22
GTEX-16NPV	49	1	51
GTEX-11O72	15	0	17
GTEX-1A8G7	16	0	17
GTEX-1B932	33	0	34
GTEX-QDVJ	6	0	5
GTEX-RM2N	19	0	17
GTEX-14DAQ	18	0	15
GTEX-ZEX8	22	0	18
GTEX-WL46	13	0	14
GTEX-15RIE	22	0	20
GTEX-1GF9V	10	0	7
GTEX-12WSN	6	0	6
GTEX-PX3G	8	0	5
GTEX-1R7EV	21	0	18
GTEX-146FH	4	0	3
GTEX-RUSQ	4	0	5
GTEX-1JKYR	17	0	19
GTEX-14BIM	49	1	48
GTEX-Y5V6	14	0	10
GTEX-XAJ8	27	0	24
GTEX-15UKP	3	0	4
GTEX-1CB4J	36	1	34
GTEX-13PVQ	13	0	11
GTEX-17HHY	13	0	11
GTEX-ZVT3	9	0	7
GTEX-S95S	6	0	6
