individual	chr8:48043181:48049853:cluster42812	chr8:48043181:48060682:cluster42812	chr8:48049978:48060682:cluster42812
GTEX-R55G	64	27	62
GTEX-1IDJD	145	1	128
GTEX-13OVL	81	0	81
GTEX-R55E	70	0	64
GTEX-SUCS	95	0	87
GTEX-ZYT6	78	0	69
GTEX-13X6I	50	0	46
GTEX-WHPG	126	0	120
GTEX-1CAMR	89	0	84
GTEX-14A6H	106	1	103
GTEX-13OW5	52	0	45
GTEX-1GN1V	78	0	66
GTEX-14BMV	58	0	53
GTEX-1AX9I	95	0	95
GTEX-1B8KE	62	0	57
GTEX-ZVT2	149	0	133
GTEX-1KANA	127	0	110
GTEX-X4XX	154	0	149
GTEX-16YQH	104	0	97
GTEX-14PQA	112	1	96
GTEX-13JVG	80	0	74
GTEX-1CB4G	104	0	93
GTEX-P78B	86	0	73
GTEX-13S7M	33	0	30
GTEX-ZAB5	83	0	69
GTEX-1LB8K	106	0	102
GTEX-1LC47	132	0	113
GTEX-12ZZZ	42	0	35
GTEX-13FTX	102	0	95
GTEX-14DAR	98	0	83
GTEX-RWS6	56	0	56
GTEX-1I6K7	90	0	76
GTEX-1399R	106	0	95
GTEX-13CF2	63	0	54
GTEX-1CB4H	53	0	46
GTEX-PWN1	50	0	40
GTEX-1C6VQ	85	0	71
GTEX-1OFPY	53	0	52
GTEX-1F75B	140	1	132
GTEX-1QP6S	117	0	102
GTEX-XQ8I	70	0	62
GTEX-1AX9K	103	0	88
GTEX-1B933	53	0	50
GTEX-11VI4	123	1	111
GTEX-XUW1	62	0	59
GTEX-XQ3S	41	0	37
GTEX-1C6WA	126	0	122
GTEX-18A7B	97	0	95
GTEX-XBEW	135	0	127
GTEX-R53T	51	0	51
GTEX-145LU	90	0	77
GTEX-1LNCM	32	0	32
GTEX-1KD5A	128	0	126
GTEX-ZLV1	160	1	151
GTEX-1GF9W	75	0	74
GTEX-1LGOU	105	0	97
GTEX-1L5NE	115	0	109
GTEX-1MCYP	188	1	152
GTEX-1PPH7	96	0	81
GTEX-1212Z	116	0	112
GTEX-1GPI7	99	0	91
GTEX-ZYFG	136	0	120
GTEX-W5WG	112	0	108
GTEX-1K2DA	305	2	300
GTEX-18D9A	140	0	138
GTEX-1399T	62	0	54
GTEX-1B97J	165	0	144
GTEX-14LZ3	66	0	66
GTEX-13O3Q	60	0	56
GTEX-13N2G	126	0	119
GTEX-146FQ	88	0	73
GTEX-XGQ4	47	0	45
GTEX-13G51	32	0	28
GTEX-RNOR	79	0	72
GTEX-PLZ4	26	0	25
GTEX-11GSO	69	0	58
GTEX-15RIG	132	0	118
GTEX-WRHK	166	0	162
GTEX-13FTW	83	0	80
GTEX-1E1VI	60	0	59
GTEX-1C6VR	70	0	70
GTEX-1KWVE	102	0	86
GTEX-1CB4F	71	0	64
GTEX-1M4P7	73	0	61
GTEX-ZF3C	99	0	92
GTEX-Y111	70	0	67
GTEX-YEC3	141	1	124
GTEX-18D9U	185	0	168
GTEX-1LVA9	94	0	83
GTEX-1RAZA	130	1	106
GTEX-13OVH	82	0	75
GTEX-U3ZN	201	1	190
GTEX-11ZTS	55	0	47
GTEX-145MO	107	0	90
GTEX-13N1W	70	0	67
GTEX-111VG	95	1	88
GTEX-ZWKS	60	0	56
GTEX-Q2AG	19	0	17
GTEX-1AX9J	96	0	81
GTEX-1R9K4	90	0	77
GTEX-ZC5H	111	0	96
GTEX-15RIF	178	1	156
GTEX-1M5QR	154	1	146
GTEX-ZT9X	154	0	139
GTEX-1AMEY	116	0	105
GTEX-183WM	63	0	52
GTEX-18A66	78	0	70
GTEX-1QAET	131	0	120
GTEX-15CHC	62	0	62
GTEX-13PVR	98	1	88
GTEX-PLZ6	53	0	52
GTEX-1399U	77	0	63
GTEX-YB5K	85	0	76
GTEX-ZE7O	50	0	50
GTEX-QDVN	69	0	60
GTEX-13112	80	0	71
GTEX-11TT1	99	1	90
GTEX-WHSB	165	1	139
GTEX-ZAK1	73	0	63
GTEX-1GZ4I	154	1	128
GTEX-1PBJJ	104	0	90
GTEX-1IDJE	173	1	146
GTEX-144GM	71	0	67
GTEX-133LE	96	0	81
GTEX-15ER7	237	0	212
GTEX-13OW6	44	0	45
GTEX-17HHE	103	0	93
GTEX-ZPCL	82	0	71
GTEX-1LG7Z	151	0	148
GTEX-RWSA	51	0	52
GTEX-1R7EU	91	0	84
GTEX-14PN4	46	0	46
GTEX-13VXU	106	0	91
GTEX-1QP66	213	1	176
GTEX-1JN1M	78	0	75
GTEX-147JS	67	0	57
GTEX-144GL	77	0	69
GTEX-1GF9U	69	0	67
GTEX-1CB4E	69	0	62
GTEX-OXRL	97	0	87
GTEX-1B8KZ	76	0	71
GTEX-1BAJH	62	0	53
GTEX-ZVZP	113	0	95
GTEX-11ZTT	82	0	75
GTEX-12WSL	80	0	75
GTEX-1GN1U	98	1	91
GTEX-X4EO	121	0	103
GTEX-139TS	109	0	103
GTEX-14PK6	65	0	55
GTEX-XMD2	59	0	58
GTEX-144FL	65	0	64
GTEX-13QJ3	86	0	74
GTEX-ZYFD	25	0	23
GTEX-11XUK	63	0	54
GTEX-1JJ6O	125	0	112
GTEX-WRHU	131	1	129
GTEX-Y8LW	90	0	75
GTEX-14XAO	119	0	100
GTEX-1GN2E	54	0	49
GTEX-14E6E	122	0	112
GTEX-12WSF	84	0	84
GTEX-1CB4I	67	0	64
GTEX-SE5C	105	0	100
GTEX-1399S	82	0	74
GTEX-1A8G7	78	0	76
GTEX-1B932	117	1	112
GTEX-WL46	89	0	88
GTEX-PX3G	37	0	39
GTEX-13FHO	74	0	64
GTEX-1R7EV	62	0	60
GTEX-146FH	90	0	81
GTEX-RUSQ	19	0	20
GTEX-1ICLY	41	0	39
GTEX-YFC4	60	0	59
GTEX-1JKYR	133	0	125
GTEX-Y5V6	122	0	115
GTEX-111CU	112	1	106
GTEX-XAJ8	113	1	109
GTEX-ZF29	153	1	139
GTEX-15UKP	146	0	132
GTEX-PSDG	86	0	82
GTEX-1QP67	82	0	82
GTEX-OXRN	78	0	66
GTEX-13OW7	115	1	98
