individual	chr9:13190299:13192131:cluster30039	chr9:13190299:13193167:cluster30039	chr9:13192295:13193167:cluster30039
GTEX-1RAZR	13	22	14
GTEX-1IDJD	24	0	21
GTEX-1IDJC	30	0	23
GTEX-14ABY	16	0	15
GTEX-R55E	11	0	10
GTEX-YB5E	16	0	15
GTEX-ZYT6	17	0	14
GTEX-Y8E4	24	0	18
GTEX-15EO6	22	0	20
GTEX-YF7O	16	0	12
GTEX-1CAMR	15	0	12
GTEX-1KXAM	32	0	25
GTEX-11EQ9	12	0	9
GTEX-13OVJ	8	0	7
GTEX-U3ZG	6	0	5
GTEX-139T4	17	0	15
GTEX-1GN1V	12	0	10
GTEX-1C475	23	0	18
GTEX-XBED	14	0	12
GTEX-XPT6	13	0	11
GTEX-ZVT2	11	0	10
GTEX-Y5V5	25	0	23
GTEX-1S5VW	20	0	17
GTEX-14PQA	5	0	4
GTEX-ZPIC	9	0	8
GTEX-1CB4G	23	0	18
GTEX-1LB8K	16	0	15
GTEX-15SHU	19	0	15
GTEX-17MFQ	18	0	16
GTEX-TMZS	1	0	1
GTEX-13PL6	14	0	13
GTEX-13FTX	10	0	7
GTEX-14DAR	8	0	8
GTEX-15UF7	19	0	15
GTEX-1CB4H	12	0	12
GTEX-1C6VQ	15	0	11
GTEX-14PJ4	8	0	8
GTEX-14PJN	13	0	12
GTEX-13W3W	7	0	6
GTEX-XUW1	9	0	7
GTEX-XQ3S	8	0	7
GTEX-1GMR3	18	0	15
GTEX-1C6WA	19	0	15
GTEX-145LU	16	0	13
GTEX-13X6J	17	0	15
GTEX-ZLV1	27	0	23
GTEX-1NUQO	22	0	17
GTEX-1GF9W	7	0	6
GTEX-17EUY	14	0	14
GTEX-1L5NE	24	0	21
GTEX-1I4MK	19	0	15
GTEX-X8HC	7	0	7
GTEX-169BO	11	0	11
GTEX-11EM3	16	0	12
GTEX-1JMQJ	17	0	16
GTEX-13FTY	12	0	11
GTEX-15ETS	25	0	22
GTEX-1PPH7	7	0	7
GTEX-1212Z	22	0	20
GTEX-1S82P	13	0	13
GTEX-1211K	18	0	15
GTEX-ZYFG	12	0	9
GTEX-W5WG	11	0	8
GTEX-1K2DA	29	0	26
GTEX-18D9A	19	0	15
GTEX-1LH75	12	0	12
GTEX-14BMU	21	0	17
GTEX-1QP9N	8	0	7
GTEX-1B97J	28	0	21
GTEX-131XF	9	0	7
GTEX-P44G	11	0	8
GTEX-14LZ3	17	0	15
GTEX-146FQ	15	0	11
GTEX-13G51	3	0	2
GTEX-R3RS	13	0	11
GTEX-1B97I	9	0	8
GTEX-1IDFM	15	0	15
GTEX-OXRK	9	0	8
GTEX-WRHK	11	0	11
GTEX-13FTW	8	0	8
GTEX-17HII	6	0	5
GTEX-17HGU	12	0	11
GTEX-1C6VR	9	0	9
GTEX-11UD2	25	0	21
GTEX-1KWVE	18	0	15
GTEX-1CB4F	17	0	13
GTEX-1M4P7	8	0	8
GTEX-1GMRU	21	0	17
GTEX-1A3MW	13	0	12
GTEX-OIZH	16	0	16
GTEX-Y3I4	8	0	6
GTEX-1AMFI	16	0	12
GTEX-1R9PM	10	0	7
GTEX-18D9U	38	0	29
GTEX-15D79	12	0	9
GTEX-U3ZN	21	0	19
GTEX-16BQI	19	0	15
GTEX-13N1W	14	0	10
GTEX-Q2AG	6	0	4
GTEX-1AX9J	23	0	17
GTEX-OOBK	7	0	6
GTEX-1QEPI	16	0	12
GTEX-Y9LG	10	0	10
GTEX-QDT8	12	0	9
GTEX-ZT9X	23	0	17
GTEX-P4PQ	12	0	11
GTEX-1AMEY	25	0	23
GTEX-1GN73	27	0	20
GTEX-11LCK	11	0	10
GTEX-OXRP	4	0	4
GTEX-18A66	26	0	25
GTEX-1QAET	10	0	9
GTEX-15CHC	8	0	7
GTEX-1RB15	6	0	5
GTEX-13PVR	19	0	14
GTEX-1314G	27	0	22
GTEX-1399U	5	0	5
GTEX-16GPK	15	0	15
GTEX-15CHR	11	0	11
GTEX-13112	13	0	13
GTEX-1RQED	15	0	11
GTEX-1GZ4I	34	0	33
GTEX-1PBJJ	9	0	9
GTEX-1QP2A	20	0	16
GTEX-1R9PO	14	0	12
GTEX-17HHE	20	0	17
GTEX-ZPCL	12	0	10
GTEX-RWSA	4	0	3
GTEX-1C4CL	20	0	15
GTEX-U3ZM	18	0	14
GTEX-1A8G6	23	0	22
GTEX-13PLJ	6	0	5
GTEX-14PJ2	12	0	12
GTEX-147JS	6	0	5
GTEX-15SB6	22	0	18
GTEX-R55C	4	0	3
GTEX-1MCQQ	9	0	9
GTEX-1GF9U	15	0	13
GTEX-1CB4E	16	0	12
GTEX-OXRL	15	0	11
GTEX-1BAJH	14	0	11
GTEX-14LLW	11	0	11
GTEX-VUSG	23	0	21
GTEX-13QIC	5	0	4
GTEX-11ZTT	16	0	12
GTEX-11I78	9	0	9
GTEX-1GPI6	7	0	5
GTEX-Z93S	19	0	15
GTEX-1GN1U	8	0	7
GTEX-X4EO	18	0	15
GTEX-14H4A	8	0	6
GTEX-14PK6	14	0	10
GTEX-XMD2	4	0	4
GTEX-14JG1	16	0	13
GTEX-11XUK	15	0	13
GTEX-1JJ6O	13	0	11
GTEX-13OVK	6	0	6
GTEX-12ZZX	14	0	13
GTEX-YECK	4	0	3
GTEX-1LG7Y	28	0	23
GTEX-14XAO	3	0	2
GTEX-1JMQK	9	0	8
GTEX-ZP4G	16	0	12
GTEX-15DZA	37	0	32
GTEX-ZGAY	23	0	20
GTEX-14C39	9	0	8
GTEX-12584	21	0	18
GTEX-16NPV	6	0	5
GTEX-QESD	7	0	7
GTEX-P4QT	28	0	22
GTEX-13X6K	16	0	13
GTEX-Q734	17	0	16
GTEX-1S82U	28	0	23
GTEX-1RAZQ	23	0	20
GTEX-12WSN	6	0	6
GTEX-13FHO	8	0	7
GTEX-1R7EV	4	0	4
GTEX-RUSQ	4	0	3
GTEX-1JKYR	25	0	21
GTEX-1477Z	8	0	7
GTEX-14BIM	13	0	10
GTEX-13NZB	15	0	14
GTEX-17HHY	11	0	9
GTEX-13O3P	12	0	12
GTEX-1QP28	10	0	9
GTEX-XV7Q	20	0	17
