individual	chr12:47966172:47966683:cluster56101	chr12:47966229:47966683:cluster56101	chr12:47966732:47967208:cluster56101	chr12:47966732:47968133:cluster56101	chr12:47967261:47968133:cluster56101
GTEX-RNOR	22	16	24	16	30
GTEX-13OVL	17	9	34	0	43
GTEX-ZYY3	29	10	41	0	50
GTEX-UPJH	13	5	19	0	20
GTEX-QEG4	13	3	18	0	22
GTEX-YEC4	12	6	18	0	20
GTEX-ZYT6	26	9	29	0	42
GTEX-YF7O	22	7	34	0	34
GTEX-WHPG	24	13	31	0	49
GTEX-14A6H	26	10	37	0	49
GTEX-13PL7	21	11	36	0	44
GTEX-13OVJ	14	8	19	0	24
GTEX-13W46	35	16	55	0	73
GTEX-ZQG8	37	14	47	0	54
GTEX-1F88E	26	15	38	0	49
GTEX-1K9T9	20	11	35	0	44
GTEX-13NZA	12	4	18	0	20
GTEX-1GN1V	19	10	28	0	40
GTEX-1C475	14	5	18	0	22
GTEX-146FR	16	5	21	0	21
GTEX-17F96	30	19	63	0	70
GTEX-16YQH	14	11	24	0	33
GTEX-14PQA	30	20	51	0	62
GTEX-S33H	21	13	44	0	55
GTEX-1CB4G	17	6	23	0	31
GTEX-ZAB5	19	10	32	0	38
GTEX-13FTX	37	12	49	0	52
GTEX-11EMC	15	11	30	0	29
GTEX-1399R	15	9	33	0	29
GTEX-113JC	14	5	20	0	23
GTEX-P4PP	29	9	45	0	57
GTEX-13CF2	23	14	37	0	38
GTEX-13RTK	25	8	35	0	42
GTEX-ZXG5	13	10	28	0	33
GTEX-1CB4H	22	13	33	0	32
GTEX-1A32A	15	4	16	0	23
GTEX-1C6VQ	27	15	51	0	51
GTEX-1OFPY	21	7	24	0	30
GTEX-1QP6S	18	12	29	0	28
GTEX-11NUK	18	5	23	0	27
GTEX-12696	18	5	20	0	24
GTEX-XQ8I	15	10	26	0	38
GTEX-147F4	16	8	34	0	32
GTEX-QV31	10	3	15	0	20
GTEX-1AX9K	7	4	16	0	17
GTEX-11VI4	15	11	26	0	32
GTEX-XUW1	7	2	13	0	12
GTEX-12ZZY	12	5	21	0	19
GTEX-XQ3S	15	6	28	0	35
GTEX-1C6WA	24	10	41	0	45
GTEX-XUZC	26	15	36	0	48
GTEX-18A7B	31	14	55	0	55
GTEX-XBEW	27	17	45	0	49
GTEX-111FC	19	8	22	0	32
GTEX-1KD5A	30	15	47	0	51
GTEX-UTHO	41	26	78	0	86
GTEX-ZDYS	16	7	23	0	26
GTEX-1NUQO	13	5	24	0	26
GTEX-ZUA1	21	6	30	0	36
GTEX-131XG	13	7	20	0	18
GTEX-15ETS	25	11	33	0	40
GTEX-1PPH7	28	13	41	0	44
GTEX-1GPI7	16	8	28	0	33
GTEX-1RAZR	27	18	50	0	53
GTEX-1QPFJ	25	15	32	0	39
GTEX-12C56	8	5	21	0	20
GTEX-1ICG6	45	16	67	0	68
GTEX-1N2DW	16	8	27	0	31
GTEX-1C2JI	14	5	25	0	33
GTEX-1K2DA	67	31	101	0	106
GTEX-18D9A	26	11	37	0	38
GTEX-U8T8	8	5	19	0	22
GTEX-1399T	14	10	26	0	28
GTEX-11ZUS	17	8	20	0	21
GTEX-1B97J	29	12	38	0	49
GTEX-1F75A	45	21	67	0	75
GTEX-139UW	20	7	34	0	39
GTEX-13N2G	41	17	62	0	64
GTEX-146FQ	51	24	92	0	113
GTEX-R3RS	32	11	51	0	49
GTEX-17GQL	21	11	29	0	30
GTEX-QEG5	11	3	14	0	14
GTEX-1E1VI	14	7	22	0	19
GTEX-ZZ64	16	8	30	0	34
GTEX-1C6VR	24	13	32	0	35
GTEX-11OF3	24	13	38	0	42
GTEX-ZV68	18	11	35	0	34
GTEX-11UD2	22	7	28	0	34
GTEX-1CB4F	17	10	27	0	25
GTEX-1M4P7	35	21	60	0	81
GTEX-17EVQ	32	10	47	0	61
GTEX-ZF3C	8	3	17	0	21
GTEX-18A67	29	12	39	0	59
GTEX-1GMRU	20	10	34	0	42
GTEX-Y3I4	15	4	16	0	21
GTEX-1AMFI	18	8	32	0	35
GTEX-18D9U	28	17	42	0	47
GTEX-1LVA9	22	15	46	0	47
GTEX-1LSNM	36	17	54	0	65
GTEX-U3ZN	42	19	78	0	80
GTEX-11ZTS	14	6	19	0	31
GTEX-16MT8	41	16	51	0	57
GTEX-1R9K4	23	9	36	0	36
GTEX-OOBK	9	6	21	0	23
GTEX-1QEPI	41	17	54	0	62
GTEX-15CHQ	16	9	30	0	35
GTEX-1EWIQ	33	12	41	0	62
GTEX-Y5LM	33	10	42	0	56
GTEX-1AMEY	26	10	41	0	38
GTEX-1IDJF	28	16	47	0	52
GTEX-11LCK	11	5	16	0	24
GTEX-RTLS	10	4	19	0	26
GTEX-OXRP	4	1	9	0	7
GTEX-1S82Y	42	23	68	0	80
