individual	chr14:55656132:55658546:cluster9241	chr14:55656132:55659666:cluster9241	chr14:55658614:55659666:cluster9241
GTEX-1EU9M	339	163	269
GTEX-1IDJC	828	0	754
GTEX-13OVL	348	0	337
GTEX-14JIY	418	0	401
GTEX-15EO6	478	0	449
GTEX-1KXAM	1106	0	1045
GTEX-13PL7	373	0	351
GTEX-13OW5	284	0	277
GTEX-16MTA	890	0	811
GTEX-1F88E	180	0	175
GTEX-14C38	170	0	153
GTEX-14BMV	298	0	282
GTEX-146FR	666	0	646
GTEX-1KANA	569	0	550
GTEX-R55D	1105	0	1066
GTEX-X4XX	807	0	756
GTEX-1RQEC	564	0	527
GTEX-S33H	720	0	690
GTEX-1LB8K	395	0	355
GTEX-15SHU	443	0	429
GTEX-11TTK	341	0	329
GTEX-TMZS	120	0	114
GTEX-13PL6	251	0	243
GTEX-12ZZZ	311	0	285
GTEX-RWS6	574	0	538
GTEX-X4XY	359	0	324
GTEX-15UF7	783	0	751
GTEX-P4PP	205	0	185
GTEX-PWN1	290	0	271
GTEX-1A32A	340	0	318
GTEX-1OFPY	301	0	287
GTEX-14PJN	487	0	452
GTEX-147F4	317	0	287
GTEX-XQ3S	260	0	249
GTEX-1GMR3	385	0	354
GTEX-1C6WA	403	0	387
GTEX-OIZI	868	0	782
GTEX-18A7B	496	0	463
GTEX-XBEW	681	0	632
GTEX-145LU	392	0	359
GTEX-1LSNL	257	0	243
GTEX-ZDYS	331	0	311
GTEX-ZUA1	349	0	312
GTEX-1GF9W	290	0	261
GTEX-1MCYP	725	0	699
GTEX-131XG	479	0	455
GTEX-1GPI7	745	0	675
GTEX-1S82P	482	0	443
GTEX-Y8DK	425	0	400
GTEX-OHPL	617	0	571
GTEX-1QPFJ	362	0	335
GTEX-TSE9	251	0	243
GTEX-ZYFG	423	0	380
GTEX-1N2DW	268	0	261
GTEX-1C2JI	717	0	662
GTEX-1LH75	412	0	389
GTEX-U8T8	349	0	321
GTEX-ZV6S	748	0	704
GTEX-1B97J	1117	0	1045
GTEX-1F75A	567	0	542
GTEX-P44G	180	0	161
GTEX-14LZ3	465	0	432
GTEX-13N2G	682	0	613
GTEX-146FQ	468	0	443
GTEX-13U4I	388	0	363
GTEX-13G51	233	0	215
GTEX-1B97I	565	0	528
GTEX-1A3MX	408	0	378
GTEX-17GQL	660	0	617
GTEX-15RIG	532	0	509
GTEX-13FTW	370	0	339
GTEX-QEG5	432	0	396
GTEX-1E1VI	344	0	319
GTEX-11OF3	303	0	275
GTEX-ZF3C	419	0	401
GTEX-PWCY	642	0	593
GTEX-1A3MW	248	0	232
GTEX-O5YT	1190	0	1140
GTEX-1AMFI	863	0	818
GTEX-11ZU8	197	0	190
GTEX-1LVA9	354	0	319
GTEX-1LSNM	734	0	674
GTEX-1RAZA	1180	0	1142
GTEX-U3ZN	1437	0	1304
GTEX-T2IS	566	0	513
GTEX-145MO	333	0	309
GTEX-16MT8	490	0	451
GTEX-ZWKS	448	0	403
GTEX-YJ8O	213	0	203
GTEX-OOBK	283	0	269
GTEX-1LVAO	199	0	177
GTEX-Y5LM	387	0	362
GTEX-17KNJ	506	0	472
GTEX-1A8FM	347	0	331
GTEX-1ICLZ	116	0	107
GTEX-1M5QR	718	0	650
GTEX-XPVG	433	0	399
GTEX-1JN6P	490	0	459
GTEX-1QAET	442	0	421
GTEX-13O21	442	0	408
GTEX-YB5K	374	0	336
GTEX-QDVN	240	0	226
GTEX-132Q8	285	0	270
GTEX-13112	299	0	275
GTEX-11TT1	192	0	181
GTEX-18A7A	402	0	371
GTEX-ZAK1	270	0	241
GTEX-R55G	178	0	164
GTEX-1E2YA	319	0	309
GTEX-13X6H	230	0	208
GTEX-OIZG	772	0	724
GTEX-1F52S	589	0	560
GTEX-12WSJ	319	0	308
GTEX-1R9PO	388	0	358
GTEX-1K2DU	603	0	576
GTEX-ZAB4	413	0	391
GTEX-14PII	312	0	288
GTEX-17HHE	784	0	752
GTEX-WOFM	1185	0	1131
GTEX-1R7EU	503	0	489
GTEX-1C4CL	843	0	801
GTEX-WFON	485	0	455
GTEX-13VXU	411	0	382
GTEX-SNMC	1298	0	1202
GTEX-T6MN	123	0	120
GTEX-15SHV	303	0	294
GTEX-13PLJ	112	0	102
GTEX-147JS	240	0	226
GTEX-R55C	337	0	306
GTEX-14PJ6	623	0	589
GTEX-OXRL	608	0	546
GTEX-14PJM	311	0	295
GTEX-117XS	272	0	262
GTEX-139YR	486	0	452
GTEX-1445S	355	0	319
GTEX-11ZTT	433	0	393
GTEX-1GN1U	475	0	444
GTEX-X4EO	256	0	229
GTEX-XMD2	248	0	241
GTEX-14JG1	401	0	367
GTEX-WRHU	601	0	578
GTEX-13OVG	434	0	412
GTEX-12ZZX	306	0	294
GTEX-YECK	315	0	303
GTEX-12WSA	547	0	494
GTEX-14XAO	269	0	259
GTEX-15DZA	1116	0	1050
GTEX-ZGAY	947	0	871
GTEX-17EVP	273	0	251
GTEX-1399S	603	0	580
GTEX-13X6K	241	0	227
GTEX-1EX96	185	0	175
GTEX-RM2N	466	0	427
GTEX-WL46	414	0	377
GTEX-15RIE	623	0	566
GTEX-WFG8	654	0	618
GTEX-12WSN	378	0	342
GTEX-13FHO	151	0	134
GTEX-14BIM	347	0	331
GTEX-Y5V6	405	0	363
GTEX-1GTWX	341	0	310
GTEX-VJWN	557	0	519
GTEX-PW2O	485	0	438
GTEX-ZVT3	174	0	169
