individual	chr1:180065272:180073786:cluster47499	chr1:180065272:180075022:cluster47499	chr1:180073908:180075022:cluster47499
GTEX-13QJ3	25	24	25
GTEX-1IDJD	16	2	28
GTEX-1IDJC	22	3	43
GTEX-13OVL	16	2	25
GTEX-139TU	16	2	31
GTEX-11P82	12	1	19
GTEX-147F3	17	1	31
GTEX-Y8E4	30	4	49
GTEX-YF7O	30	3	45
GTEX-13PL7	19	1	24
GTEX-13W46	20	1	31
GTEX-ZQG8	9	1	13
GTEX-ZF28	40	3	60
GTEX-17F96	58	5	97
GTEX-ZVT2	19	3	27
GTEX-14PQA	19	2	34
GTEX-13JVG	24	3	30
GTEX-P78B	15	1	26
GTEX-15SHU	14	1	21
GTEX-TMZS	2	0	2
GTEX-139T6	43	4	66
GTEX-15UF6	10	2	17
GTEX-1I6K7	41	5	77
GTEX-PWN1	10	1	20
GTEX-14PJ4	46	4	67
GTEX-1F75B	21	1	28
GTEX-QV31	3	0	6
GTEX-XUW1	21	1	36
GTEX-1GZ2Q	5	1	11
GTEX-12ZZY	11	2	16
GTEX-1C6WA	14	1	25
GTEX-OIZI	23	2	30
GTEX-XUZC	13	2	18
GTEX-183FY	47	6	72
GTEX-1KD5A	30	2	46
GTEX-OHPN	4	1	7
GTEX-ZUA1	19	1	29
GTEX-1GF9W	11	1	14
GTEX-1I4MK	48	5	86
GTEX-169BO	30	3	44
GTEX-1MCYP	67	7	103
GTEX-131XG	22	2	36
GTEX-16NPX	36	3	59
GTEX-1212Z	18	2	31
GTEX-1F5PL	27	2	41
GTEX-TSE9	55	3	83
GTEX-ZYFG	20	3	30
GTEX-1ICG6	11	1	12
GTEX-1K2DA	26	3	48
GTEX-1LH75	27	2	37
GTEX-ZF2S	30	5	48
GTEX-146FQ	10	1	18
GTEX-13U4I	6	1	13
GTEX-RNOR	16	1	22
GTEX-PLZ4	14	1	25
GTEX-17GQL	49	4	73
GTEX-1FIGZ	32	4	51
GTEX-OXRK	13	1	16
GTEX-15RIG	23	2	41
GTEX-1C6VR	11	1	15
GTEX-1JMQI	13	2	17
GTEX-11UD2	6	1	9
GTEX-17EVQ	16	2	22
GTEX-Y111	11	1	14
GTEX-14BIL	20	1	29
GTEX-1GMRU	21	2	25
GTEX-1A3MW	16	2	21
GTEX-13FH7	24	2	36
GTEX-1269C	15	1	26
GTEX-1AMFI	61	4	89
GTEX-18D9U	24	3	45
GTEX-1LVA9	11	1	15
GTEX-1192X	74	8	103
GTEX-1MUQO	32	4	51
GTEX-1RAZA	35	3	53
GTEX-11ZTS	12	1	14
GTEX-145MO	22	3	38
GTEX-13N1W	14	2	22
GTEX-OOBK	17	3	27
GTEX-Y5LM	6	1	7
GTEX-15RIF	20	2	29
GTEX-V955	56	4	79
GTEX-P4PQ	15	2	21
GTEX-11LCK	14	1	26
GTEX-RTLS	18	1	29
GTEX-15CHC	7	1	12
GTEX-13PVR	36	6	55
GTEX-1399U	23	3	45
GTEX-YB5K	24	2	36
GTEX-QDVN	16	1	27
GTEX-132Q8	18	2	32
GTEX-13112	11	1	12
GTEX-18A7A	15	2	20
GTEX-145MH	15	2	25
GTEX-16XZY	14	1	23
GTEX-11GSP	17	2	28
GTEX-1A3MV	20	3	39
GTEX-1R9PO	21	2	41
GTEX-O5YV	27	4	45
GTEX-14PII	14	1	23
GTEX-17HHE	54	6	81
GTEX-1A8G6	17	2	31
GTEX-QVJO	5	1	7
GTEX-147JS	16	1	21
GTEX-13RTJ	34	4	44
GTEX-1GF9U	14	2	22
GTEX-14PJM	13	2	21
GTEX-139YR	17	1	27
GTEX-1445S	18	1	25
GTEX-1MA7W	16	2	33
GTEX-1BAJH	16	1	28
GTEX-11ONC	25	2	40
GTEX-VUSG	50	3	73
GTEX-11ZTT	15	1	21
GTEX-12KS4	25	2	35
GTEX-1GN1U	10	2	17
GTEX-13111	11	1	18
GTEX-14H4A	9	1	16
GTEX-139TS	11	1	18
GTEX-14PK6	38	3	67
GTEX-1B8L1	12	2	20
GTEX-14JG1	9	1	17
GTEX-1PIIG	27	3	33
GTEX-11XUK	26	2	38
GTEX-Y8LW	13	2	22
GTEX-12ZZX	18	2	30
GTEX-1JMQK	13	1	20
GTEX-ZZPU	25	3	36
GTEX-ZGAY	47	3	63
GTEX-1B8SF	16	1	20
GTEX-17EVP	16	2	19
GTEX-15DCD	27	3	40
GTEX-QESD	8	1	11
GTEX-QDVJ	7	1	8
GTEX-14DAQ	23	1	37
GTEX-WL46	7	1	8
GTEX-12WSN	25	3	37
GTEX-13FHO	13	1	16
GTEX-RUSQ	4	1	7
GTEX-U3ZH	19	1	24
GTEX-17F98	14	2	21
GTEX-Y5V6	16	1	20
GTEX-1GTWX	12	1	24
GTEX-111CU	35	3	46
GTEX-XAJ8	20	2	30
GTEX-13PVQ	13	1	17
GTEX-Z9EW	19	3	37
GTEX-1QP28	10	1	21
