individual	chr11:62833131:62833618:cluster41672	chr11:62833131:62833792:cluster41672	chr11:62833674:62833792:cluster41672
GTEX-RNOR	26	23	21
GTEX-1IDJD	252	8	214
GTEX-UPJH	69	1	56
GTEX-11P82	291	6	269
GTEX-14JIY	73	2	71
GTEX-YEC4	69	1	59
GTEX-YB5E	122	4	103
GTEX-SUCS	157	2	131
GTEX-ZYT6	41	1	35
GTEX-1KD4Q	63	2	55
GTEX-12WSM	43	1	29
GTEX-13X6I	121	3	92
GTEX-14A6H	89	1	69
GTEX-13PL7	111	2	92
GTEX-11EQ9	128	2	111
GTEX-13W46	154	5	140
GTEX-13NZA	53	2	42
GTEX-1GN1V	76	1	68
GTEX-14C38	157	6	140
GTEX-1C475	98	1	81
GTEX-146FR	163	4	134
GTEX-1B8KE	67	2	62
GTEX-ZVT2	126	3	111
GTEX-14JG6	131	3	100
GTEX-X4XX	111	3	94
GTEX-1RQEC	98	1	79
GTEX-Y5V5	206	7	181
GTEX-1C64N	161	3	130
GTEX-ZPIC	71	3	61
GTEX-SIU8	37	1	33
GTEX-1122O	97	1	82
GTEX-1LB8K	43	2	40
GTEX-17MFQ	60	1	54
GTEX-TMZS	40	1	31
GTEX-1LC47	364	10	287
GTEX-RWS6	64	2	51
GTEX-ZDXO	40	1	38
GTEX-1I6K7	119	5	105
GTEX-11EMC	88	4	75
GTEX-1399R	114	2	89
GTEX-15UF7	224	5	187
GTEX-14PJ4	159	3	126
GTEX-11NUK	49	1	45
GTEX-147F4	44	2	38
GTEX-WZTO	78	2	76
GTEX-1313W	51	1	48
GTEX-1C6WA	82	1	62
GTEX-1JKYN	89	2	73
GTEX-R53T	68	1	63
GTEX-183FY	155	4	148
GTEX-ZDYS	62	2	60
GTEX-1NUQO	182	5	151
GTEX-1GF9W	137	4	112
GTEX-18A6Q	56	2	40
GTEX-13FTZ	41	1	28
GTEX-1I4MK	177	2	143
GTEX-X8HC	178	7	136
GTEX-169BO	212	7	182
GTEX-11EM3	111	4	86
GTEX-1MCYP	250	6	210
GTEX-131XG	102	3	92
GTEX-1JMQJ	74	3	64
GTEX-13FTY	63	2	48
GTEX-16NPX	85	3	68
GTEX-WK11	85	2	62
GTEX-OHPL	162	6	134
GTEX-1QPFJ	336	7	288
GTEX-1211K	117	3	102
GTEX-SN8G	177	4	151
GTEX-18D9A	221	4	200
GTEX-QEL4	56	2	41
GTEX-U8T8	204	7	160
GTEX-T5JC	91	4	83
GTEX-WEY5	399	6	313
GTEX-1B97J	172	2	147
GTEX-13QBU	150	5	123
GTEX-13U4I	90	4	71
GTEX-XOT4	66	3	61
GTEX-OXRK	121	2	106
GTEX-15G1A	432	10	348
GTEX-1C6VR	64	2	53
GTEX-11UD2	47	1	41
GTEX-1CB4F	82	3	59
GTEX-1M4P7	117	2	90
GTEX-18A67	162	4	145
GTEX-1A3MW	159	5	130
GTEX-13FH7	89	2	80
GTEX-OIZH	140	2	127
GTEX-YEC3	169	5	134
GTEX-Y3I4	73	2	63
GTEX-1269C	57	2	43
GTEX-1AMFI	154	4	132
GTEX-11ZU8	102	4	93
GTEX-1R9PM	126	2	106
GTEX-1192X	99	4	76
GTEX-15D79	72	1	60
GTEX-1RAZA	136	3	130
GTEX-1EU9M	70	2	60
GTEX-117YW	61	2	51
GTEX-Q2AG	24	0	20
GTEX-ZC5H	137	3	107
GTEX-1LVAO	124	5	97
GTEX-Y9LG	149	6	127
GTEX-V1D1	149	3	113
GTEX-XPVG	186	4	146
GTEX-1GN73	47	1	47
GTEX-11LCK	93	2	73
GTEX-1S82Y	126	3	114
GTEX-XBEC	43	1	37
GTEX-13O21	113	3	102
GTEX-1QCLZ	116	5	95
GTEX-1RB15	120	5	111
GTEX-1314G	64	2	52
GTEX-ZTPG	100	3	78
GTEX-ZE7O	119	3	106
GTEX-QDVN	179	2	145
GTEX-13SLW	79	2	55
GTEX-1PIEJ	220	5	185
GTEX-132Q8	136	2	109
GTEX-11TT1	88	4	79
GTEX-18A7A	64	2	58
GTEX-1RQED	109	5	93
GTEX-1GZ4I	115	2	99
GTEX-13OW8	53	2	38
GTEX-1F5PK	359	6	292
GTEX-1A3MV	256	4	206
GTEX-144GM	131	5	124
GTEX-14PJ5	105	2	90
GTEX-X5EB	34	1	35
GTEX-16XZZ	435	14	369
GTEX-1K2DU	368	11	350
GTEX-15ER7	206	8	168
GTEX-13OW6	34	1	30
GTEX-17HHE	70	3	60
GTEX-1R7EU	175	3	137
GTEX-1C4CL	112	4	94
GTEX-U3ZM	166	3	132
GTEX-1128S	170	2	137
GTEX-RN64	51	1	41
GTEX-1QP66	342	7	263
GTEX-1GZHY	49	1	48
GTEX-1MCQQ	74	2	69
GTEX-11NSD	125	3	105
GTEX-14PJM	53	1	45
GTEX-15SKB	254	7	241
GTEX-U8XE	164	5	129
GTEX-13QIC	49	2	41
GTEX-11ZTT	102	2	83
GTEX-12WSL	103	3	86
GTEX-12KS4	67	2	58
GTEX-1GMR8	150	2	123
GTEX-1GPI6	53	2	42
GTEX-1GN1U	80	3	58
GTEX-13111	81	2	68
GTEX-139TS	88	2	77
GTEX-1CAMQ	118	4	86
GTEX-144FL	123	4	100
GTEX-13QJ3	89	1	79
GTEX-14JG1	52	2	39
GTEX-1PIIG	61	3	49
GTEX-1JJ6O	178	4	163
GTEX-13OVK	90	3	84
GTEX-WRHU	60	3	50
GTEX-Y8LW	80	1	73
GTEX-WHSE	82	3	76
GTEX-OIZF	134	3	109
GTEX-13D11	147	5	115
GTEX-ZGAY	204	6	194
GTEX-11P81	92	2	76
GTEX-1F48J	149	6	118
GTEX-12WSF	98	2	88
GTEX-1CB4I	131	2	104
GTEX-16NPV	138	4	115
GTEX-SE5C	204	3	160
GTEX-1399S	251	3	207
GTEX-11O72	155	4	150
GTEX-Q734	116	3	92
GTEX-1A8G7	55	1	53
GTEX-1B932	139	3	124
GTEX-QDVJ	108	2	82
GTEX-1EX96	46	1	32
GTEX-WFG7	107	2	98
GTEX-1GF9V	48	1	39
GTEX-1RAZQ	161	2	134
GTEX-12WSN	98	2	75
GTEX-13FHO	81	3	69
GTEX-1R7EV	208	4	167
