individual	chr10:3143501:3144259:cluster3839	chr10:3143501:3144292:cluster3839	chr10:3143775:3144292:cluster3839
GTEX-1JJ6O	117	128	3
GTEX-1IDJC	0	259	12
GTEX-139TU	0	115	6
GTEX-ZYY3	0	228	10
GTEX-UPJH	0	116	4
GTEX-ZYT6	0	145	6
GTEX-1QW4Y	0	254	10
GTEX-Y8E4	0	237	13
GTEX-15EO6	0	274	15
GTEX-14PJO	0	141	6
GTEX-1CAMR	0	271	13
GTEX-1KXAM	0	458	18
GTEX-14A6H	0	189	10
GTEX-13W46	0	340	13
GTEX-16MTA	0	204	9
GTEX-1F88E	0	292	13
GTEX-1K9T9	0	127	7
GTEX-1GN1V	0	146	7
GTEX-1C475	0	149	8
GTEX-14BMV	0	90	4
GTEX-1F75W	0	154	8
GTEX-1AX9I	0	140	5
GTEX-ZVT2	0	185	8
GTEX-Y5V5	0	253	12
GTEX-16YQH	0	152	6
GTEX-SIU8	0	143	5
GTEX-P78B	0	281	11
GTEX-1122O	0	197	11
GTEX-15SHU	0	172	7
GTEX-T5JW	0	192	9
GTEX-14753	0	192	9
GTEX-11DXX	0	226	12
GTEX-139T6	0	164	6
GTEX-13PL6	0	149	8
GTEX-15UF6	0	159	8
GTEX-11EMC	0	162	8
GTEX-ZXG5	0	201	8
GTEX-1CB4H	0	135	6
GTEX-1A32A	0	179	8
GTEX-14PJ4	0	216	10
GTEX-1F75B	0	294	15
GTEX-11NUK	0	114	6
GTEX-131YS	0	191	8
GTEX-14PJN	0	196	8
GTEX-WZTO	0	248	9
GTEX-13X6J	0	162	8
GTEX-1KD5A	0	257	10
GTEX-ZDYS	0	83	3
GTEX-ZLV1	0	228	13
GTEX-1NUQO	0	205	11
GTEX-ZUA1	0	139	6
GTEX-18A6Q	0	172	7
GTEX-1L5NE	0	268	12
GTEX-X8HC	0	251	14
GTEX-1MCYP	0	197	10
GTEX-1JMQJ	0	195	11
GTEX-1F5PL	0	237	10
GTEX-1RAZR	0	413	22
GTEX-12C56	0	214	8
GTEX-13O3O	0	170	8
GTEX-18D9A	0	241	13
GTEX-U8T8	0	261	14
GTEX-1QP9N	0	139	8
GTEX-11ZUS	0	113	6
GTEX-131XF	0	216	10
GTEX-13N2G	0	236	11
GTEX-146FQ	0	276	11
GTEX-R3RS	0	112	6
GTEX-1A3MX	0	234	11
GTEX-1FIGZ	0	189	9
GTEX-QEG5	0	229	9
GTEX-17HII	0	70	4
GTEX-11ZVC	0	145	6
GTEX-1339X	0	228	10
GTEX-15G1A	0	416	17
GTEX-1M4P7	0	217	8
GTEX-17EVQ	0	187	7
GTEX-Y111	0	121	6
GTEX-1GMRU	0	164	8
GTEX-OIZH	0	306	14
GTEX-1269C	0	154	8
GTEX-1LVA9	0	182	8
GTEX-15D79	0	186	8
GTEX-1EU9M	0	160	9
GTEX-13N1W	0	186	10
GTEX-16MT8	0	278	11
GTEX-ZWKS	0	198	11
GTEX-Q2AG	0	71	3
GTEX-1AX9J	0	186	8
GTEX-QDT8	0	289	12
GTEX-1A8FM	0	142	6
GTEX-1ICLZ	0	114	6
GTEX-15RIF	0	273	10
GTEX-1AMEY	0	256	14
GTEX-183WM	0	179	9
GTEX-14E6D	0	167	7
GTEX-1S82Y	0	262	11
GTEX-15CHC	0	169	6
GTEX-13O21	0	271	11
GTEX-13PVR	0	82	4
GTEX-1399U	0	161	9
GTEX-11TT1	0	98	4
GTEX-R55G	0	58	2
GTEX-1E2YA	0	102	4
GTEX-16XZY	0	140	5
GTEX-11GSP	0	118	6
GTEX-N7MS	0	150	7
GTEX-1LVAM	0	196	7
GTEX-14PJ5	0	202	9
GTEX-1R9PO	0	287	14
GTEX-16XZZ	0	340	14
GTEX-17HHE	0	133	5
GTEX-SNMC	0	237	11
GTEX-15SHV	0	205	11
GTEX-1GZHY	0	183	8
GTEX-1JN1M	0	350	14
GTEX-147JS	0	100	4
GTEX-14PJ6	0	251	14
GTEX-1GF9U	0	221	10
GTEX-1B8KZ	0	173	9
GTEX-1BAJH	0	162	8
GTEX-ZVZP	0	200	11
GTEX-WY7C	0	323	15
GTEX-11ZTT	0	219	12
GTEX-X4EO	0	241	11
GTEX-111YS	0	158	6
GTEX-XMD2	0	159	6
GTEX-ZYFD	0	109	6
GTEX-ZA64	0	253	10
GTEX-ZVE1	0	236	13
GTEX-17JCI	0	215	12
GTEX-11XUK	0	126	7
GTEX-REY6	0	124	5
GTEX-WRHU	0	240	9
GTEX-12ZZX	0	91	4
GTEX-YECK	0	197	7
GTEX-14E6E	0	241	9
GTEX-13D11	0	173	8
GTEX-ZGAY	0	309	12
GTEX-1R9K5	0	185	10
GTEX-1CB4I	0	170	9
GTEX-1R9JW	0	299	15
GTEX-15DCD	0	263	13
GTEX-QESD	0	92	5
GTEX-1RAZQ	0	351	16
GTEX-12WSN	0	155	8
GTEX-13FHO	0	123	5
GTEX-14BIM	0	284	14
GTEX-Y5V6	0	208	10
GTEX-1CB4J	0	293	13
GTEX-17HHY	0	127	5
GTEX-ZVT3	0	111	5
GTEX-1QP28	0	160	8
