individual	chr4:183651157:183655881:cluster31662	chr4:183651323:183655881:cluster31662	chr4:183651327:183655881:cluster31662
GTEX-ZLV1	48	7	64
GTEX-1IDJC	0	20	114
GTEX-147F3	0	6	33
GTEX-SUCS	0	14	72
GTEX-1QW4Y	0	7	44
GTEX-12WSM	0	7	36
GTEX-1CAMR	0	11	54
GTEX-14A6H	0	10	62
GTEX-13PL7	0	10	58
GTEX-13W46	0	9	49
GTEX-1C475	0	16	80
GTEX-14BMV	0	5	27
GTEX-U4B1	0	10	47
GTEX-146FR	0	16	87
GTEX-1AX9I	0	12	60
GTEX-ZVT2	0	19	112
GTEX-1JN76	0	12	64
GTEX-1S5VW	0	10	57
GTEX-14PQA	0	13	66
GTEX-ZPIC	0	9	50
GTEX-P78B	0	9	53
GTEX-1LB8K	0	9	48
GTEX-15SHU	0	9	50
GTEX-TMZS	0	3	19
GTEX-14753	0	9	51
GTEX-139T6	0	13	72
GTEX-1MJK3	0	15	85
GTEX-RWS6	0	10	59
GTEX-15UF7	0	8	43
GTEX-113JC	0	5	23
GTEX-1PPGY	0	15	78
GTEX-ZXG5	0	7	40
GTEX-1A32A	0	6	31
GTEX-1C6VQ	0	9	48
GTEX-131YS	0	8	39
GTEX-147F4	0	5	26
GTEX-13W3W	0	11	66
GTEX-11VI4	0	12	68
GTEX-1313W	0	9	48
GTEX-R53T	0	10	58
GTEX-183FY	0	9	48
GTEX-145LU	0	9	42
GTEX-1LSNL	0	3	14
GTEX-1S83E	0	17	106
GTEX-1NUQO	0	14	85
GTEX-13FTZ	0	5	31
GTEX-1I4MK	0	13	69
GTEX-1MCYP	0	35	180
GTEX-131XG	0	11	62
GTEX-1JMQJ	0	8	45
GTEX-15ETS	0	18	94
GTEX-1PPH7	0	12	57
GTEX-1F5PL	0	15	86
GTEX-TMMY	0	49	249
GTEX-1N2DW	0	6	28
GTEX-1K2DA	0	39	201
GTEX-18D9A	0	13	78
GTEX-1LH75	0	7	36
GTEX-QEL4	0	7	39
GTEX-T5JC	0	9	50
GTEX-1B97J	0	25	153
GTEX-14LZ3	0	6	35
GTEX-146FQ	0	7	40
GTEX-13QBU	0	11	52
GTEX-13U4I	0	4	20
GTEX-1B97I	0	15	86
GTEX-17GQL	0	32	192
GTEX-1FIGZ	0	12	61
GTEX-QEG5	0	7	35
GTEX-1E1VI	0	8	38
GTEX-1339X	0	8	45
GTEX-ZZ64	0	14	75
GTEX-QV44	0	10	51
GTEX-ZV68	0	6	36
GTEX-1KWVE	0	10	49
GTEX-18A67	0	19	91
GTEX-1R9PN	0	22	122
GTEX-11ZU8	0	5	32
GTEX-1LSNM	0	15	75
GTEX-11ZTS	0	4	21
GTEX-T2IS	0	9	51
GTEX-WYVS	0	7	33
GTEX-111VG	0	7	42
GTEX-1AX9J	0	15	79
GTEX-1F7RK	0	9	44
GTEX-YJ8O	0	3	16
GTEX-15CHQ	0	6	29
GTEX-1EWIQ	0	8	45
GTEX-Y5LM	0	9	57
GTEX-1ICLZ	0	3	19
GTEX-1M5QR	0	13	76
GTEX-XPVG	0	14	82
GTEX-P4PQ	0	13	62
GTEX-11LCK	0	8	49
GTEX-OXRP	0	3	17
GTEX-14E6D	0	9	50
GTEX-XBEC	0	8	37
GTEX-13O21	0	9	50
GTEX-1399U	0	13	64
GTEX-QDVN	0	5	28
GTEX-16GPK	0	5	30
GTEX-15CHR	0	8	43
GTEX-13112	0	4	26
GTEX-11TT1	0	8	37
GTEX-1GZ4I	0	11	63
GTEX-13OW8	0	7	45
GTEX-16XZY	0	5	31
GTEX-OIZG	0	13	63
GTEX-1F5PK	0	15	85
GTEX-14PJ5	0	14	70
GTEX-T8EM	0	24	134
GTEX-17HHE	0	13	66
GTEX-ZPCL	0	15	81
GTEX-U3ZM	0	13	70
GTEX-1A8G6	0	10	61
GTEX-WFON	0	17	85
GTEX-SNMC	0	26	136
GTEX-18465	0	6	34
GTEX-1GZHY	0	7	44
GTEX-1JN1M	0	19	95
GTEX-QCQG	0	15	85
GTEX-117XS	0	6	28
GTEX-15SKB	0	5	33
GTEX-1BAJH	0	6	39
GTEX-12KS4	0	10	51
GTEX-11I78	0	17	87
GTEX-1GMR8	0	11	56
GTEX-111YS	0	11	66
GTEX-144FL	0	6	30
GTEX-ZYFD	0	3	19
GTEX-14JG1	0	6	30
GTEX-17JCI	0	9	42
GTEX-13OVK	0	7	42
GTEX-12ZZX	0	10	51
GTEX-1F88F	0	5	26
GTEX-OIZF	0	10	48
GTEX-1GN2E	0	7	36
GTEX-14E6E	0	14	81
GTEX-14C39	0	13	76
GTEX-1B8SF	0	8	48
GTEX-17EVP	0	10	48
GTEX-ZVT4	0	8	42
GTEX-1R9JW	0	18	111
GTEX-SE5C	0	23	137
GTEX-1399S	0	7	40
GTEX-1A8G7	0	7	44
GTEX-TKQ2	0	12	62
GTEX-RM2N	0	11	67
GTEX-1S82U	0	9	42
GTEX-WFG7	0	16	95
GTEX-ZEX8	0	17	95
GTEX-WL46	0	11	56
GTEX-WFG8	0	17	93
GTEX-13FHO	0	8	37
GTEX-RUSQ	0	3	15
GTEX-YFC4	0	6	33
GTEX-14BIM	0	7	43
GTEX-1GTWX	0	14	74
GTEX-VJWN	0	7	43
GTEX-1CB4J	0	12	60
GTEX-17F97	0	9	49
GTEX-13O3P	0	6	35
GTEX-Z9EW	0	10	50
GTEX-11GS4	0	5	24
GTEX-13OW7	0	8	40
