individual	chr5:138157267:138159555:cluster16820	chr5:138157267:138160069:cluster16820	chr5:138159599:138160069:cluster16820
GTEX-15UF7	37	76	38
GTEX-132NY	35	2	30
GTEX-14ABY	30	1	27
GTEX-139TU	43	4	45
GTEX-147F3	43	2	45
GTEX-YEC4	25	2	29
GTEX-ZYT6	38	3	32
GTEX-1QW4Y	76	3	74
GTEX-13X6I	102	7	82
GTEX-14PJO	46	3	44
GTEX-14A6H	68	4	58
GTEX-13OW5	32	1	30
GTEX-16MTA	66	4	59
GTEX-1F88E	92	8	79
GTEX-U3ZG	68	7	63
GTEX-139T4	96	9	90
GTEX-13NZA	38	2	41
GTEX-14C38	45	4	45
GTEX-14BMV	30	3	28
GTEX-1F75W	54	3	58
GTEX-146FR	72	3	69
GTEX-1B8KE	50	4	39
GTEX-1KANA	60	3	59
GTEX-Y5V5	113	5	108
GTEX-14PQA	137	8	112
GTEX-S33H	43	4	42
GTEX-P78B	46	2	46
GTEX-15SHU	57	3	50
GTEX-17MFQ	36	4	37
GTEX-T5JW	79	4	65
GTEX-11DXX	59	3	59
GTEX-139T6	69	4	56
GTEX-12ZZZ	31	2	32
GTEX-13FTX	61	6	58
GTEX-14DAR	67	5	61
GTEX-ZDXO	22	1	23
GTEX-P4PP	48	5	48
GTEX-13CF2	32	2	36
GTEX-ZXG5	75	3	68
GTEX-14PJ4	47	3	52
GTEX-1QP6S	54	2	51
GTEX-13W3W	60	6	54
GTEX-WZTO	56	4	60
GTEX-12ZZY	32	1	28
GTEX-1C6WA	56	4	50
GTEX-XUZC	64	3	65
GTEX-18A7B	86	7	71
GTEX-183FY	47	5	42
GTEX-13X6J	33	2	29
GTEX-1LSNL	28	2	29
GTEX-ZDYS	41	3	34
GTEX-ZLV1	71	6	63
GTEX-ZUA1	26	3	23
GTEX-18A6Q	37	3	38
GTEX-1L5NE	84	5	80
GTEX-169BO	81	5	72
GTEX-11EM3	51	3	48
GTEX-131XG	40	4	36
GTEX-1JMQJ	61	6	51
GTEX-13FTY	38	2	40
GTEX-15ETS	84	6	74
GTEX-WK11	57	5	63
GTEX-1GPI7	34	2	25
GTEX-Y8DK	39	2	34
GTEX-12C56	24	1	25
GTEX-1211K	56	3	45
GTEX-1N2DW	67	4	69
GTEX-13O3O	38	3	37
GTEX-1C2JI	66	5	52
GTEX-WEY5	97	5	83
GTEX-1QP9N	39	3	34
GTEX-1B97J	85	5	70
GTEX-146FQ	89	5	82
GTEX-13QBU	62	3	61
GTEX-13U4I	62	3	54
GTEX-ZDTS	19	1	17
GTEX-R3RS	70	6	67
GTEX-1A3MX	86	6	80
GTEX-XOT4	59	3	56
GTEX-1IDFM	132	8	117
GTEX-17GQL	80	7	77
GTEX-1FIGZ	55	3	42
GTEX-13FTW	43	2	43
GTEX-1E1VI	28	1	28
GTEX-11ZVC	35	1	33
GTEX-1339X	39	2	33
GTEX-15G1A	144	7	141
GTEX-11OF3	54	3	53
GTEX-1KWVE	29	2	28
GTEX-14BIL	48	5	43
GTEX-18A67	75	3	69
GTEX-1GMRU	37	2	29
GTEX-1R9PN	128	6	129
GTEX-1AMFI	56	6	51
GTEX-1LSNM	63	4	66
GTEX-1RAZA	91	7	80
GTEX-117YW	37	2	38
GTEX-16MT8	121	8	116
GTEX-111VG	37	2	41
GTEX-ZWKS	83	5	87
GTEX-1R9K4	108	4	97
GTEX-ZC5H	54	2	47
GTEX-1EWIQ	45	3	35
GTEX-QDT8	78	6	61
GTEX-1A8FM	53	3	50
GTEX-1JN6P	53	3	50
GTEX-ZT9X	52	3	51
GTEX-1IDJF	59	4	48
GTEX-1QCLZ	49	3	51
GTEX-13PVR	42	2	35
GTEX-ZTPG	50	4	51
GTEX-1399U	50	4	38
GTEX-QDVN	100	5	102
GTEX-13SLW	57	3	51
GTEX-1PIEJ	62	4	57
GTEX-132Q8	73	4	77
GTEX-13112	32	3	26
GTEX-WHSB	82	4	79
GTEX-ZAK1	48	2	38
GTEX-1QP2A	41	3	35
GTEX-145MH	28	2	32
GTEX-13X6H	101	4	91
GTEX-12WSJ	48	2	49
GTEX-N7MS	29	2	33
GTEX-1A3MV	58	5	56
GTEX-1IDJE	88	6	68
GTEX-16XZZ	118	5	97
GTEX-O5YV	40	3	41
GTEX-14PII	51	4	49
GTEX-13OW6	31	2	30
GTEX-1LG7Z	87	8	89
GTEX-U3ZM	61	5	47
GTEX-1A8G6	51	3	54
GTEX-18465	47	3	47
GTEX-1128S	88	4	78
GTEX-RN64	33	3	33
GTEX-15SB6	70	6	75
GTEX-144GL	32	1	31
GTEX-1MCQQ	39	2	29
GTEX-1CB4E	51	3	39
GTEX-14PJM	15	1	14
GTEX-1445S	51	3	48
GTEX-1MA7W	69	4	62
GTEX-1BAJH	30	2	31
GTEX-ZVZP	109	6	90
GTEX-14LLW	109	9	99
GTEX-VUSG	86	7	92
GTEX-11ZTT	55	3	50
GTEX-12KS4	36	2	38
GTEX-11I78	51	2	50
GTEX-1GMR8	105	5	94
GTEX-1GPI6	43	3	40
GTEX-13111	29	1	25
GTEX-1O9I2	77	3	63
GTEX-XMD2	74	4	74
GTEX-144FL	119	9	95
GTEX-1B8L1	27	1	22
GTEX-13QJ3	94	4	92
GTEX-ZVE1	90	5	84
GTEX-17JCI	56	5	54
GTEX-REY6	38	2	41
GTEX-13OVK	42	3	34
GTEX-13OVG	65	5	58
GTEX-12ZZX	22	1	21
GTEX-1F88F	58	4	51
GTEX-14XAO	67	5	72
GTEX-1JMQK	72	4	62
GTEX-13D11	53	4	58
GTEX-ZP4G	88	8	76
GTEX-ZGAY	60	5	49
GTEX-1B8SF	35	3	28
GTEX-147GR	60	2	55
GTEX-ZVT4	41	4	38
GTEX-12WSF	57	4	59
GTEX-QESD	14	1	12
GTEX-P4QT	59	6	57
GTEX-1A8G7	41	2	33
GTEX-1B932	86	4	70
GTEX-1EX96	23	1	19
GTEX-14DAQ	74	7	73
GTEX-WL46	78	3	65
GTEX-WFG8	47	2	44
GTEX-U3ZH	55	2	49
GTEX-1ICLY	31	3	29
GTEX-1477Z	76	7	63
GTEX-13PVQ	23	1	22
GTEX-13OW7	43	2	35
