individual	chr12:53058445:53058572:cluster1169	chr12:53058445:53058714:cluster1169	chr12:53058637:53058714:cluster1169
GTEX-PLZ4	155	24	136
GTEX-1IDJD	94	0	82
GTEX-1IDJC	276	0	228
GTEX-132NY	84	0	69
GTEX-14ABY	77	0	65
GTEX-13OVL	115	0	92
GTEX-ZYY3	126	0	105
GTEX-UPJH	47	0	38
GTEX-QEG4	59	0	57
GTEX-Y8E4	147	0	137
GTEX-1QMI2	88	0	82
GTEX-13X6I	241	0	219
GTEX-WHPG	127	0	119
GTEX-1CAMR	167	0	146
GTEX-14A6H	91	0	83
GTEX-11EQ9	154	0	138
GTEX-13OW5	144	0	126
GTEX-16MTA	103	0	92
GTEX-ZQG8	151	0	141
GTEX-1F88E	185	0	163
GTEX-1K9T9	131	0	123
GTEX-13NZA	67	0	61
GTEX-XBED	129	0	106
GTEX-14BMV	69	0	55
GTEX-146FR	151	0	138
GTEX-ZVT2	123	0	105
GTEX-1RQEC	85	0	72
GTEX-1C64N	88	0	76
GTEX-16YQH	79	0	72
GTEX-S33H	103	0	91
GTEX-13JVG	168	0	139
GTEX-ZPIC	152	0	123
GTEX-ZAB5	167	0	141
GTEX-1LC47	423	0	359
GTEX-1MJK3	120	0	101
GTEX-13PL6	85	0	74
GTEX-15UF6	372	1	324
GTEX-RWS6	170	0	138
GTEX-ZDXO	31	0	25
GTEX-1I6K7	152	0	124
GTEX-1PPGY	83	0	67
GTEX-13RTK	166	0	141
GTEX-PWN1	95	0	78
GTEX-1A32A	117	0	104
GTEX-1F75B	213	0	196
GTEX-131YS	72	0	69
GTEX-14PJN	132	0	122
GTEX-147F4	44	0	38
GTEX-13W3W	112	0	94
GTEX-11VI4	164	0	137
GTEX-WZTO	84	0	72
GTEX-1313W	72	0	63
GTEX-12ZZY	47	0	37
GTEX-1JKYN	47	0	42
GTEX-18A7B	198	0	181
GTEX-R53T	64	0	52
GTEX-111FC	83	0	69
GTEX-1KD5A	160	0	145
GTEX-1LSNL	49	0	38
GTEX-1S83E	169	0	155
GTEX-18A6Q	56	0	54
GTEX-1L5NE	131	0	115
GTEX-1JMQJ	69	0	59
GTEX-15ETS	171	0	152
GTEX-1F5PL	286	0	253
GTEX-WK11	103	0	85
GTEX-1GN1W	191	0	173
GTEX-OHPL	249	0	208
GTEX-12C56	138	0	122
GTEX-1211K	163	0	136
GTEX-TSE9	342	0	283
GTEX-W5WG	239	0	200
GTEX-1ICG6	142	0	124
GTEX-1N2DW	78	0	75
GTEX-PLZ5	110	0	92
GTEX-18D9A	198	0	175
GTEX-ZF2S	150	0	122
GTEX-WEY5	249	0	211
GTEX-14BMU	191	0	172
GTEX-1399T	72	0	66
GTEX-11ZUS	63	0	59
GTEX-1B97J	285	0	242
GTEX-131XF	117	0	105
GTEX-14LZ3	159	0	135
GTEX-13O3Q	118	0	109
GTEX-13N2G	230	0	206
GTEX-XGQ4	114	0	106
GTEX-13G51	84	0	72
GTEX-ZDTS	41	0	35
GTEX-R3RS	130	0	116
GTEX-17GQL	244	0	216
GTEX-QEG5	119	0	98
GTEX-1E1VI	41	0	32
GTEX-11ZVC	86	0	68
GTEX-QV44	106	0	87
GTEX-1R46S	185	0	169
GTEX-11UD2	92	0	87
GTEX-1M4P7	115	0	96
GTEX-18A67	102	0	93
GTEX-SJXC	78	0	70
GTEX-1A3MW	242	0	202
GTEX-13FH7	106	0	99
GTEX-1269C	76	0	63
GTEX-11ZU8	182	0	154
GTEX-18D9U	116	0	102
GTEX-1LVA9	67	0	62
GTEX-15D79	83	0	75
GTEX-1RAZA	227	0	210
GTEX-11ZTS	55	0	49
GTEX-T2IS	118	0	104
GTEX-145MO	139	0	127
GTEX-117YW	37	0	37
GTEX-16MT8	476	1	407
GTEX-1F6IF	65	0	51
GTEX-Q2AG	50	0	40
GTEX-YJ8O	61	0	52
GTEX-OOBK	121	0	98
GTEX-1QEPI	78	0	70
GTEX-ZC5H	137	0	127
GTEX-15CHQ	122	0	111
GTEX-17KNJ	121	0	98
GTEX-XPVG	188	0	154
GTEX-1JN6P	82	0	67
GTEX-1GN73	97	0	82
GTEX-OXRP	25	0	23
GTEX-1S82Y	196	0	161
GTEX-1QAET	109	0	97
GTEX-15CHC	109	0	88
GTEX-1314G	146	0	128
GTEX-1PDJ9	170	0	154
GTEX-13SLW	130	0	119
GTEX-16GPK	45	0	40
GTEX-132Q8	277	0	231
GTEX-13112	57	0	46
GTEX-WHSB	278	0	245
GTEX-1PBJJ	108	0	95
GTEX-1QP2A	118	0	105
GTEX-145MH	68	0	60
GTEX-13X6H	119	0	97
GTEX-1F52S	165	0	138
GTEX-12WSG	53	0	47
GTEX-144GM	140	0	117
GTEX-1LVAM	162	0	142
GTEX-X5EB	89	0	74
GTEX-O5YV	208	0	178
GTEX-15ER7	187	0	172
GTEX-13OW6	85	0	76
GTEX-1LG7Z	267	0	240
GTEX-1A8G6	128	0	120
GTEX-1128S	232	0	199
GTEX-QVJO	56	0	54
GTEX-15SB6	162	0	150
GTEX-144GL	46	0	38
GTEX-13RTJ	255	0	223
GTEX-OXRL	138	0	124
GTEX-11NSD	97	0	89
GTEX-14PJM	80	0	66
GTEX-139YR	148	0	133
GTEX-U8XE	85	0	70
GTEX-ZVZP	195	0	164
GTEX-11ONC	109	0	93
GTEX-VUSG	112	0	106
GTEX-13QIC	76	0	70
GTEX-11ZTT	105	0	93
GTEX-1GMR8	287	0	257
GTEX-1GN1U	71	0	67
GTEX-X4EO	141	0	114
GTEX-13111	85	0	74
GTEX-14PK6	74	0	63
GTEX-XMD2	63	0	55
GTEX-13QJ3	180	0	158
GTEX-14JG1	65	0	54
GTEX-ZA64	171	0	147
GTEX-1PIIG	58	0	48
GTEX-ZVE1	347	1	313
GTEX-17JCI	104	0	92
GTEX-11XUK	125	0	117
GTEX-12ZZX	78	0	63
GTEX-YECK	43	0	33
GTEX-1JMQK	255	0	216
GTEX-ZZPU	163	0	144
GTEX-13D11	290	0	259
GTEX-ZP4G	131	0	118
GTEX-15DZA	207	0	187
GTEX-ZGAY	184	0	166
GTEX-147GR	63	0	61
GTEX-11P81	113	0	93
GTEX-1F48J	417	0	375
GTEX-ZVT4	75	0	62
GTEX-12584	88	0	83
GTEX-1399S	211	0	174
GTEX-11O72	133	0	115
GTEX-WWTW	121	0	97
GTEX-1A8G7	93	0	75
GTEX-WFG7	45	0	40
GTEX-15RIE	69	0	59
GTEX-1GF9V	65	0	60
GTEX-1RAZQ	155	0	129
GTEX-WFG8	100	0	91
GTEX-12WSN	133	0	120
GTEX-PX3G	78	0	67
GTEX-13FHO	134	0	126
GTEX-1R7EV	123	0	99
GTEX-YFC4	88	0	82
GTEX-1JKYR	146	0	121
GTEX-14BIM	239	0	217
GTEX-PW2O	43	0	42
GTEX-XAJ8	94	0	86
GTEX-13NZB	115	0	107
GTEX-OXRN	170	0	145
GTEX-13OW7	50	0	41
