individual	chr1:150082883:150091937:cluster48315	chr1:150082883:150092302:cluster48315	chr1:150092095:150092302:cluster48315
GTEX-P4PP	21	16	14
GTEX-14ABY	28	0	44
GTEX-139TU	31	0	51
GTEX-ZYY3	32	0	48
GTEX-11P82	48	0	77
GTEX-147F3	19	0	29
GTEX-1QW4Y	55	0	89
GTEX-WHPG	46	0	73
GTEX-1CAMR	44	0	69
GTEX-1AX8Z	39	0	63
GTEX-1KXAM	56	0	85
GTEX-13OVJ	19	0	32
GTEX-139T4	49	0	81
GTEX-1K9T9	14	0	25
GTEX-13NZA	36	0	54
GTEX-1GN1V	35	0	53
GTEX-14BMV	18	0	32
GTEX-1B8KE	14	0	19
GTEX-1KANA	46	0	69
GTEX-1JN76	37	0	57
GTEX-X4XX	42	0	66
GTEX-Y5V5	68	0	107
GTEX-1S5VW	53	0	92
GTEX-14PQA	43	0	72
GTEX-S33H	38	0	65
GTEX-1CB4G	24	0	38
GTEX-SIU8	19	0	34
GTEX-P78B	40	0	59
GTEX-1122O	29	0	41
GTEX-ZAB5	28	0	43
GTEX-17MFQ	23	0	37
GTEX-T5JW	41	0	69
GTEX-TMZS	13	0	18
GTEX-11DXX	27	0	46
GTEX-1MJK3	31	0	48
GTEX-13PL6	23	0	41
GTEX-13FTX	43	0	64
GTEX-15UF6	32	0	52
GTEX-ZDXO	28	0	42
GTEX-1I6K7	35	0	59
GTEX-11EMC	31	0	44
GTEX-1399R	31	0	53
GTEX-PWN1	18	0	26
GTEX-1C6VQ	35	0	61
GTEX-1QP6S	39	0	56
GTEX-XQ8I	15	0	24
GTEX-13W3W	21	0	36
GTEX-1B933	24	0	37
GTEX-11VI4	38	0	65
GTEX-1GMR3	26	0	40
GTEX-1C6WA	39	0	57
GTEX-1JKYN	24	0	37
GTEX-18A7B	37	0	59
GTEX-183FY	35	0	54
GTEX-1KD5A	37	0	55
GTEX-UTHO	35	0	55
GTEX-ZDYS	18	0	29
GTEX-17EUY	43	0	66
GTEX-1L5NE	28	0	41
GTEX-X8HC	22	0	36
GTEX-11EM3	22	0	34
GTEX-131XG	18	0	25
GTEX-1PPH7	34	0	54
GTEX-Y8DK	35	0	52
GTEX-12C56	24	0	36
GTEX-W5WG	48	0	70
GTEX-1N2DW	48	0	69
GTEX-SN8G	64	0	95
GTEX-1C2JI	47	0	82
GTEX-1LH75	17	0	25
GTEX-ZF2S	41	0	69
GTEX-1399T	23	0	41
GTEX-14LZ3	37	0	53
GTEX-13O3Q	30	0	45
GTEX-13QBU	32	0	55
GTEX-XGQ4	18	0	31
GTEX-13U4I	57	0	96
GTEX-WYJK	64	0	104
GTEX-XOT4	31	0	48
GTEX-11GSO	27	0	39
GTEX-OXRK	29	0	43
GTEX-15RIG	45	0	71
GTEX-17HII	10	0	19
GTEX-11ZVC	24	0	42
GTEX-15G1A	47	0	80
GTEX-ZZ64	26	0	45
GTEX-17HGU	34	0	48
GTEX-1C6VR	30	0	50
GTEX-QV44	41	0	59
GTEX-1R46S	23	0	39
GTEX-ZV68	22	0	40
GTEX-1KWVE	25	0	37
GTEX-1CB4F	27	0	48
GTEX-Y111	25	0	35
GTEX-18A67	31	0	52
GTEX-1A3MW	28	0	41
GTEX-X261	45	0	65
GTEX-OIZH	34	0	48
GTEX-YEC3	52	0	83
GTEX-Y3I4	16	0	29
GTEX-1269C	27	0	41
GTEX-1AMFI	36	0	54
GTEX-11ZU8	33	0	57
GTEX-18D9U	60	0	103
GTEX-1RAZA	56	0	89
GTEX-13OVH	32	0	55
GTEX-U3ZN	110	0	179
GTEX-WYVS	54	0	90
GTEX-117YW	33	0	58
GTEX-16MT8	34	0	49
GTEX-1F6IF	45	0	72
GTEX-ZWKS	34	0	60
GTEX-1AX9J	22	0	33
GTEX-YJ8O	18	0	25
GTEX-11EI6	29	0	49
GTEX-QDT8	42	0	66
GTEX-1JN6P	27	0	42
GTEX-1AMEY	51	0	74
GTEX-1GN73	33	0	47
GTEX-183WM	26	0	45
GTEX-11LCK	25	0	35
GTEX-OXRP	8	0	15
GTEX-1RB15	39	0	56
GTEX-1314G	29	0	44
GTEX-PLZ6	20	0	34
GTEX-YB5K	19	0	32
GTEX-15CHR	33	0	54
GTEX-132Q8	14	0	24
GTEX-18A7A	29	0	43
GTEX-ZAK1	23	0	35
GTEX-R55G	20	0	30
GTEX-145MH	23	0	37
