individual	chr16:75235986:75236882:cluster7824	chr16:75235986:75242470:cluster7824	chr16:75237344:75242434:cluster7824	chr16:75237344:75242470:cluster7824
GTEX-14XAO	161	23	36	68
GTEX-139TU	152	18	0	161
GTEX-UPJH	76	8	0	73
GTEX-147F3	89	11	0	89
GTEX-YEC4	193	16	0	172
GTEX-YB5E	203	24	0	164
GTEX-ZYT6	91	12	0	75
GTEX-1KD4Q	168	15	0	148
GTEX-12WSM	55	7	0	55
GTEX-13X6I	108	11	0	116
GTEX-14PJO	77	11	0	65
GTEX-WHPG	194	18	0	172
GTEX-1AX8Z	119	11	0	105
GTEX-1KXAM	312	39	0	274
GTEX-11EQ9	176	17	0	170
GTEX-13W46	181	13	0	161
GTEX-16MTA	274	32	0	266
GTEX-ZQG8	178	12	0	157
GTEX-1F88E	105	14	0	89
GTEX-139T4	96	9	0	77
GTEX-1GN1V	65	4	0	52
GTEX-XBED	471	39	0	421
GTEX-14BMV	36	4	0	31
GTEX-XPT6	191	13	0	165
GTEX-146FR	207	22	0	200
GTEX-14JG6	154	20	0	136
GTEX-X4XX	270	20	0	249
GTEX-1RQEC	88	5	0	76
GTEX-14PQA	148	18	0	138
GTEX-S33H	144	9	0	127
GTEX-1122O	131	11	0	127
GTEX-15SHU	88	9	0	78
GTEX-11TTK	122	8	0	97
GTEX-TMZS	39	3	0	32
GTEX-14753	102	9	0	84
GTEX-14DAR	194	19	0	174
GTEX-11EMC	102	10	0	80
GTEX-1PPGY	114	10	0	98
GTEX-13RTK	179	18	0	178
GTEX-ZXG5	166	13	0	135
GTEX-1F75B	272	21	0	230
GTEX-14PJN	109	13	0	102
GTEX-147F4	51	4	0	42
GTEX-1AX9K	182	12	0	174
GTEX-XQ3S	65	7	0	50
GTEX-XBEW	217	16	0	201
GTEX-13X6J	101	6	0	92
GTEX-1S83E	276	31	0	218
GTEX-18A6Q	78	6	0	72
GTEX-1MCYP	324	28	0	310
GTEX-1F5PL	181	20	0	153
GTEX-WK11	110	9	0	98
GTEX-1GPI7	233	19	0	228
GTEX-1GN1W	186	16	0	164
GTEX-Y8DK	133	10	0	118
GTEX-12C56	155	12	0	127
GTEX-1211K	161	18	0	150
GTEX-TSE9	103	11	0	93
GTEX-W5WG	193	12	0	178
GTEX-TMMY	499	55	0	524
GTEX-13O3O	108	9	0	95
GTEX-18D9A	362	44	0	293
GTEX-1LH75	138	16	0	113
GTEX-ZF2S	185	14	0	169
GTEX-ZV6S	348	38	0	345
GTEX-1B97J	209	28	0	187
GTEX-131XF	113	13	0	113
GTEX-1F75A	97	14	0	91
GTEX-139UW	264	29	0	255
GTEX-1B97I	168	16	0	176
GTEX-1A3MX	252	28	0	236
GTEX-1FIGZ	190	15	0	187
GTEX-15RIG	215	23	0	200
GTEX-1E1VI	48	4	0	52
GTEX-11ZVC	75	7	0	62
GTEX-1339X	358	33	0	314
GTEX-13RTL	78	9	0	76
GTEX-PWCY	162	16	0	135
GTEX-Y111	84	5	0	79
GTEX-14BIL	144	9	0	130
GTEX-1A3MW	147	11	0	141
GTEX-X261	364	26	0	350
GTEX-YEC3	195	19	0	188
GTEX-1AMFI	293	28	0	299
GTEX-11ZU8	116	9	0	118
GTEX-1R9PM	161	18	0	143
GTEX-1192X	143	10	0	138
GTEX-1LSNM	242	24	0	204
GTEX-15D79	86	6	0	73
GTEX-1EU9M	113	15	0	101
GTEX-U3ZN	317	27	0	281
GTEX-11ZTS	42	3	0	40
GTEX-16BQI	195	22	0	163
GTEX-16MT8	167	13	0	133
GTEX-1F6IF	77	10	0	76
GTEX-ZWKS	145	16	0	130
GTEX-1AX9J	185	23	0	148
