individual	chr3:138171713:138173502:cluster40809	chr3:138171713:138174599:cluster40809	chr3:138173626:138174599:cluster40809
GTEX-T8EM	12	25	12
GTEX-13OVL	8	0	6
GTEX-139TU	10	0	8
GTEX-147F3	8	0	7
GTEX-ZYT6	5	0	4
GTEX-Y8E4	28	0	27
GTEX-1KD4Q	8	0	6
GTEX-12WSM	7	0	5
GTEX-15EO6	9	0	8
GTEX-1QMI2	10	0	9
GTEX-1CAMR	9	0	8
GTEX-1KXAM	25	0	20
GTEX-11EQ9	8	0	8
GTEX-13W46	7	0	7
GTEX-13OW5	1	0	1
GTEX-U3ZG	8	0	8
GTEX-1GN1V	4	0	4
GTEX-1C475	16	0	13
GTEX-XBED	20	0	17
GTEX-XPT6	22	0	19
GTEX-U4B1	9	0	8
GTEX-1JN76	23	0	20
GTEX-1RQEC	16	0	15
GTEX-ZPIC	9	0	7
GTEX-1122O	8	0	6
GTEX-15SHU	12	0	9
GTEX-T5JW	14	0	11
GTEX-1LC47	21	0	18
GTEX-11DXX	22	0	19
GTEX-13PL6	9	0	7
GTEX-13FTX	10	0	8
GTEX-15UF6	9	0	7
GTEX-131XW	5	0	4
GTEX-ZXG5	14	0	12
GTEX-1A32A	3	0	3
GTEX-14PJ4	11	0	9
GTEX-1F75B	9	0	7
GTEX-12696	10	0	10
GTEX-XQ8I	9	0	7
GTEX-WZTO	22	0	20
GTEX-1GMR3	2	0	2
GTEX-1LSNL	3	0	2
GTEX-ZDYS	12	0	10
GTEX-X8HC	3	0	3
GTEX-169BO	13	0	10
GTEX-131XG	11	0	9
GTEX-1F5PL	12	0	11
GTEX-WK11	13	0	13
GTEX-1S82P	15	0	11
GTEX-Y8DK	15	0	14
GTEX-OHPL	13	0	13
GTEX-ZYFG	10	0	8
GTEX-13O3O	8	0	8
GTEX-QEL4	7	0	5
GTEX-T5JC	12	0	9
GTEX-ZV6S	13	0	12
GTEX-WEY5	25	0	25
GTEX-11ZUS	11	0	8
GTEX-13QBU	18	0	17
GTEX-XGQ4	2	0	2
GTEX-1B97I	16	0	12
GTEX-1A3MX	11	0	9
GTEX-1IDFM	16	0	13
GTEX-11GSO	4	0	3
GTEX-WRHK	14	0	11
GTEX-11ZVC	8	0	8
GTEX-15G1A	22	0	18
GTEX-ZZ64	15	0	12
GTEX-17HGU	13	0	10
GTEX-1C6VR	5	0	4
GTEX-1R46S	7	0	6
GTEX-ZV68	6	0	6
GTEX-1GMRU	7	0	6
GTEX-O5YT	3	0	3
GTEX-18D9U	26	0	24
GTEX-1LSNM	12	0	12
GTEX-13OVH	7	0	7
GTEX-1EU9M	12	0	11
GTEX-WYVS	14	0	13
GTEX-1F6IF	7	0	6
GTEX-Q2AG	5	0	4
GTEX-1F7RK	10	0	8
GTEX-1R9K4	6	0	5
GTEX-ZC5H	7	0	6
GTEX-1EWIQ	16	0	15
GTEX-Y5LM	16	0	12
GTEX-11EI6	6	0	5
GTEX-1A8FM	12	0	9
GTEX-1GN73	12	0	9
GTEX-RTLS	5	0	5
GTEX-14E6D	11	0	8
GTEX-1RB15	15	0	12
GTEX-16GPK	8	0	7
GTEX-15CHR	14	0	13
GTEX-132Q8	3	0	2
GTEX-WOFL	10	0	9
GTEX-ZAK1	7	0	5
GTEX-1GZ4I	8	0	6
GTEX-R55G	11	0	8
GTEX-1E2YA	9	0	8
GTEX-12WSG	3	0	3
GTEX-14PJ5	23	0	18
GTEX-1R9PO	13	0	10
GTEX-16XZZ	15	0	13
GTEX-O5YV	3	0	2
GTEX-ZPCL	6	0	6
GTEX-WOFM	34	0	29
GTEX-1R7EU	4	0	3
GTEX-14PN4	4	0	4
GTEX-SNMC	25	0	19
GTEX-14PJ2	9	0	8
GTEX-1QP66	14	0	11
GTEX-147JS	9	0	9
GTEX-15SB6	12	0	9
GTEX-13RTJ	7	0	5
GTEX-R55C	1	0	1
GTEX-1MCQQ	4	0	4
GTEX-1B8KZ	8	0	6
GTEX-U8XE	2	0	2
GTEX-1BAJH	8	0	6
GTEX-ZVZP	12	0	11
GTEX-11ZTT	17	0	16
GTEX-1GPI6	3	0	3
GTEX-1O9I2	4	0	3
GTEX-ZYFD	7	0	7
GTEX-ZA64	7	0	6
GTEX-1JJ6O	7	0	6
GTEX-Y8LW	12	0	10
GTEX-12WSA	10	0	9
GTEX-12584	6	0	5
GTEX-1R9JW	16	0	14
GTEX-13X6K	8	0	8
GTEX-1EX96	3	0	3
GTEX-14DAQ	10	0	10
GTEX-1GF9V	11	0	8
GTEX-1RAZQ	12	0	11
GTEX-PX3G	9	0	7
GTEX-14BIM	8	0	7
GTEX-Y5V6	9	0	7
GTEX-1GTWX	10	0	9
GTEX-PW2O	4	0	4
GTEX-15UKP	43	0	34
GTEX-17F97	15	0	11
GTEX-ZVE2	8	0	7
GTEX-17HHY	10	0	8
