individual	chr1:246864116:246867244:cluster24618	chr1:246864116:246867661:cluster24618	chr1:246867351:246867661:cluster24618
GTEX-ZYY3	4	17	6
GTEX-1IDJC	18	0	27
GTEX-UPJH	2	0	2
GTEX-QEG4	6	0	7
GTEX-14JIY	8	0	10
GTEX-147F3	5	0	8
GTEX-SUCS	17	0	28
GTEX-ZYT6	6	0	11
GTEX-1QW4Y	14	0	25
GTEX-1KD4Q	8	0	11
GTEX-12WSM	2	0	2
GTEX-14PJO	5	0	7
GTEX-1CAMR	18	0	26
GTEX-13OVJ	4	0	7
GTEX-139T4	10	0	19
GTEX-1K9T9	3	0	7
GTEX-1C475	13	0	18
GTEX-ZF28	9	0	16
GTEX-XPT6	14	0	18
GTEX-146FR	22	1	32
GTEX-1B8KE	15	0	20
GTEX-14JG6	8	0	11
GTEX-1KANA	13	0	21
GTEX-1JN76	11	0	19
GTEX-X4XX	32	1	43
GTEX-ZPIC	11	0	15
GTEX-13S7M	3	0	4
GTEX-1LB8K	8	0	16
GTEX-15SHU	4	0	7
GTEX-11TTK	8	0	15
GTEX-14753	7	0	10
GTEX-139T6	10	0	13
GTEX-13FTX	14	0	24
GTEX-14DAR	14	0	22
GTEX-15UF6	2	0	5
GTEX-131XW	7	0	10
GTEX-11EMC	8	0	15
GTEX-113JC	5	0	6
GTEX-13RTK	7	0	14
GTEX-1OFPY	9	0	12
GTEX-1F75B	12	0	18
GTEX-1QP6S	11	0	22
GTEX-147F4	5	0	11
GTEX-1B933	11	0	15
GTEX-XUW1	8	0	15
GTEX-WZTO	16	0	28
GTEX-1GZ2Q	6	0	7
GTEX-1313W	9	0	15
GTEX-12ZZY	5	0	8
GTEX-1JKYN	4	0	8
GTEX-XBEW	9	0	15
GTEX-183FY	11	0	20
GTEX-111FC	3	0	6
GTEX-13X6J	10	0	14
GTEX-1LNCM	5	0	8
GTEX-1LSNL	4	0	6
GTEX-ZDYS	6	0	10
GTEX-1NUQO	10	0	15
GTEX-ZUA1	6	0	9
GTEX-1GF9W	12	0	18
GTEX-18A6Q	10	0	15
GTEX-13FTZ	3	0	4
GTEX-17EUY	15	0	22
GTEX-169BO	8	0	15
GTEX-11EM3	7	0	15
GTEX-13FTY	5	0	7
GTEX-16NPX	14	0	24
GTEX-1212Z	9	0	16
GTEX-1GPI7	11	0	20
GTEX-1GN1W	13	0	20
GTEX-1S82P	10	0	16
GTEX-1QPFJ	10	0	15
GTEX-12C56	8	0	11
GTEX-TSE9	10	0	15
GTEX-ZYFG	7	0	11
GTEX-W5WG	17	0	23
GTEX-TMMY	42	0	67
GTEX-13O3O	9	0	17
GTEX-18D9A	14	0	25
GTEX-T5JC	8	0	16
GTEX-WEY5	7	0	12
