individual	chr19:49862281:49862371:cluster11159	chr19:49862281:49862538:cluster11159	chr19:49862463:49862538:cluster11159
GTEX-1AMEY	28	21	28
GTEX-ZYY3	72	0	67
GTEX-UPJH	26	0	24
GTEX-11P82	62	0	51
GTEX-R55E	26	0	22
GTEX-147F3	32	0	28
GTEX-1QW4Y	60	0	49
GTEX-15EO6	46	0	39
GTEX-1KXAM	59	0	54
GTEX-11EQ9	40	0	33
GTEX-139T4	133	0	115
GTEX-1K9T9	25	0	21
GTEX-13NZA	45	0	36
GTEX-XBED	25	0	23
GTEX-14BMV	27	0	22
GTEX-ZVT2	42	0	38
GTEX-14JG6	28	0	27
GTEX-1KANA	43	0	35
GTEX-1JN76	21	0	19
GTEX-1RQEC	50	0	47
GTEX-1S5VW	43	0	36
GTEX-1C64N	80	0	68
GTEX-14PQA	47	0	41
GTEX-S33H	60	0	52
GTEX-ZPIC	27	0	26
GTEX-1CB4G	30	0	29
GTEX-13S7M	43	0	41
GTEX-TMZS	28	0	23
GTEX-14753	32	0	28
GTEX-13PL6	30	0	25
GTEX-14DAR	41	0	36
GTEX-11EMC	42	0	34
GTEX-15UF7	87	0	75
GTEX-113JC	25	0	22
GTEX-P4PP	98	0	91
GTEX-13CF2	29	0	25
GTEX-ZXG5	40	0	32
GTEX-1CB4H	61	0	52
GTEX-14PJ4	31	0	25
GTEX-1OFPY	44	0	35
GTEX-1QP6S	34	0	27
GTEX-11NUK	19	0	18
GTEX-14PJN	28	0	23
GTEX-12696	22	0	18
GTEX-QV31	18	0	14
GTEX-1AX9K	37	0	33
GTEX-WZTO	36	0	31
GTEX-1GZ2Q	31	0	28
GTEX-OIZI	28	0	24
GTEX-XBEW	52	0	47
GTEX-1LNCM	31	0	25
GTEX-1LSNL	26	0	24
GTEX-1S83E	45	0	39
GTEX-1NUQO	50	0	44
GTEX-OHPN	128	0	119
GTEX-18A6Q	46	0	41
GTEX-13FTZ	31	0	25
GTEX-1L5NE	28	0	25
GTEX-X8HC	43	0	36
GTEX-1MCYP	51	0	46
GTEX-13FTY	41	0	36
GTEX-WK11	57	0	49
GTEX-1GN1W	40	0	32
GTEX-1RAZR	71	0	63
GTEX-Y8DK	40	0	37
GTEX-1211K	31	0	26
GTEX-ZYFG	39	0	31
GTEX-1ICG6	76	0	69
GTEX-TMMY	74	0	69
GTEX-PLZ5	42	0	37
GTEX-1LH75	38	0	34
GTEX-T5JC	68	0	58
GTEX-ZV6S	39	0	36
GTEX-1399T	56	0	45
GTEX-1B97J	52	0	42
GTEX-P44G	21	0	20
GTEX-XGQ4	39	0	34
GTEX-13U4I	55	0	48
GTEX-RNOR	28	0	23
GTEX-WYJK	86	0	71
GTEX-XOT4	37	0	30
GTEX-1FIGZ	31	0	28
GTEX-OXRK	46	0	39
GTEX-15RIG	44	0	41
GTEX-1E1VI	34	0	28
GTEX-1C6VR	44	0	40
GTEX-1JMQI	69	0	56
GTEX-1R46S	52	0	44
GTEX-1CB4F	35	0	33
GTEX-17EVQ	90	0	82
GTEX-Y111	34	0	27
GTEX-1GMRU	33	0	28
GTEX-13FH7	29	0	28
GTEX-OIZH	44	0	38
GTEX-YEC3	44	0	36
GTEX-18D9U	63	0	52
GTEX-1192X	40	0	36
GTEX-1MUQO	55	0	46
GTEX-16BQI	45	0	42
GTEX-13N1W	43	0	41
GTEX-111VG	43	0	36
GTEX-1F6IF	49	0	42
GTEX-Q2AG	17	0	15
GTEX-1R9K4	62	0	53
GTEX-YJ8O	17	0	14
GTEX-OOBK	9	0	9
GTEX-1LVAO	69	0	64
GTEX-Y9LG	50	0	42
GTEX-11EI6	45	0	37
GTEX-17KNJ	60	0	54
GTEX-QDT8	73	0	63
GTEX-1M5QR	47	0	43
GTEX-V955	57	0	50
GTEX-1GN73	36	0	31
GTEX-RTLS	58	0	52
GTEX-18A66	42	0	35
GTEX-1QCLZ	41	0	37
GTEX-1399U	27	0	23
GTEX-QVUS	50	0	45
GTEX-132Q8	54	0	47
GTEX-11TT1	16	0	15
GTEX-WOFL	157	0	130
GTEX-1GZ4I	73	0	61
GTEX-1PBJJ	61	0	55
GTEX-13OW8	45	0	42
GTEX-OIZG	62	0	57
GTEX-12WSG	41	0	34
GTEX-1A3MV	56	0	51
GTEX-1IDJE	50	0	46
GTEX-133LE	30	0	29
GTEX-1R9PO	63	0	56
GTEX-X5EB	14	0	14
GTEX-ZAB4	43	0	35
GTEX-14PII	34	0	28
GTEX-T8EM	64	0	58
GTEX-13OW6	24	0	20
GTEX-17HHE	30	0	25
GTEX-ZPCL	13	0	13
GTEX-U3ZM	43	0	36
GTEX-15SHV	38	0	30
GTEX-18465	27	0	22
GTEX-1128S	50	0	46
GTEX-1QP66	90	0	82
GTEX-1JN1M	72	0	59
GTEX-144GL	39	0	34
GTEX-13RTJ	72	0	64
GTEX-14PJ6	65	0	54
GTEX-1MCQQ	40	0	37
GTEX-15SKB	42	0	34
GTEX-1BAJH	30	0	29
GTEX-WY7C	71	0	64
GTEX-14LLW	47	0	39
GTEX-VUSG	33	0	28
GTEX-11ZTT	34	0	29
GTEX-11I78	21	0	18
GTEX-1GPI6	45	0	37
GTEX-Z93S	37	0	35
GTEX-13111	24	0	20
GTEX-139TS	41	0	38
GTEX-1B8L1	23	0	20
GTEX-13QJ3	73	0	65
GTEX-11XUK	22	0	19
GTEX-1JJ6O	60	0	56
GTEX-12ZZX	18	0	16
GTEX-1F88F	42	0	38
GTEX-14XAO	110	0	96
GTEX-1JMQK	49	0	46
GTEX-ZGAY	49	0	43
GTEX-14C39	44	0	39
GTEX-147GR	28	0	23
GTEX-ZVT4	28	0	23
GTEX-12WSF	67	0	55
GTEX-15DCD	57	0	54
GTEX-QESD	14	0	12
GTEX-P4QT	43	0	39
GTEX-13X6K	63	0	51
GTEX-RM2N	28	0	23
GTEX-14DAQ	37	0	32
GTEX-ZEX8	103	0	95
GTEX-WL46	57	0	53
GTEX-15RIE	35	0	31
GTEX-1GF9V	17	0	13
GTEX-12WSN	41	0	37
GTEX-146FH	22	0	21
GTEX-Q2AI	8	0	8
GTEX-1477Z	74	0	66
GTEX-1GTWX	41	0	34
GTEX-111CU	40	0	36
GTEX-15UKP	61	0	49
GTEX-1CB4J	36	0	34
GTEX-13O3P	33	0	30
