individual	chr6:2953186:2954592:cluster14827	chr6:2953186:2955524:cluster14827	chr6:2954709:2955524:cluster14827
GTEX-139T4	294	22	202
GTEX-1IDJD	818	0	712
GTEX-132NY	344	0	281
GTEX-14ABY	336	0	298
GTEX-139TU	408	0	351
GTEX-UPJH	287	0	257
GTEX-147F3	808	1	716
GTEX-YEC4	649	0	553
GTEX-Y8E4	548	0	481
GTEX-1KD4Q	396	0	337
GTEX-15EO6	634	0	521
GTEX-13X6I	296	0	256
GTEX-1CAMR	694	0	601
GTEX-1AX8Z	475	0	418
GTEX-1KXAM	1012	0	836
GTEX-11EQ9	477	0	390
GTEX-13NZA	462	0	394
GTEX-XBED	673	1	567
GTEX-14BMV	422	0	353
GTEX-XPT6	704	1	597
GTEX-146FR	822	0	713
GTEX-Y5V5	537	0	439
GTEX-ZPIC	635	1	525
GTEX-11TTK	357	0	308
GTEX-11DXX	1090	0	938
GTEX-12ZZZ	255	0	228
GTEX-14DAR	2223	0	1919
GTEX-15UF6	405	0	342
GTEX-ZXG5	339	0	286
GTEX-PWN1	321	0	283
GTEX-1A32A	251	0	221
GTEX-1OFPY	433	0	363
GTEX-1F75B	641	0	527
GTEX-1QP6S	356	0	318
GTEX-11NUK	250	0	206
GTEX-131YS	285	0	251
GTEX-13W3W	1535	1	1365
GTEX-11VI4	649	1	557
GTEX-1GZ2Q	346	0	297
GTEX-12ZZY	236	0	213
GTEX-1GMR3	424	0	345
GTEX-18A7B	565	0	493
GTEX-1KD5A	711	1	616
GTEX-1LSNL	312	0	268
GTEX-1S83E	1042	1	896
GTEX-ZDYS	435	0	366
GTEX-ZLV1	801	1	677
GTEX-1LGOU	970	1	851
GTEX-1L5NE	1016	1	834
GTEX-X8HC	573	1	490
GTEX-169BO	609	0	499
GTEX-1JMQJ	389	0	326
GTEX-13FTY	303	0	259
GTEX-16NPX	383	0	331
GTEX-1PPH7	997	1	812
GTEX-1212Z	461	0	382
GTEX-1RAZR	728	0	634
GTEX-1S82P	523	1	446
GTEX-Y8DK	424	0	365
GTEX-1QPFJ	553	0	455
GTEX-12C56	450	0	370
GTEX-TSE9	388	0	340
GTEX-1ICG6	832	1	723
GTEX-1N2DW	355	0	290
GTEX-1K2DA	2110	2	1729
GTEX-18D9A	769	0	647
GTEX-ZV6S	631	0	544
GTEX-14BMU	1099	0	948
GTEX-11ZUS	341	0	297
GTEX-P44G	199	0	165
GTEX-13N2G	844	0	697
GTEX-1B97I	670	0	551
GTEX-OXRK	393	0	348
GTEX-15RIG	620	0	544
GTEX-11ZVC	308	0	250
GTEX-1339X	1191	1	986
GTEX-ZZ64	674	0	569
GTEX-11OF3	452	0	384
GTEX-1R46S	389	0	333
GTEX-PWCY	684	0	589
GTEX-Y111	275	0	234
GTEX-14BIL	497	1	424
GTEX-18A67	542	0	466
GTEX-SJXC	540	0	455
GTEX-13FH7	1045	0	871
GTEX-Y3I4	433	0	355
GTEX-1269C	325	0	264
GTEX-S32W	1287	2	1117
GTEX-18D9U	1192	1	1000
GTEX-11ZTS	198	0	162
GTEX-T2IS	567	0	477
GTEX-145MO	692	0	605
GTEX-117YW	367	0	313
GTEX-1F6IF	566	1	465
GTEX-1R9K4	446	0	391
GTEX-Y9LG	679	0	574
GTEX-QDT8	499	0	412
GTEX-15RIF	1957	0	1642
GTEX-1M5QR	1116	1	921
GTEX-XPVG	724	1	641
GTEX-ZT9X	324	0	290
GTEX-1AMEY	1645	1	1336
GTEX-183WM	403	0	339
GTEX-RTLS	261	0	232
GTEX-14E6D	382	0	320
GTEX-XBEC	327	0	270
GTEX-1RB15	772	0	635
GTEX-1399U	1051	1	867
GTEX-YB5K	1083	0	948
GTEX-1PDJ9	1365	1	1112
GTEX-1PIEJ	1138	1	936
GTEX-13112	306	0	247
GTEX-WHSB	879	1	754
GTEX-ZAK1	314	0	264
GTEX-13OW8	253	0	204
GTEX-145MH	303	0	254
GTEX-16XZY	371	0	302
GTEX-OIZG	362	0	305
GTEX-1F52S	399	0	331
GTEX-11GSP	250	0	222
GTEX-1F5PK	939	0	806
GTEX-1IDJE	565	0	479
GTEX-144GM	580	0	479
GTEX-ZAB4	475	0	412
GTEX-15ER7	1096	0	942
GTEX-13OW6	308	0	248
GTEX-17HHE	234	0	210
GTEX-ZPCL	518	0	455
GTEX-WOFM	1107	0	965
GTEX-1R7EU	776	1	657
GTEX-1A8G6	404	0	331
GTEX-13VXU	431	0	382
GTEX-T6MN	144	0	117
GTEX-14PJ2	302	0	264
GTEX-1128S	691	0	592
GTEX-RN64	294	0	238
GTEX-1QP66	800	1	695
GTEX-1GZHY	384	0	316
GTEX-1MCQQ	332	0	270
GTEX-1CB4E	472	0	407
GTEX-11NSD	418	0	352
GTEX-1B8KZ	441	0	390
GTEX-139YR	396	0	326
GTEX-1MA7W	698	0	614
GTEX-U8XE	652	0	575
GTEX-1BAJH	257	0	219
GTEX-ZVZP	702	0	614
GTEX-11ONC	300	0	251
GTEX-WY7C	961	1	817
GTEX-13QIC	202	0	162
GTEX-11ZTT	752	1	649
GTEX-12WSL	344	0	284
GTEX-11I78	883	1	741
GTEX-1GMR8	509	0	443
GTEX-111YS	703	0	610
GTEX-14H4A	751	0	621
GTEX-14PK6	318	0	281
GTEX-1O9I2	813	0	669
GTEX-1B8L1	268	0	223
GTEX-Y8LW	656	0	565
GTEX-13OVG	409	0	354
GTEX-1LG7Y	819	0	683
GTEX-12WSA	291	0	252
GTEX-14XAO	662	1	550
GTEX-14E6E	666	0	560
GTEX-13D11	485	0	414
GTEX-ZP4G	723	1	604
GTEX-1B8SF	375	0	322
GTEX-17EVP	370	0	308
GTEX-ZVT4	439	0	378
GTEX-12WSF	562	0	497
GTEX-12584	347	0	302
GTEX-1R9JW	791	1	639
GTEX-15DCD	494	0	437
GTEX-QESD	208	0	174
GTEX-1A8G7	333	0	293
GTEX-QDVJ	426	0	347
GTEX-14DAQ	500	0	411
GTEX-WL46	511	0	426
GTEX-YFC4	302	0	267
GTEX-1477Z	251	0	217
GTEX-17F98	493	0	413
GTEX-1GTWX	570	1	504
GTEX-13NZB	530	0	436
GTEX-11GS4	259	0	233
GTEX-S95S	995	1	841
GTEX-1QP28	831	1	735
GTEX-XV7Q	351	0	298
GTEX-13OW7	405	0	330
