individual	chr1:27362753:27362839:cluster68724	chr1:27362753:27362851:cluster68724	chr1:27363021:27363442:cluster68724	chr1:27363021:27363917:cluster68724	chr1:27363548:27363917:cluster68724
GTEX-1QCLZ	4	42	41	22	34
GTEX-ZYY3	1	41	24	0	36
GTEX-11P82	1	46	28	0	42
GTEX-QEG4	0	9	6	0	8
GTEX-14JIY	0	20	12	0	20
GTEX-R55E	0	11	6	0	9
GTEX-147F3	1	45	24	0	36
GTEX-YB5E	0	55	33	0	60
GTEX-12WSM	2	40	22	0	39
GTEX-11EQ9	1	22	13	0	20
GTEX-13OVJ	0	32	15	0	33
GTEX-ZQG8	1	55	31	0	51
GTEX-1K9T9	0	19	9	0	15
GTEX-13NZA	0	21	9	0	22
GTEX-1C475	4	76	46	0	73
GTEX-XPT6	2	49	38	0	51
GTEX-1B8KE	0	17	11	0	17
GTEX-1KANA	0	62	36	0	62
GTEX-R55D	2	76	38	0	56
GTEX-X4XX	1	35	25	0	44
GTEX-1C64N	0	8	6	0	11
GTEX-1CB4G	0	8	7	0	10
GTEX-1122O	1	57	26	0	45
GTEX-1LC47	1	127	65	0	112
GTEX-1MJK3	1	22	14	0	22
GTEX-13PL6	0	12	9	0	14
GTEX-12ZZZ	0	19	8	0	16
GTEX-RWS6	1	45	27	0	34
GTEX-ZDXO	0	22	11	0	15
GTEX-1I6K7	0	45	26	0	39
GTEX-131XW	1	31	15	0	36
GTEX-P4PP	2	46	28	0	47
GTEX-1PPGY	0	16	13	0	19
GTEX-13CF2	0	10	4	0	10
GTEX-13RTK	1	25	10	0	22
GTEX-1CB4H	0	47	24	0	43
GTEX-1C6VQ	3	73	45	0	65
GTEX-1F75B	0	49	27	0	45
GTEX-131YS	0	8	4	0	9
GTEX-12696	1	58	25	0	55
GTEX-13W3W	1	40	18	0	40
GTEX-1AX9K	2	71	33	0	62
GTEX-1B933	0	12	10	0	14
GTEX-11VI4	1	43	22	0	49
GTEX-XUW1	0	43	22	0	44
GTEX-12ZZY	0	13	5	0	11
GTEX-18A7B	3	58	37	0	65
GTEX-R53T	0	6	4	0	7
