individual	chr9:110244219:110244778:cluster25228	chr9:110244219:110250820:cluster25228	chr9:110244843:110250820:cluster25228
GTEX-1GN73	221	27	247
GTEX-14ABY	184	0	209
GTEX-13OVL	149	0	180
GTEX-14JIY	170	0	190
GTEX-YB5E	217	0	244
GTEX-ZYT6	125	0	139
GTEX-Y8E4	655	0	749
GTEX-15EO6	285	0	323
GTEX-1QMI2	173	0	211
GTEX-14PJO	116	0	140
GTEX-14A6H	468	0	567
GTEX-13PL7	197	0	239
GTEX-13OVJ	202	0	229
GTEX-13OW5	118	0	139
GTEX-1F88E	337	0	382
GTEX-14C38	432	0	496
GTEX-1C475	182	0	217
GTEX-ZF28	494	0	559
GTEX-XPT6	328	0	392
GTEX-ZVT2	150	0	173
GTEX-1RQEC	218	0	249
GTEX-14PQA	271	0	305
GTEX-13S7M	129	0	144
GTEX-1LB8K	155	0	187
GTEX-17MFQ	123	0	150
GTEX-1LC47	595	0	696
GTEX-12ZZZ	154	0	188
GTEX-13FTX	492	0	586
GTEX-14DAR	208	0	246
GTEX-15UF6	215	0	240
GTEX-RWS6	116	0	140
GTEX-1I6K7	187	0	208
GTEX-131XW	176	0	206
GTEX-15UF7	509	0	612
GTEX-1PPGY	192	0	220
GTEX-13RTK	284	0	344
GTEX-ZXG5	234	0	264
GTEX-PWN1	57	0	68
GTEX-1C6VQ	256	0	310
GTEX-1OFPY	177	0	214
GTEX-1QP6S	191	0	233
GTEX-QV31	93	0	106
GTEX-WZTO	197	0	231
GTEX-1GMR3	145	0	178
GTEX-1C6WA	216	0	242
GTEX-183FY	179	0	215
GTEX-13X6J	224	0	266
GTEX-1KD5A	200	0	228
GTEX-1LSNL	123	0	151
GTEX-UTHO	144	0	161
GTEX-ZDYS	124	0	140
GTEX-ZLV1	290	0	342
GTEX-ZUA1	121	0	136
GTEX-1GF9W	160	0	194
GTEX-17EUY	238	0	277
GTEX-1LGOU	175	0	203
GTEX-1L5NE	368	0	431
GTEX-169BO	193	0	216
GTEX-13FTY	180	0	220
GTEX-15ETS	306	0	349
GTEX-Y8DK	212	0	254
GTEX-OHPL	357	0	414
GTEX-1211K	141	0	159
GTEX-ZYFG	124	0	151
GTEX-PLZ5	163	0	194
GTEX-13O3O	171	0	195
GTEX-18D9A	247	0	285
GTEX-1LH75	93	0	104
GTEX-U8T8	473	0	533
GTEX-ZV6S	230	0	258
GTEX-14BMU	126	0	141
GTEX-P44G	107	0	127
GTEX-146FQ	637	0	758
GTEX-13QBU	226	0	266
GTEX-XGQ4	144	0	164
GTEX-13U4I	173	0	204
GTEX-13G51	108	0	127
GTEX-XOT4	148	0	180
GTEX-1IDFM	410	0	485
GTEX-17GQL	452	0	519
GTEX-11GSO	149	0	171
GTEX-1FIGZ	152	0	172
GTEX-QEG5	237	0	287
GTEX-1E1VI	115	0	128
GTEX-ZV68	174	0	194
GTEX-1KWVE	151	0	178
GTEX-1M4P7	316	0	363
GTEX-17EVQ	522	0	590
GTEX-13FH7	196	0	238
GTEX-YEC3	286	0	324
GTEX-1269C	139	0	160
GTEX-1LVA9	205	0	247
GTEX-1192X	86	0	98
GTEX-1RAZA	198	0	224
GTEX-13OVH	223	0	265
GTEX-16MT8	112	0	130
GTEX-111VG	164	0	195
GTEX-ZWKS	250	0	282
GTEX-Q2AG	34	0	42
GTEX-1QEPI	363	0	436
GTEX-1LVAO	462	0	538
GTEX-1EWIQ	262	0	306
GTEX-11EI6	159	0	185
GTEX-ZT9X	391	0	458
GTEX-1AMEY	293	0	342
GTEX-15CHC	119	0	140
GTEX-13O21	165	0	198
GTEX-1QCLZ	226	0	271
GTEX-1314G	91	0	110
GTEX-QDVN	141	0	164
GTEX-1PDJ9	214	0	244
GTEX-132Q8	93	0	106
GTEX-1PBJJ	242	0	291
GTEX-1QP2A	191	0	225
GTEX-R55G	132	0	158
GTEX-13X6H	391	0	459
GTEX-1F52S	123	0	143
GTEX-12WSG	242	0	270
GTEX-144GM	313	0	372
GTEX-14PJ5	199	0	232
GTEX-1R9PO	345	0	409
GTEX-X5EB	100	0	121
GTEX-ZAB4	173	0	200
GTEX-1R7EU	341	0	404
GTEX-1C4CL	488	0	584
GTEX-SNMC	206	0	230
GTEX-T6MN	41	0	51
GTEX-13PLJ	134	0	157
GTEX-18465	217	0	249
GTEX-1JN1M	418	0	495
GTEX-147JS	142	0	158
GTEX-15SB6	123	0	146
GTEX-13RTJ	175	0	204
GTEX-1B8KZ	212	0	245
GTEX-1EH9U	145	0	177
GTEX-1MA7W	859	0	975
GTEX-WY7C	156	0	179
GTEX-13QIC	112	0	134
GTEX-11ZTT	154	0	184
GTEX-12WSL	368	0	429
GTEX-Z93S	123	0	136
GTEX-X4EO	231	0	260
GTEX-111YS	213	0	252
GTEX-139TS	233	0	266
GTEX-144FL	312	0	374
GTEX-13QJ3	167	0	197
GTEX-ZYFD	124	0	142
GTEX-Y8LW	312	0	367
GTEX-13OVG	913	0	1032
GTEX-1F88F	229	0	262
GTEX-OIZF	174	0	206
GTEX-14XAO	736	0	882
GTEX-ZZPU	176	0	203
GTEX-13D11	230	0	265
GTEX-ZGAY	353	0	407
GTEX-147GR	129	0	143
GTEX-13CF3	462	0	543
GTEX-ZVT4	175	0	199
GTEX-12584	159	0	186
GTEX-QESD	82	0	90
GTEX-11O72	358	0	408
GTEX-13X6K	451	0	530
GTEX-1EX96	104	0	118
GTEX-14DAQ	153	0	170
GTEX-ZEX8	612	0	734
GTEX-RUSQ	54	0	65
GTEX-Q2AI	93	0	106
GTEX-Y5V6	212	0	238
GTEX-111CU	259	0	303
GTEX-XAJ8	136	0	167
GTEX-13NZB	109	0	134
GTEX-Z9EW	147	0	174
GTEX-ZVT3	74	0	91
GTEX-S95S	134	0	161
GTEX-1QP28	171	0	191
