individual	chr11:67585241:67586104:cluster3160	chr11:67585241:67586107:cluster3160	chr11:67585241:67586389:cluster3160	chr11:67586211:67586389:cluster3160	chr11:67586271:67586389:cluster3160	chr11:67586273:67586389:cluster3160
GTEX-1QW4Y	1132	3	134	943	587	33
GTEX-1IDJD	1537	10	2	1687	0	0
GTEX-1IDJC	1175	9	1	1252	0	0
GTEX-132NY	869	5	0	993	0	0
GTEX-139TU	884	2	0	979	0	0
GTEX-ZYY3	1219	9	1	1293	0	0
GTEX-11P82	1501	9	0	1719	0	0
GTEX-14JIY	618	3	0	723	0	0
GTEX-147F3	702	2	0	819	0	0
GTEX-YB5E	989	10	0	1203	0	0
GTEX-SUCS	721	6	1	910	0	0
GTEX-Y8E4	1675	8	4	1934	0	0
GTEX-12WSM	586	5	0	656	0	0
GTEX-15EO6	1180	7	1	1482	0	0
GTEX-YF7O	999	2	1	1175	0	0
GTEX-11EQ9	791	1	1	930	0	0
GTEX-13OW5	740	4	0	793	0	0
GTEX-16MTA	1491	10	0	1597	0	0
GTEX-ZQG8	1112	7	0	1289	0	0
GTEX-139T4	883	1	1	1051	0	0
GTEX-1K9T9	626	1	0	718	0	0
GTEX-13NZA	517	2	0	547	0	0
GTEX-14C38	458	2	1	562	0	0
GTEX-XBED	597	2	0	647	0	0
GTEX-XPT6	1945	7	0	2081	0	0
GTEX-146FR	1301	6	0	1406	0	0
GTEX-1AX9I	451	1	0	512	0	0
GTEX-17F96	1491	8	0	1811	0	0
GTEX-14JG6	668	2	0	814	0	0
GTEX-1KANA	895	3	0	1027	0	0
GTEX-1RQEC	880	6	3	1024	0	0
GTEX-Y5V5	1265	11	1	1379	0	0
GTEX-1S5VW	1231	9	0	1379	0	0
GTEX-14PQA	2479	11	0	2743	0	0
GTEX-S33H	1261	7	0	1362	0	0
GTEX-13JVG	959	6	0	1059	0	0
GTEX-ZAB5	1586	7	0	1871	0	0
GTEX-1LB8K	588	3	1	640	0	0
GTEX-T5JW	875	3	0	934	0	0
GTEX-12ZZZ	621	2	0	748	0	0
GTEX-15UF6	1414	7	0	1650	0	0
GTEX-RWS6	463	0	1	530	0	0
GTEX-131XW	450	2	0	512	0	0
GTEX-11EMC	907	5	0	1000	0	0
GTEX-15UF7	996	7	0	1211	0	0
GTEX-13RTK	1202	6	0	1322	0	0
GTEX-ZXG5	1240	3	2	1342	0	0
GTEX-1C6VQ	1066	9	2	1131	0	0
GTEX-14PJ4	957	4	0	1074	0	0
GTEX-1OFPY	858	3	0	960	0	0
GTEX-1F75B	1242	8	0	1372	0	0
GTEX-11NUK	600	1	1	719	0	0
GTEX-131YS	668	5	0	756	0	0
GTEX-14PJN	550	2	0	592	0	0
GTEX-12696	1141	6	1	1235	0	0
GTEX-1AX9K	622	1	1	727	0	0
GTEX-11VI4	958	3	0	1044	0	0
GTEX-1313W	786	4	0	890	0	0
GTEX-1GMR3	894	5	0	961	0	0
GTEX-XUZC	764	4	2	799	0	0
GTEX-18A7B	1156	7	0	1209	0	0
GTEX-111FC	620	4	2	718	0	0
GTEX-ZDYS	817	8	0	966	0	0
GTEX-ZUA1	691	7	2	763	0	0
GTEX-18A6Q	737	5	0	830	0	0
GTEX-17EUY	1138	7	0	1324	0	0
GTEX-1LGOU	858	4	0	905	0	0
GTEX-15ETS	1388	7	0	1571	0	0
GTEX-1PPH7	1343	5	0	1465	0	0
GTEX-1GPI7	1305	3	1	1428	0	0
GTEX-1RAZR	1409	8	1	1540	1	0
GTEX-1QPFJ	1796	2	2	2084	0	0
GTEX-12C56	1027	6	0	1086	0	0
GTEX-1211K	704	3	0	806	0	0
GTEX-W5WG	736	4	0	811	0	0
GTEX-1ICG6	1030	6	1	1079	0	0
GTEX-TMMY	2150	14	0	2291	0	0
GTEX-1N2DW	1146	3	0	1285	0	0
GTEX-1C2JI	818	6	1	903	0	0
GTEX-1K2DA	1989	10	1	2142	0	0
GTEX-18D9A	1687	9	0	1998	0	0
GTEX-ZV6S	1392	6	0	1490	0	0
GTEX-1QP9N	939	5	0	1046	0	0
GTEX-11ZUS	544	6	1	581	0	0
GTEX-1B97J	1419	7	0	1733	0	0
GTEX-14LZ3	1086	3	0	1222	0	0
GTEX-13O3Q	563	3	0	703	0	0
GTEX-146FQ	2130	7	2	2303	0	0
GTEX-13QBU	920	3	1	1015	0	0
GTEX-XGQ4	771	2	0	872	0	0
GTEX-13G51	557	1	0	632	0	0
GTEX-ZDTS	490	1	1	576	0	0
GTEX-15RIG	1885	7	0	2064	0	0
GTEX-1E1VI	506	2	0	539	0	0
GTEX-11ZVC	1039	3	0	1208	0	0
GTEX-13RTL	968	2	0	1147	0	0
GTEX-15G1A	1291	9	1	1435	0	0
GTEX-11OF3	835	3	0	915	0	0
GTEX-1R46S	1303	3	0	1471	0	0
GTEX-1P4AB	929	5	0	1014	0	0
GTEX-1M4P7	1340	8	0	1638	0	0
GTEX-17EVQ	1302	7	5	1504	0	0
GTEX-18A67	1981	5	1	2213	0	0
GTEX-13FH7	447	1	0	526	0	0
GTEX-1R9PN	2380	17	2	2983	1	0
GTEX-Y3I4	912	5	1	1094	1	0
GTEX-O5YT	801	3	0	893	0	0
GTEX-1LSNM	1721	12	1	2079	1	0
GTEX-13OVH	1107	7	2	1257	0	0
GTEX-1EU9M	816	3	1	934	0	0
GTEX-11ZTS	441	3	0	497	0	0
GTEX-16BQI	1100	5	2	1323	0	0
GTEX-16MT8	1120	10	1	1339	0	0
GTEX-111VG	617	7	0	729	0	0
GTEX-ZWKS	1152	3	0	1258	0	0
GTEX-1R9K4	1037	2	1	1114	0	0
GTEX-YJ8O	475	5	0	552	0	0
GTEX-ZC5H	1354	7	0	1442	0	0
GTEX-15CHQ	640	3	2	744	0	0
GTEX-1LVAO	916	4	0	1110	0	0
GTEX-Y9LG	927	2	2	1039	0	0
GTEX-1EWIQ	696	3	1	732	0	0
GTEX-11EI6	729	1	1	844	0	0
GTEX-1A8FM	820	7	1	864	0	0
GTEX-1M5QR	1865	20	0	2168	0	0
GTEX-XPVG	939	1	1	1072	0	0
GTEX-1AMEY	1301	3	0	1442	0	0
GTEX-1GN73	855	3	3	939	0	0
GTEX-183WM	1139	4	0	1206	0	0
GTEX-1S82Y	1574	4	1	1699	0	0
GTEX-15CHC	571	4	0	681	0	0
GTEX-YB5K	538	1	1	620	0	0
GTEX-1PDJ9	1180	6	1	1360	0	0
GTEX-13SLW	570	4	0	602	0	0
GTEX-132Q8	959	7	0	1061	0	0
GTEX-11TT1	309	2	0	364	0	0
GTEX-18A7A	715	4	0	819	0	0
GTEX-1RQED	886	3	0	1002	0	0
GTEX-16XZY	643	3	1	671	0	0
GTEX-13X6H	1197	10	2	1289	0	0
GTEX-1F52S	903	8	0	969	0	0
GTEX-11GSP	593	4	1	634	0	0
GTEX-12WSG	911	5	2	997	0	0
GTEX-12WSJ	784	3	0	920	0	0
GTEX-144GM	1395	5	2	1655	0	0
GTEX-133LE	970	6	0	1090	0	0
GTEX-16XZZ	1799	6	3	1883	0	0
GTEX-ZAB4	1551	9	2	1644	0	0
GTEX-14PII	755	3	0	849	0	0
GTEX-ZPCL	530	3	0	641	0	0
GTEX-1C4CL	655	5	1	695	0	0
GTEX-1A8G6	658	3	0	747	0	0
GTEX-13VXU	684	4	0	782	0	0
GTEX-T6MN	205	1	0	214	0	0
GTEX-15SHV	1009	4	0	1148	0	0
GTEX-18465	929	7	2	1028	0	0
GTEX-1GZHY	747	1	0	827	0	0
GTEX-15SB6	1038	3	0	1212	0	0
GTEX-13RTJ	546	1	2	653	0	0
GTEX-1GF9U	919	4	0	994	0	0
GTEX-11NSD	953	6	2	1037	0	0
GTEX-14PJM	726	2	2	769	0	0
GTEX-117XS	712	4	0	764	0	0
GTEX-139YR	1587	8	3	1801	0	0
GTEX-1445S	953	4	0	1125	0	0
GTEX-15SKB	1470	5	0	1750	0	0
GTEX-1BAJH	528	5	0	632	0	0
GTEX-14LLW	1492	7	0	1623	0	0
GTEX-12WSL	669	4	0	738	0	0
GTEX-12KS4	952	5	0	1005	0	0
GTEX-11I78	1145	4	1	1218	0	0
GTEX-1GMR8	1130	3	0	1238	0	0
GTEX-1GPI6	818	3	0	882	0	0
GTEX-1GN1U	623	2	2	731	0	0
GTEX-111YS	692	6	0	791	0	0
GTEX-13111	718	2	1	782	0	0
GTEX-14H4A	753	7	2	920	0	0
GTEX-139TS	1207	4	0	1347	0	0
GTEX-144FL	1502	5	1	1598	0	0
GTEX-1B8L1	285	1	0	332	0	0
GTEX-14JG1	619	6	0	665	0	0
GTEX-11XUK	637	4	0	684	0	0
GTEX-13OVK	724	1	0	828	0	0
GTEX-Y8LW	728	3	1	884	0	0
GTEX-13OVG	1209	5	2	1393	0	0
GTEX-12ZZX	735	4	0	784	0	0
GTEX-1F88F	1209	4	1	1467	0	0
GTEX-1LG7Y	1408	3	0	1619	1	0
GTEX-ZZPU	1118	10	1	1301	1	0
GTEX-14E6E	877	4	0	968	0	0
GTEX-13D11	802	6	1	988	0	0
GTEX-15DZA	973	5	0	1128	1	0
GTEX-1B8SF	791	4	0	858	0	0
GTEX-17EVP	469	5	0	509	0	0
GTEX-147GR	917	4	0	1122	0	0
GTEX-11P81	815	4	0	857	0	0
GTEX-13CF3	643	1	2	729	0	0
GTEX-12WSF	895	3	0	961	0	0
GTEX-15DCD	1281	4	0	1440	0	0
GTEX-Q734	819	6	0	883	0	0
GTEX-1A8G7	516	4	0	546	0	0
GTEX-1B932	714	3	0	753	0	0
GTEX-14DAQ	1166	6	0	1352	0	0
GTEX-1S82U	2168	8	0	2509	0	0
GTEX-WFG7	314	2	0	338	0	0
GTEX-15RIE	1214	6	0	1374	0	0
GTEX-12WSN	713	4	0	761	0	0
GTEX-1R7EV	1030	6	1	1178	0	0
GTEX-1ICLY	783	1	2	931	0	0
GTEX-YFC4	809	3	0	862	0	0
GTEX-1JKYR	1610	4	1	1724	0	0
GTEX-1477Z	678	2	0	756	0	0
GTEX-14BIM	1510	10	0	1636	0	0
GTEX-1GTWX	957	4	0	1012	0	0
GTEX-ZF29	1204	9	0	1304	0	0
GTEX-1CB4J	1026	4	4	1132	0	0
GTEX-13NZB	1418	4	0	1532	0	0
GTEX-13PVQ	435	2	0	506	0	0
GTEX-13O3P	670	2	1	795	0	0
GTEX-ZVT3	577	2	0	610	0	0
GTEX-S95S	384	3	1	403	0	0
