individual	chr17:28555061:28556166:cluster5483	chr17:28555061:28556827:cluster5483	chr17:28556266:28556827:cluster5483
GTEX-WEY5	66	16	55
GTEX-132NY	102	1	66
GTEX-R55E	69	0	48
GTEX-147F3	63	0	39
GTEX-YB5E	64	1	40
GTEX-14PJO	118	2	76
GTEX-1CAMR	77	0	49
GTEX-1AX8Z	99	1	62
GTEX-11EQ9	70	1	52
GTEX-13OVJ	65	1	41
GTEX-16MTA	53	0	37
GTEX-1F88E	56	0	35
GTEX-13NZA	62	1	38
GTEX-ZF28	75	1	47
GTEX-146FR	74	1	43
GTEX-14JG6	64	1	49
GTEX-R55D	63	0	42
GTEX-Y5V5	148	2	102
GTEX-1C64N	118	2	77
GTEX-14PQA	65	0	44
GTEX-S33H	81	1	61
GTEX-17MFQ	54	0	38
GTEX-14753	94	1	69
GTEX-11DXX	68	0	48
GTEX-1MJK3	59	0	40
GTEX-13FTX	61	1	46
GTEX-X4XY	56	0	40
GTEX-P4PP	67	1	47
GTEX-13CF2	76	0	48
GTEX-PWN1	31	0	22
GTEX-1A32A	65	1	39
GTEX-1OFPY	74	1	47
GTEX-147F4	56	1	38
GTEX-1B933	76	0	50
GTEX-11VI4	86	1	57
GTEX-XUW1	57	0	39
GTEX-WZTO	125	2	81
GTEX-12ZZY	72	1	50
GTEX-XQ3S	58	1	34
GTEX-1JKYN	46	0	27
GTEX-18A7B	105	1	71
GTEX-R53T	38	0	23
GTEX-183FY	86	1	52
GTEX-111FC	74	1	46
GTEX-UTHO	53	0	38
GTEX-1I4MK	131	2	84
GTEX-11EM3	62	1	42
GTEX-1MCYP	66	1	45
GTEX-1PPH7	81	1	57
GTEX-1RAZR	152	1	93
GTEX-OHPL	92	1	59
GTEX-1ICG6	79	1	51
GTEX-QEL4	32	0	24
GTEX-1QP9N	95	0	63
GTEX-131XF	51	1	38
GTEX-1F75A	124	1	79
GTEX-13O3Q	54	0	36
GTEX-RNOR	81	0	54
GTEX-ZDTS	64	1	48
GTEX-11GSO	64	0	43
GTEX-OXRK	72	0	48
GTEX-15RIG	87	1	67
GTEX-11ZVC	140	2	88
GTEX-ZV68	82	1	50
GTEX-1M4P7	61	0	37
GTEX-14BIL	133	2	100
GTEX-18A67	93	1	59
GTEX-SJXC	101	1	77
GTEX-Y3I4	42	0	30
GTEX-S32W	83	1	59
GTEX-1LSNM	78	1	56
GTEX-T2IS	98	1	67
GTEX-13N1W	72	0	49
GTEX-117YW	77	1	57
GTEX-111VG	77	0	51
GTEX-OOBK	44	1	31
GTEX-1QEPI	137	1	94
GTEX-15CHQ	71	1	55
GTEX-Y9LG	101	2	64
GTEX-1EWIQ	110	1	65
GTEX-Y5LM	70	0	43
GTEX-17KNJ	77	1	53
GTEX-1A8FM	85	0	55
GTEX-1M5QR	83	0	54
GTEX-XPVG	133	1	82
GTEX-1JN6P	87	0	58
GTEX-1IDJF	107	2	73
GTEX-11LCK	65	0	40
GTEX-XBEC	57	1	39
GTEX-1399U	64	1	38
GTEX-YB5K	73	1	47
GTEX-1PDJ9	104	1	63
GTEX-1RQED	66	0	44
GTEX-ZAK1	58	0	41
GTEX-1PBJJ	94	1	60
GTEX-1LVAM	86	1	54
GTEX-ZAB4	126	1	73
GTEX-14PII	79	0	50
GTEX-13OW6	55	1	40
GTEX-ZPCL	69	0	48
GTEX-WOFM	202	2	130
GTEX-1R7EU	70	0	44
GTEX-1128S	87	0	57
GTEX-RN64	70	0	45
GTEX-147JS	71	0	46
GTEX-13RTJ	92	1	64
GTEX-R55C	45	0	29
GTEX-14PJ6	100	1	66
GTEX-1MCQQ	101	2	66
GTEX-1MA7W	109	1	77
GTEX-U8XE	36	0	22
GTEX-1BAJH	63	0	44
GTEX-12KS4	57	0	34
GTEX-1GPI6	79	0	51
GTEX-1GN1U	68	0	46
GTEX-111YS	66	0	47
GTEX-1CAMQ	62	0	41
GTEX-1B8L1	57	0	35
GTEX-14JG1	111	1	75
GTEX-ZVE1	83	0	56
GTEX-REY6	62	0	42
GTEX-1JJ6O	105	2	74
GTEX-12ZZX	82	1	48
GTEX-1F88F	76	1	51
GTEX-1GN2E	59	0	38
GTEX-1JMQK	96	1	63
GTEX-ZGAY	85	1	58
GTEX-17EVP	87	1	60
GTEX-1F48J	78	0	54
GTEX-12WSF	59	1	38
GTEX-1CB4I	60	1	41
GTEX-1R9JW	107	1	70
GTEX-15DCD	115	1	80
GTEX-Q734	57	0	34
GTEX-1A8G7	65	1	45
GTEX-RM2N	66	0	41
GTEX-1S82U	138	2	81
GTEX-PX3G	73	0	51
GTEX-RUSQ	20	0	15
GTEX-1ICLY	21	0	15
GTEX-1JKYR	124	1	83
GTEX-1477Z	82	1	53
GTEX-14BIM	77	0	53
GTEX-111CU	62	0	44
GTEX-PW2O	25	0	18
GTEX-13O3P	41	0	26
GTEX-1QP67	83	1	52
GTEX-S95S	52	0	35
GTEX-1QP28	54	0	37
GTEX-XV7Q	73	0	45
