individual	chr17:35155464:35159375:cluster59569	chr17:35155464:35163995:cluster59569	chr17:35159545:35163995:cluster59569
GTEX-SJXC	221	58	181
GTEX-132NY	129	2	128
GTEX-14ABY	249	3	256
GTEX-139TU	210	3	233
GTEX-11P82	190	2	196
GTEX-QEG4	147	2	142
GTEX-ZYT6	176	3	170
GTEX-1QW4Y	182	3	185
GTEX-12WSM	71	1	69
GTEX-WHPG	358	7	358
GTEX-1CAMR	134	2	138
GTEX-14A6H	212	4	207
GTEX-11EQ9	118	1	125
GTEX-13W46	240	4	262
GTEX-13OW5	168	3	160
GTEX-14C38	69	2	78
GTEX-1C475	160	4	158
GTEX-1F75W	176	3	172
GTEX-146FR	105	2	98
GTEX-1AX9I	174	3	181
GTEX-17F96	235	2	247
GTEX-X4XX	544	11	554
GTEX-1RQEC	275	4	259
GTEX-Y5V5	319	5	321
GTEX-S33H	461	9	453
GTEX-1LB8K	235	4	223
GTEX-1LC47	164	3	163
GTEX-11DXX	166	4	158
GTEX-1MJK3	169	3	188
GTEX-12ZZZ	83	2	92
GTEX-13FTX	171	3	179
GTEX-1I6K7	213	3	222
GTEX-11EMC	119	1	117
GTEX-15UF7	301	5	327
GTEX-PWN1	78	1	72
GTEX-1C6VQ	168	3	164
GTEX-XQ8I	107	1	103
GTEX-1313W	306	5	284
GTEX-1C6WA	225	2	229
GTEX-1JKYN	97	2	88
GTEX-XUZC	72	2	80
GTEX-XBEW	210	4	237
GTEX-183FY	262	3	257
GTEX-145LU	159	2	153
GTEX-111FC	103	1	112
GTEX-1KD5A	375	4	404
GTEX-UTHO	341	5	324
GTEX-ZLV1	157	3	150
GTEX-1LGOU	90	1	93
GTEX-1I4MK	163	2	168
GTEX-X8HC	66	1	72
GTEX-169BO	120	1	118
GTEX-1PPH7	260	6	283
GTEX-1212Z	212	3	230
GTEX-1F5PL	114	2	118
GTEX-1GN1W	98	1	90
GTEX-TMMY	232	3	238
GTEX-PLZ5	278	3	285
GTEX-13O3O	135	2	123
GTEX-1K2DA	207	5	215
GTEX-18D9A	130	3	147
GTEX-T5JC	139	2	132
GTEX-1B97J	164	3	156
GTEX-13O3Q	88	1	98
GTEX-13N2G	388	10	415
GTEX-146FQ	248	6	270
GTEX-XGQ4	90	1	89
GTEX-ZDTS	117	2	127
GTEX-1IDFM	240	2	238
GTEX-17GQL	300	4	295
GTEX-1FIGZ	203	3	211
GTEX-15RIG	163	4	158
GTEX-13FTW	71	1	67
GTEX-15G1A	147	3	149
GTEX-1JMQI	353	5	387
GTEX-1R46S	119	2	129
GTEX-ZV68	157	2	167
GTEX-1KWVE	204	4	209
GTEX-1CB4F	229	4	233
GTEX-PWCY	192	2	190
GTEX-Y111	183	2	177
GTEX-1A3MW	84	1	81
GTEX-X261	108	1	102
GTEX-1269C	121	1	132
GTEX-1AMFI	132	2	152
GTEX-1LVA9	217	4	204
GTEX-1MUQO	102	2	99
GTEX-15D79	165	4	173
GTEX-U3ZN	437	7	417
GTEX-WYVS	210	3	235
GTEX-13N1W	158	2	162
GTEX-117YW	168	4	173
GTEX-16MT8	243	3	238
GTEX-ZWKS	122	2	139
GTEX-1AX9J	164	3	167
GTEX-1F7RK	82	2	78
GTEX-OOBK	193	3	205
GTEX-15CHQ	157	3	149
GTEX-17KNJ	140	1	139
GTEX-15RIF	196	5	191
GTEX-XPVG	233	3	232
GTEX-14E6D	217	3	233
GTEX-1QAET	225	5	249
GTEX-13O21	84	2	80
GTEX-1RB15	119	2	124
GTEX-PLZ6	82	1	94
GTEX-15CHR	118	2	131
GTEX-WOFL	96	1	108
GTEX-ZAK1	130	2	119
GTEX-1PBJJ	406	9	408
GTEX-1QP2A	146	2	143
GTEX-1E2YA	138	1	138
GTEX-OIZG	259	5	276
GTEX-12WSJ	108	2	125
GTEX-1LVAM	150	1	156
GTEX-16XZZ	151	2	155
GTEX-ZAB4	128	3	133
GTEX-1LG7Z	169	3	165
GTEX-RWSA	147	3	155
GTEX-1R7EU	150	2	166
GTEX-1C4CL	181	2	183
GTEX-1A8G6	212	3	200
GTEX-15SHV	243	4	233
GTEX-18465	175	4	186
GTEX-14PJ2	256	5	248
GTEX-1GZHY	143	3	155
GTEX-OXRL	147	2	152
GTEX-11NSD	147	2	151
GTEX-14PJM	150	3	153
GTEX-117XS	148	3	156
GTEX-1MA7W	272	5	264
GTEX-15SKB	451	5	455
GTEX-1BAJH	191	2	183
GTEX-11ONC	225	5	234
GTEX-14LLW	235	3	233
GTEX-1GPI6	123	2	120
GTEX-X4EO	186	3	175
GTEX-111YS	136	1	139
GTEX-13111	126	3	143
GTEX-14PK6	190	2	181
GTEX-1O9I2	66	1	63
GTEX-144FL	231	2	227
GTEX-14JG1	146	2	166
GTEX-17JCI	208	4	208
GTEX-1JJ6O	184	2	190
GTEX-Y8LW	78	2	78
GTEX-12ZZX	129	1	124
GTEX-15DZA	250	5	252
GTEX-14C39	102	2	108
GTEX-1R9JW	306	7	303
GTEX-15DCD	319	5	331
GTEX-WWTW	100	1	96
GTEX-13X6K	215	3	216
GTEX-1A8G7	295	4	314
GTEX-1B932	226	6	235
GTEX-ZEX8	305	7	299
GTEX-U3ZH	482	8	485
GTEX-YFC4	133	3	130
GTEX-1JKYR	368	4	382
GTEX-1477Z	118	2	109
GTEX-XAJ8	143	2	140
GTEX-13NZB	227	3	244
GTEX-13PVQ	119	2	114
GTEX-13O3P	107	2	105
GTEX-Z9EW	108	2	98
GTEX-OXRN	397	6	437
GTEX-XV7Q	193	4	199
