individual	chr17:9505162:9545172:cluster5305	chr17:9505162:9568371:cluster5305	chr17:9557528:9568371:cluster5305
GTEX-1AX8Z	78	56	74
GTEX-1IDJD	84	6	87
GTEX-UPJH	71	4	79
GTEX-11P82	126	11	135
GTEX-QEG4	32	3	42
GTEX-SUCS	73	5	73
GTEX-Y8E4	96	7	115
GTEX-1KD4Q	90	5	97
GTEX-12WSM	43	2	49
GTEX-15EO6	108	9	119
GTEX-1QMI2	114	7	133
GTEX-1KXAM	116	8	130
GTEX-14A6H	86	5	94
GTEX-13OVJ	94	6	96
GTEX-16MTA	79	5	82
GTEX-U3ZG	74	4	75
GTEX-139T4	97	8	106
GTEX-1K9T9	49	5	55
GTEX-13NZA	73	4	78
GTEX-14C38	54	2	55
GTEX-XBED	31	2	37
GTEX-XPT6	98	8	123
GTEX-U4B1	54	2	55
GTEX-1F75W	109	6	119
GTEX-146FR	52	4	59
GTEX-1AX9I	69	4	69
GTEX-17F96	193	19	214
GTEX-ZVT2	44	3	53
GTEX-1KANA	85	4	86
GTEX-Y5V5	135	13	151
GTEX-1C64N	124	6	134
GTEX-16YQH	76	7	80
GTEX-14PQA	116	9	110
GTEX-ZPIC	67	3	69
GTEX-1CB4G	75	4	79
GTEX-SIU8	38	2	47
GTEX-ZAB5	50	3	53
GTEX-11DXX	72	4	79
GTEX-13PL6	66	3	74
GTEX-12ZZZ	49	5	52
GTEX-1I6K7	76	6	71
GTEX-X4XY	37	2	39
GTEX-1A32A	59	4	57
GTEX-14PJ4	58	5	71
GTEX-1F75B	99	9	106
GTEX-11NUK	61	6	66
GTEX-131YS	66	5	68
GTEX-1B933	50	3	46
GTEX-XUW1	39	3	44
GTEX-WZTO	71	5	84
GTEX-1GZ2Q	69	3	69
GTEX-12ZZY	53	5	65
GTEX-XQ3S	60	5	62
GTEX-1C6WA	97	6	95
GTEX-OIZI	95	6	91
GTEX-1JKYN	43	3	41
GTEX-XUZC	57	5	71
GTEX-18A7B	108	5	117
GTEX-183FY	96	10	108
GTEX-145LU	76	4	88
GTEX-13X6J	85	4	89
GTEX-ZLV1	90	4	103
GTEX-ZUA1	72	7	77
GTEX-18A6Q	83	5	84
GTEX-13FTZ	63	6	74
GTEX-1LGOU	103	6	99
GTEX-1I4MK	100	7	117
GTEX-169BO	123	11	148
GTEX-131XG	49	3	61
GTEX-13FTY	74	7	93
GTEX-1PPH7	80	7	95
GTEX-1212Z	105	7	104
GTEX-1F5PL	68	6	88
GTEX-WK11	92	6	98
GTEX-1RAZR	158	13	169
GTEX-Y8DK	89	5	102
GTEX-1N2DW	93	6	90
GTEX-PLZ5	55	4	62
GTEX-1C2JI	57	4	72
GTEX-T5JC	102	7	97
GTEX-13N2G	151	10	169
GTEX-13QBU	65	7	75
GTEX-13U4I	75	5	82
GTEX-WYJK	98	6	109
GTEX-ZDTS	60	3	57
GTEX-1B97I	75	6	75
GTEX-PLZ4	25	1	29
GTEX-17GQL	138	12	136
GTEX-17HII	45	3	49
GTEX-13RTL	101	9	122
GTEX-15G1A	131	7	141
GTEX-1JMQI	156	10	174
GTEX-1P4AB	95	8	99
GTEX-ZF3C	69	4	86
GTEX-14BIL	113	6	126
GTEX-18A67	80	8	93
GTEX-1GMRU	89	6	103
GTEX-13FH7	40	3	46
GTEX-OIZH	48	4	54
GTEX-Y3I4	64	5	61
GTEX-11ZU8	91	6	88
GTEX-18D9U	104	6	111
GTEX-1192X	66	4	73
GTEX-1EU9M	98	5	106
GTEX-11ZTS	47	5	49
GTEX-145MO	77	7	89
GTEX-117YW	66	5	75
GTEX-1F6IF	114	9	137
GTEX-1AX9J	69	4	75
GTEX-1QEPI	128	9	140
GTEX-ZC5H	67	6	84
GTEX-15CHQ	74	4	79
GTEX-1LVAO	95	7	107
GTEX-Y9LG	118	9	123
GTEX-1EWIQ	92	7	87
GTEX-17KNJ	57	4	59
GTEX-1A8FM	73	6	82
GTEX-15RIF	133	9	154
GTEX-1M5QR	113	7	107
GTEX-ZT9X	77	7	98
GTEX-1AMEY	130	7	128
GTEX-1GN73	130	10	134
GTEX-QDVN	48	2	52
GTEX-1PDJ9	101	5	117
GTEX-13SLW	67	7	73
GTEX-16GPK	63	6	72
GTEX-15CHR	48	4	59
GTEX-132Q8	40	4	49
GTEX-18A7A	83	5	89
GTEX-1GZ4I	137	7	141
GTEX-13OW8	67	4	82
GTEX-1E2YA	96	6	108
GTEX-13X6H	78	8	95
GTEX-OIZG	60	5	74
GTEX-11GSP	50	3	63
GTEX-1A3MV	121	9	141
GTEX-144GM	75	5	90
GTEX-1LVAM	88	6	99
GTEX-133LE	93	7	96
GTEX-1R9PO	103	5	100
GTEX-14PII	71	5	86
GTEX-15ER7	242	16	234
GTEX-17HHE	46	4	50
GTEX-1LG7Z	116	10	135
GTEX-1A8G6	75	6	96
GTEX-SNMC	111	7	125
GTEX-1128S	89	5	92
GTEX-1QP66	254	21	263
GTEX-1GZHY	76	8	87
GTEX-1JN1M	119	6	122
GTEX-1GF9U	87	4	93
GTEX-1CB4E	45	4	48
GTEX-OXRL	60	5	58
GTEX-14LLW	98	5	98
GTEX-VUSG	71	5	65
GTEX-11ZTT	66	5	85
GTEX-Z93S	74	6	71
GTEX-111YS	41	2	45
GTEX-14H4A	59	5	58
GTEX-139TS	120	8	119
GTEX-14PK6	48	2	53
GTEX-XMD2	95	6	94
GTEX-ZYFD	29	2	33
GTEX-1JJ6O	108	6	128
GTEX-Y8LW	32	3	40
GTEX-OIZF	55	3	68
GTEX-ZZPU	65	4	79
GTEX-ZP4G	63	4	78
GTEX-147GR	87	6	111
GTEX-13CF3	36	3	46
GTEX-12WSF	133	8	149
