individual	chr1:228307082:228307259:cluster67783	chr1:228307110:228307259:cluster67783	chr1:228307167:228307259:cluster67783
GTEX-1C4CL	4	162	438
GTEX-14ABY	11	0	650
GTEX-139TU	14	1	802
GTEX-ZYY3	3	0	213
GTEX-UPJH	3	0	232
GTEX-11P82	10	0	464
GTEX-147F3	8	0	399
GTEX-SUCS	16	1	971
GTEX-1QW4Y	5	0	329
GTEX-1KD4Q	7	0	492
GTEX-1KXAM	36	0	1854
GTEX-13PL7	6	0	382
GTEX-11EQ9	12	0	795
GTEX-13W46	8	0	489
GTEX-ZQG8	4	0	287
GTEX-U3ZG	3	0	242
GTEX-1C475	21	0	1112
GTEX-XBED	11	0	645
GTEX-146FR	16	0	767
GTEX-1AX9I	13	0	608
GTEX-ZVT2	5	0	384
GTEX-14JG6	9	0	562
GTEX-X4XX	12	0	608
GTEX-1C64N	7	0	481
GTEX-16YQH	6	0	400
GTEX-13JVG	4	0	277
GTEX-SIU8	8	0	366
GTEX-1LB8K	9	0	610
GTEX-15SHU	13	0	827
GTEX-TMZS	3	0	174
GTEX-1LC47	14	0	814
GTEX-139T6	24	1	1202
GTEX-13FTX	5	0	352
GTEX-1399R	7	0	347
GTEX-113JC	7	0	388
GTEX-ZXG5	7	0	529
GTEX-PWN1	10	0	499
GTEX-1A32A	11	0	758
GTEX-1C6VQ	5	0	315
GTEX-1OFPY	10	0	579
GTEX-1F75B	7	0	507
GTEX-14PJN	9	0	516
GTEX-12696	7	0	341
GTEX-XQ8I	3	0	231
GTEX-QV31	6	0	417
GTEX-1GZ2Q	12	0	709
GTEX-1313W	13	0	719
GTEX-12ZZY	7	0	444
GTEX-1C6WA	12	0	665
GTEX-XUZC	15	0	903
GTEX-XBEW	9	0	671
GTEX-1LSNL	5	0	308
GTEX-1S83E	11	0	579
GTEX-UTHO	6	0	432
GTEX-1NUQO	14	0	844
GTEX-ZUA1	11	1	611
GTEX-18A6Q	11	0	765
GTEX-1LGOU	13	0	691
GTEX-X8HC	10	0	550
GTEX-11EM3	11	0	598
GTEX-13FTY	6	0	390
GTEX-1PPH7	10	0	700
GTEX-1212Z	9	0	513
GTEX-1F5PL	14	1	773
GTEX-1S82P	10	0	751
GTEX-Y8DK	15	0	816
GTEX-1QPFJ	12	0	732
GTEX-W5WG	14	0	911
GTEX-1N2DW	21	0	1077
GTEX-PLZ5	11	0	691
GTEX-13O3O	8	0	438
GTEX-SN8G	10	0	672
GTEX-T5JC	12	0	603
GTEX-WEY5	15	0	894
GTEX-1QP9N	8	0	561
GTEX-11ZUS	9	0	619
GTEX-1B97J	23	0	1400
GTEX-13O3Q	6	0	306
GTEX-146FQ	8	0	425
GTEX-13QBU	14	1	996
GTEX-XGQ4	5	0	374
GTEX-RNOR	14	0	785
GTEX-1IDFM	6	0	337
GTEX-17GQL	24	0	1520
GTEX-11GSO	5	0	270
GTEX-15RIG	11	0	615
GTEX-WRHK	22	2	1472
GTEX-11ZVC	14	0	719
GTEX-1339X	17	0	833
GTEX-11OF3	9	0	648
GTEX-1R46S	5	0	233
GTEX-1P4AB	4	0	315
GTEX-1KWVE	12	0	721
GTEX-Y111	10	0	653
GTEX-14BIL	9	0	540
GTEX-1GMRU	13	0	625
GTEX-13FH7	14	0	762
GTEX-1R9PN	28	0	1486
GTEX-1269C	6	0	366
GTEX-18D9U	19	0	1147
GTEX-1LVA9	9	0	544
GTEX-1LSNM	27	2	1387
GTEX-T2IS	13	0	772
GTEX-16BQI	20	0	1046
GTEX-13N1W	10	0	515
GTEX-117YW	12	0	639
GTEX-16MT8	14	0	750
GTEX-111VG	13	0	666
GTEX-ZWKS	3	0	231
GTEX-1F7RK	4	0	309
GTEX-YJ8O	6	0	341
GTEX-15CHQ	10	0	570
GTEX-11EI6	6	0	352
GTEX-17KNJ	8	0	420
GTEX-1A8FM	7	0	474
GTEX-XPVG	11	0	573
GTEX-P4PQ	11	0	507
GTEX-1GN73	13	0	630
GTEX-183WM	2	0	138
GTEX-14E6D	10	0	659
