individual	chr6:138406024:138412880:cluster15965	chr6:138406033:138412880:cluster15965	chr6:138406151:138412880:cluster15965
GTEX-1F48J	97	7	441
GTEX-1IDJD	0	23	943
GTEX-132NY	0	13	504
GTEX-14ABY	0	17	621
GTEX-UPJH	0	9	411
GTEX-14JIY	0	16	620
GTEX-1QW4Y	0	17	791
GTEX-WHPG	0	16	680
GTEX-1AX8Z	0	21	769
GTEX-13W46	0	15	678
GTEX-ZQG8	0	19	854
GTEX-1K9T9	0	10	487
GTEX-146FR	0	19	729
GTEX-Y5V5	0	23	875
GTEX-1C64N	0	26	854
GTEX-16YQH	0	13	619
GTEX-14PQA	0	15	602
GTEX-1CB4G	0	12	536
GTEX-SIU8	0	12	452
GTEX-P78B	0	13	493
GTEX-1122O	0	8	347
GTEX-1LB8K	0	15	679
GTEX-15SHU	0	12	576
GTEX-ZDXO	0	20	694
GTEX-1I6K7	0	17	623
GTEX-11EMC	0	11	527
GTEX-1CB4H	0	10	364
GTEX-1OFPY	0	12	514
GTEX-11NUK	0	13	463
GTEX-131YS	0	16	548
GTEX-14PJN	0	9	376
GTEX-147F4	0	10	468
GTEX-WZTO	0	16	574
GTEX-1GZ2Q	0	13	626
GTEX-12ZZY	0	10	386
GTEX-1GMR3	0	14	588
GTEX-1JKYN	0	11	391
GTEX-XUZC	0	16	757
GTEX-18A7B	0	22	736
GTEX-111FC	0	12	548
GTEX-1KD5A	0	18	786
GTEX-UTHO	0	17	576
GTEX-ZLV1	0	17	646
GTEX-1NUQO	0	18	706
GTEX-OHPN	0	32	1140
GTEX-1GF9W	0	12	514
GTEX-1L5NE	0	17	710
GTEX-1I4MK	0	15	558
GTEX-169BO	0	30	1044
GTEX-1JMQJ	0	13	574
GTEX-WK11	0	13	611
GTEX-1GN1W	0	10	414
GTEX-Y8DK	0	13	640
GTEX-OHPL	0	14	554
GTEX-W5WG	0	12	492
GTEX-1C2JI	0	17	671
GTEX-1LH75	0	13	512
GTEX-U8T8	0	16	556
GTEX-ZF2S	0	15	739
GTEX-WEY5	0	40	1742
GTEX-139UW	0	13	561
GTEX-146FQ	0	20	962
GTEX-XGQ4	0	7	290
GTEX-13G51	0	13	443
GTEX-ZDTS	0	9	377
GTEX-XOT4	0	13	540
GTEX-17GQL	0	24	830
GTEX-QEG5	0	14	528
GTEX-1JMQI	0	27	929
GTEX-1R46S	0	15	675
GTEX-ZV68	0	14	614
GTEX-1M4P7	0	30	1188
GTEX-ZF3C	0	14	526
GTEX-PWCY	0	13	532
GTEX-Y111	0	10	445
GTEX-14BIL	0	16	636
GTEX-18A67	0	16	680
GTEX-1GMRU	0	10	423
GTEX-13FH7	0	9	347
GTEX-1269C	0	11	514
GTEX-O5YT	0	19	655
GTEX-1R9PM	0	19	914
GTEX-1LVA9	0	18	792
GTEX-1192X	0	9	436
GTEX-1MUQO	0	23	1036
GTEX-15D79	0	14	590
GTEX-1RAZA	0	27	1119
GTEX-1EU9M	0	19	772
GTEX-11ZTS	0	8	310
GTEX-13N1W	0	10	483
GTEX-Y9LG	0	19	785
GTEX-Y5LM	0	13	639
GTEX-17KNJ	0	13	600
GTEX-V1D1	0	13	528
GTEX-15RIF	0	26	1226
GTEX-XPVG	0	25	861
GTEX-1JN6P	0	19	860
GTEX-ZT9X	0	8	335
GTEX-1IDJF	0	19	917
GTEX-XBEC	0	10	420
GTEX-15CHC	0	13	601
GTEX-1QCLZ	0	14	477
GTEX-1RB15	0	17	620
GTEX-13PVR	0	8	321
GTEX-1399U	0	17	576
GTEX-QVUS	0	8	391
GTEX-13SLW	0	11	469
GTEX-13112	0	15	541
GTEX-WHSB	0	16	780
GTEX-1RQED	0	13	508
GTEX-1QP2A	0	12	469
GTEX-16XZY	0	9	349
GTEX-11GSP	0	8	387
GTEX-1F5PK	0	26	1047
GTEX-N7MS	0	9	326
GTEX-14PJ5	0	11	506
GTEX-O5YV	0	9	374
GTEX-14PII	0	14	501
GTEX-17HHE	0	13	574
GTEX-WOFM	0	51	2040
GTEX-1LG7Z	0	23	1017
GTEX-15SHV	0	13	525
GTEX-14PJ2	0	11	415
GTEX-RN64	0	9	353
GTEX-1QP66	0	28	1319
GTEX-147JS	0	7	334
GTEX-QCQG	0	21	790
GTEX-14PJ6	0	11	533
GTEX-1GF9U	0	20	771
GTEX-14PJM	0	13	469
GTEX-1B8KZ	0	10	462
GTEX-139YR	0	19	709
GTEX-1445S	0	14	561
GTEX-13QIC	0	7	296
GTEX-111YS	0	14	476
GTEX-13111	0	8	351
GTEX-14PK6	0	9	415
GTEX-1CAMQ	0	16	683
GTEX-13QJ3	0	13	590
GTEX-ZYFD	0	7	297
GTEX-14JG1	0	12	561
GTEX-ZA64	0	12	487
GTEX-1PIIG	0	18	652
GTEX-ZVE1	0	13	631
GTEX-11XUK	0	10	444
GTEX-13OVG	0	16	646
GTEX-1LG7Y	0	14	484
GTEX-12WSA	0	18	750
GTEX-OIZF	0	8	392
GTEX-1GN2E	0	13	470
GTEX-1JMQK	0	18	621
GTEX-ZZPU	0	16	560
GTEX-13D11	0	13	630
GTEX-1B8SF	0	20	743
GTEX-147GR	0	18	695
GTEX-13CF3	0	12	402
GTEX-ZVT4	0	13	616
GTEX-12WSF	0	16	749
GTEX-1CB4I	0	20	717
GTEX-1R9JW	0	19	823
GTEX-15DCD	0	17	647
GTEX-16NPV	0	9	447
GTEX-QESD	0	7	337
GTEX-Q734	0	10	414
GTEX-14DAQ	0	13	591
GTEX-ZEX8	0	17	753
GTEX-15RIE	0	23	771
GTEX-WFG8	0	15	643
GTEX-111CU	0	10	491
GTEX-PSDG	0	8	394
GTEX-ZVE2	0	10	461
GTEX-13PVQ	0	12	444
GTEX-11GS4	0	9	446
GTEX-ZVT3	0	7	314
GTEX-S95S	0	9	318
