individual	chr18:50920758:50921074:cluster11612	chr18:50920758:50924098:cluster11612	chr18:50921187:50924098:cluster11612
GTEX-11GS4	17	27	22
GTEX-14ABY	77	0	91
GTEX-13OVL	78	0	96
GTEX-139TU	90	0	107
GTEX-UPJH	40	0	48
GTEX-QEG4	44	0	60
GTEX-YEC4	65	0	84
GTEX-Y8E4	81	0	105
GTEX-YF7O	90	0	111
GTEX-1QMI2	72	0	89
GTEX-14PJO	33	0	44
GTEX-1KXAM	44	0	56
GTEX-13PL7	46	0	58
GTEX-11EQ9	62	0	79
GTEX-13OW5	64	0	74
GTEX-13NZA	105	0	124
GTEX-17F96	89	0	113
GTEX-ZVT2	29	0	37
GTEX-14JG6	39	0	44
GTEX-1JN76	79	0	91
GTEX-1RQEC	100	0	113
GTEX-16YQH	100	0	121
GTEX-14PQA	59	0	74
GTEX-13JVG	63	0	84
GTEX-ZPIC	51	0	67
GTEX-1CB4G	87	0	107
GTEX-SIU8	58	0	65
GTEX-P78B	74	0	92
GTEX-ZAB5	46	0	62
GTEX-1LB8K	76	0	90
GTEX-15SHU	87	0	97
GTEX-11TTK	38	0	48
GTEX-1LC47	168	0	193
GTEX-15UF6	34	0	38
GTEX-ZDXO	62	0	72
GTEX-1I6K7	76	0	88
GTEX-131XW	64	0	76
GTEX-15UF7	86	0	98
GTEX-1A32A	55	0	61
GTEX-1C6VQ	77	0	86
GTEX-14PJ4	59	0	67
GTEX-1F75B	107	0	140
GTEX-11NUK	54	0	69
GTEX-XQ8I	46	0	55
GTEX-147F4	71	0	81
GTEX-QV31	34	0	40
GTEX-1AX9K	102	0	124
GTEX-1B933	70	0	79
GTEX-11VI4	38	0	44
GTEX-XUW1	62	0	83
GTEX-1GZ2Q	65	0	76
GTEX-12ZZY	54	0	62
GTEX-1C6WA	95	0	120
GTEX-XUZC	36	0	42
GTEX-XBEW	89	0	102
GTEX-R53T	73	0	95
GTEX-183FY	52	0	60
GTEX-111FC	67	0	80
GTEX-UTHO	52	0	64
GTEX-ZLV1	75	0	85
GTEX-ZUA1	69	0	88
GTEX-1GF9W	64	0	73
GTEX-18A6Q	108	0	135
GTEX-17EUY	36	0	47
GTEX-1I4MK	64	0	83
GTEX-X8HC	69	0	84
GTEX-11EM3	58	0	76
GTEX-16NPX	102	0	119
GTEX-1GPI7	71	0	82
GTEX-OHPL	60	0	76
GTEX-1QPFJ	19	0	20
GTEX-12C56	54	0	67
GTEX-TSE9	176	0	210
GTEX-ZYFG	40	0	46
GTEX-W5WG	95	0	119
GTEX-SN8G	152	0	189
GTEX-18D9A	61	0	72
GTEX-U8T8	42	0	56
