individual	chr2:151513693:151513826:cluster67357	chr2:151513693:151514292:cluster67357	chr2:151513693:151514318:cluster67357	chr2:151513943:151514318:cluster67357	chr2:151513946:151514318:cluster67357
GTEX-RN64	4	73	8656	2	2
GTEX-13OVL	1	0	8957	0	0
GTEX-QEG4	0	0	6433	1	0
GTEX-YEC4	1	0	7188	0	0
GTEX-1QW4Y	2	0	7678	0	0
GTEX-Y8E4	1	0	11191	0	1
GTEX-1KD4Q	0	0	9508	1	1
GTEX-13X6I	1	0	3912	0	0
GTEX-WHPG	2	0	12877	2	0
GTEX-1KXAM	2	0	12472	3	0
GTEX-14A6H	1	0	8639	0	0
GTEX-13W46	2	0	8680	1	0
GTEX-13OW5	0	0	5897	1	0
GTEX-U3ZG	0	0	3403	0	0
GTEX-139T4	0	0	3296	0	0
GTEX-13NZA	1	0	9589	0	0
GTEX-XPT6	0	0	5404	1	0
GTEX-146FR	1	0	10111	1	0
GTEX-1AX9I	2	0	9766	1	0
GTEX-17F96	1	0	8680	0	1
GTEX-1B8KE	1	0	7402	1	1
GTEX-ZVT2	1	0	5579	1	0
GTEX-R55D	2	0	14275	1	0
GTEX-1JN76	0	0	5624	1	0
GTEX-X4XX	1	0	12750	1	0
GTEX-1RQEC	3	0	15456	0	1
GTEX-Y5V5	5	0	37625	2	0
GTEX-1S5VW	2	0	18078	2	0
GTEX-1C64N	1	0	13975	0	1
GTEX-ZPIC	1	0	6695	0	0
GTEX-13S7M	1	0	9216	0	0
GTEX-ZAB5	0	0	8681	1	0
GTEX-17MFQ	1	0	8208	0	0
GTEX-T5JW	0	0	5460	1	0
GTEX-TMZS	0	0	2766	0	0
GTEX-14753	1	0	6734	0	0
GTEX-139T6	1	0	9413	0	0
GTEX-15UF6	1	0	4472	0	0
GTEX-131XW	1	0	9412	0	0
GTEX-11EMC	0	0	13789	2	1
GTEX-15UF7	0	0	14930	2	0
GTEX-P4PP	0	0	6505	1	0
GTEX-1PPGY	2	0	12310	0	0
GTEX-1C6VQ	1	0	7386	0	1
GTEX-14PJ4	1	0	4776	1	0
GTEX-1F75B	2	0	13582	0	1
GTEX-1QP6S	1	0	10783	0	1
GTEX-11NUK	2	0	9268	0	0
GTEX-1AX9K	0	0	7599	1	0
GTEX-1313W	2	0	10509	0	0
GTEX-12ZZY	2	0	8003	0	0
GTEX-1GMR3	1	0	11829	1	1
GTEX-OIZI	1	0	8973	0	0
GTEX-XUZC	0	0	3079	0	0
GTEX-18A7B	3	0	15229	2	0
GTEX-XBEW	1	0	6746	0	0
GTEX-R53T	1	0	7783	0	0
GTEX-111FC	1	0	6910	0	0
GTEX-1KD5A	3	0	14606	3	1
GTEX-1S83E	2	0	10063	2	0
GTEX-ZDYS	1	0	4483	1	0
GTEX-ZUA1	1	0	10654	0	0
GTEX-1LGOU	1	0	5083	0	0
GTEX-X8HC	2	0	9432	0	1
GTEX-131XG	1	0	6519	1	0
GTEX-1JMQJ	3	0	12718	0	0
GTEX-15ETS	2	0	9769	2	0
GTEX-WK11	0	0	13515	2	1
GTEX-Y8DK	1	0	11636	1	0
GTEX-1QPFJ	0	0	2218	0	0
GTEX-12C56	1	0	7824	1	0
GTEX-TSE9	0	0	10601	1	0
GTEX-13O3O	0	0	10421	1	0
GTEX-1LH75	1	0	7794	1	0
GTEX-T5JC	0	0	8520	1	0
GTEX-ZF2S	1	0	10356	0	1
GTEX-11ZUS	2	0	8311	0	1
GTEX-1F75A	1	0	10450	0	0
GTEX-13O3Q	0	0	6036	1	0
GTEX-146FQ	0	0	6070	1	0
GTEX-13U4I	1	0	6822	0	0
GTEX-RNOR	1	0	9926	1	0
GTEX-R3RS	0	0	11042	1	0
GTEX-1B97I	0	0	5962	1	0
GTEX-1A3MX	2	0	10349	1	0
GTEX-XOT4	2	0	8330	1	0
GTEX-PLZ4	1	0	4148	0	0
GTEX-17GQL	3	0	12433	0	1
GTEX-OXRK	0	0	5132	1	0
GTEX-WRHK	1	0	10059	0	0
GTEX-QEG5	1	0	9675	0	0
GTEX-17HII	1	0	7904	1	0
GTEX-1E1VI	2	0	9171	0	0
GTEX-11ZVC	0	0	17764	2	0
GTEX-ZZ64	2	0	8399	2	0
GTEX-11OF3	0	0	8387	1	0
GTEX-1P4AB	2	0	9434	2	1
GTEX-ZF3C	2	0	8679	0	0
GTEX-14BIL	2	0	16034	0	0
GTEX-18A67	1	0	14384	0	0
GTEX-1GMRU	2	0	13015	0	0
GTEX-1A3MW	0	0	7763	1	0
GTEX-13FH7	1	0	4806	1	0
GTEX-1R9PN	2	0	19044	1	3
GTEX-1AMFI	0	0	8393	1	0
GTEX-S32W	0	0	6460	1	0
GTEX-18D9U	1	0	9961	2	0
GTEX-1LVA9	1	0	8749	0	0
GTEX-1MUQO	1	0	8320	0	0
GTEX-15D79	2	0	9165	1	0
GTEX-13OVH	1	0	8704	1	0
GTEX-1EU9M	1	0	16849	1	0
GTEX-11ZTS	1	0	6135	0	0
GTEX-13N1W	0	0	7879	1	0
GTEX-16MT8	3	0	16101	0	0
GTEX-111VG	1	0	10620	2	0
GTEX-ZWKS	1	0	7004	1	0
GTEX-Q2AG	0	0	2837	0	0
GTEX-1F7RK	1	0	7080	1	0
GTEX-OOBK	0	0	5405	1	0
GTEX-1LVAO	0	0	1950	0	0
GTEX-Y9LG	1	0	10077	0	0
GTEX-1EWIQ	1	0	11487	1	0
GTEX-1ICLZ	0	0	1487	0	0
GTEX-1M5QR	1	0	10240	1	0
GTEX-1JN6P	1	0	11231	1	0
GTEX-P4PQ	0	0	16029	1	1
GTEX-1AMEY	1	0	8885	0	0
GTEX-1IDJF	3	0	13987	1	1
GTEX-OXRP	1	0	5844	0	0
GTEX-1QAET	0	0	9028	1	0
GTEX-1314G	1	0	10523	0	0
GTEX-PLZ6	1	0	3532	0	0
GTEX-YB5K	2	0	6859	1	0
GTEX-1PDJ9	1	0	4772	0	0
GTEX-13SLW	0	0	4942	1	0
GTEX-16GPK	1	0	6782	0	0
GTEX-1PIEJ	1	0	4648	0	0
GTEX-132Q8	0	0	3360	0	0
GTEX-11TT1	0	0	3370	0	0
GTEX-18A7A	1	0	12112	1	1
GTEX-WHSB	2	0	12139	0	0
GTEX-1RQED	1	0	8476	2	0
GTEX-ZAK1	1	0	6550	0	0
GTEX-1GZ4I	1	0	11628	0	0
GTEX-13OW8	0	0	11128	1	0
GTEX-R55G	0	0	1045	0	0
GTEX-145MH	1	0	7901	2	0
GTEX-1E2YA	1	0	11654	0	0
GTEX-N7MS	1	0	6782	0	1
GTEX-144GM	1	0	9246	0	0
GTEX-14PII	2	0	8001	1	0
GTEX-13OW6	1	0	8147	0	0
GTEX-ZPCL	1	0	8081	0	0
GTEX-WOFM	2	0	13560	0	0
GTEX-U3ZM	2	0	6915	1	0
GTEX-1A8G6	2	0	11297	2	1
GTEX-14PN4	1	0	3646	0	0
GTEX-WFON	1	0	7292	1	0
GTEX-SNMC	1	0	10058	0	0
GTEX-T6MN	0	0	3184	0	0
GTEX-14PJ2	1	0	6419	0	0
GTEX-1128S	1	0	9716	1	0
GTEX-QVJO	1	0	5187	0	0
GTEX-147JS	1	0	9735	0	1
GTEX-144GL	0	0	10882	1	0
GTEX-R55C	0	0	3486	0	0
GTEX-1MCQQ	1	0	11193	0	0
GTEX-11NSD	1	0	6772	0	0
GTEX-14PJM	1	0	9370	0	0
GTEX-1B8KZ	1	0	10523	0	0
GTEX-1445S	1	0	11995	0	0
GTEX-15SKB	0	0	10964	1	0
GTEX-U8XE	1	0	5406	0	0
GTEX-1BAJH	1	0	11971	0	0
GTEX-WY7C	1	0	9114	2	0
GTEX-14LLW	0	0	6331	1	0
GTEX-VUSG	1	0	8031	0	0
GTEX-13QIC	1	0	5435	1	0
GTEX-12WSL	1	0	9279	0	1
GTEX-12KS4	1	0	8696	0	1
GTEX-11I78	0	0	6772	1	0
GTEX-1GMR8	2	0	14312	0	1
GTEX-1GPI6	1	0	5999	0	0
GTEX-X4EO	2	0	13239	1	0
GTEX-111YS	1	0	7272	1	0
GTEX-13111	1	0	5517	0	0
GTEX-14PK6	1	0	7923	0	0
GTEX-1CAMQ	1	0	10436	0	0
GTEX-14JG1	0	0	10725	1	0
GTEX-ZA64	1	0	9457	2	0
GTEX-1PIIG	2	0	11193	0	0
GTEX-17JCI	1	0	10266	0	0
GTEX-1JJ6O	0	0	6398	1	0
GTEX-WHSE	0	0	7744	1	1
GTEX-1LG7Y	3	0	18350	1	0
GTEX-OIZF	1	0	8542	0	0
GTEX-14XAO	0	0	2086	0	0
GTEX-13D11	2	0	8410	0	1
GTEX-14C39	1	0	8419	0	0
GTEX-1B8SF	0	0	14556	2	0
GTEX-17EVP	2	0	8902	1	1
GTEX-147GR	0	0	4855	1	0
GTEX-1F48J	1	0	13316	1	0
GTEX-ZVT4	0	0	8655	1	0
GTEX-1R9K5	2	0	11365	0	0
GTEX-12WSF	1	0	6631	0	0
GTEX-12584	0	0	12956	2	0
GTEX-1R9JW	2	0	8208	1	0
GTEX-16NPV	0	0	3537	0	0
GTEX-QESD	1	0	7025	0	1
GTEX-11O72	0	0	13817	2	0
GTEX-Q734	0	0	10752	1	0
GTEX-1A8G7	2	0	17368	2	0
GTEX-1B932	1	0	8359	0	0
GTEX-14DAQ	1	0	14685	2	1
GTEX-1S82U	0	0	9920	1	0
GTEX-ZEX8	1	0	6148	0	0
GTEX-WL46	1	0	10213	0	0
GTEX-1R7EV	2	0	8334	1	0
GTEX-RUSQ	0	0	2974	0	0
GTEX-YFC4	1	0	8559	1	1
GTEX-1JKYR	2	0	10132	0	1
GTEX-1477Z	0	0	10979	1	0
GTEX-17F97	2	0	10109	2	0
GTEX-ZVE2	0	0	6812	1	0
GTEX-13PVQ	0	0	8896	1	0
GTEX-Z9EW	1	0	5666	1	0
GTEX-11GS4	1	0	5932	0	0
GTEX-1QP28	1	0	3873	0	0
GTEX-13OW7	0	0	13200	2	0
