individual	chr8:30607150:30612299:cluster25994	chr8:30607150:30614608:cluster25994	chr8:30612481:30613326:cluster25994	chr8:30612481:30614608:cluster25994
GTEX-Y5LM	32	15	0	44
GTEX-139TU	13	0	1	14
GTEX-ZYY3	18	0	1	16
GTEX-UPJH	11	0	0	11
GTEX-11P82	49	0	1	43
GTEX-R55E	14	0	0	15
GTEX-YEC4	20	0	1	21
GTEX-1QW4Y	40	0	1	33
GTEX-Y8E4	48	0	3	45
GTEX-12WSM	13	0	0	12
GTEX-13PL7	28	0	1	30
GTEX-13OVJ	19	0	0	15
GTEX-ZQG8	26	0	0	22
GTEX-14BMV	9	0	0	7
GTEX-U4B1	26	0	0	22
GTEX-Y5V5	47	0	1	48
GTEX-P78B	21	0	1	22
GTEX-13S7M	4	0	0	4
GTEX-17MFQ	12	0	0	11
GTEX-TMZS	5	0	0	3
GTEX-1LC47	70	0	4	60
GTEX-14753	18	0	0	17
GTEX-1MJK3	21	0	1	23
GTEX-ZDXO	13	0	0	13
GTEX-1I6K7	19	0	1	21
GTEX-131XW	8	0	0	8
GTEX-1399R	15	0	1	13
GTEX-15UF7	60	0	2	54
GTEX-113JC	10	0	0	8
GTEX-1PPGY	16	0	1	15
GTEX-13CF2	14	0	0	10
GTEX-13RTK	27	0	1	23
GTEX-ZXG5	18	0	0	18
GTEX-147F4	14	0	0	14
GTEX-QV31	12	0	0	13
GTEX-1AX9K	32	0	1	30
GTEX-XUW1	13	0	0	9
GTEX-1GZ2Q	12	0	1	10
GTEX-12ZZY	12	0	0	11
GTEX-XQ3S	11	0	0	10
GTEX-1C6WA	23	0	1	23
GTEX-18A7B	15	0	1	14
GTEX-13X6J	14	0	0	11
GTEX-1KD5A	19	0	0	18
GTEX-1LSNL	9	0	0	7
GTEX-UTHO	32	0	2	25
GTEX-ZDYS	19	0	1	13
GTEX-ZLV1	40	0	1	32
GTEX-OHPN	66	0	3	67
GTEX-ZUA1	11	0	0	8
GTEX-X8HC	21	0	1	20
GTEX-1MCYP	52	0	1	46
GTEX-16NPX	13	0	0	9
GTEX-WK11	24	0	1	17
GTEX-1RAZR	36	0	2	38
GTEX-Y8DK	21	0	1	17
GTEX-OHPL	31	0	2	34
GTEX-1211K	27	0	1	27
GTEX-TSE9	31	0	1	31
GTEX-1ICG6	69	0	2	56
GTEX-1N2DW	15	0	0	13
GTEX-1K2DA	83	0	4	60
GTEX-QEL4	18	0	0	14
GTEX-ZV6S	48	0	3	45
GTEX-WEY5	50	0	3	48
GTEX-11ZUS	22	0	1	19
GTEX-1F75A	19	0	1	21
GTEX-P44G	6	0	0	6
GTEX-14LZ3	33	0	1	22
GTEX-13O3Q	10	0	0	10
GTEX-13N2G	46	0	3	38
GTEX-WYJK	51	0	2	43
GTEX-R3RS	34	0	1	24
GTEX-1FIGZ	16	0	0	14
GTEX-15RIG	23	0	1	19
GTEX-17HGU	17	0	0	16
GTEX-1C6VR	16	0	1	11
GTEX-1JMQI	67	0	3	60
GTEX-1KWVE	8	0	0	7
GTEX-PWCY	28	0	2	26
GTEX-14BIL	13	0	1	13
GTEX-YEC3	37	0	1	27
GTEX-O5YT	62	0	2	51
GTEX-S32W	41	0	3	42
GTEX-18D9U	39	0	2	35
GTEX-1MUQO	42	0	2	40
GTEX-15D79	15	0	0	14
GTEX-13OVH	28	0	1	22
GTEX-13N1W	10	0	0	11
GTEX-16MT8	33	0	2	25
GTEX-1F7RK	16	0	1	14
GTEX-1QEPI	22	0	0	21
GTEX-ZC5H	31	0	1	33
GTEX-1LVAO	53	0	1	41
GTEX-1EWIQ	13	0	1	14
GTEX-1M5QR	43	0	2	39
GTEX-1JN6P	16	0	1	16
GTEX-ZT9X	56	0	4	49
GTEX-P4PQ	43	0	1	33
GTEX-1IDJF	37	0	1	36
GTEX-1S82Y	29	0	2	24
GTEX-1RB15	18	0	1	21
GTEX-YB5K	11	0	0	10
GTEX-16GPK	8	0	0	8
GTEX-1PIEJ	41	0	2	43
GTEX-13112	13	0	0	13
GTEX-18A7A	9	0	0	10
GTEX-WOFL	69	0	3	48
GTEX-R55G	11	0	0	11
GTEX-145MH	13	0	0	12
GTEX-1E2YA	11	0	0	12
GTEX-13X6H	22	0	1	21
GTEX-1F52S	18	0	1	19
GTEX-12WSJ	23	0	0	20
GTEX-X5EB	5	0	0	6
GTEX-16XZZ	60	0	4	52
GTEX-T8EM	55	0	2	49
GTEX-1LG7Z	39	0	2	32
GTEX-RWSA	15	0	0	15
GTEX-1A8G6	25	0	1	18
GTEX-1GZHY	12	0	0	12
GTEX-QVJO	25	0	1	27
GTEX-QCQG	47	0	3	36
GTEX-R55C	19	0	0	17
GTEX-1GF9U	39	0	2	27
GTEX-139YR	27	0	1	24
GTEX-1445S	18	0	1	17
GTEX-1BAJH	9	0	0	8
GTEX-12KS4	14	0	0	14
GTEX-11I78	15	0	1	17
GTEX-1GPI6	10	0	0	9
GTEX-1GN1U	13	0	0	13
GTEX-X4EO	18	0	0	18
GTEX-14H4A	29	0	1	24
GTEX-1O9I2	14	0	0	12
GTEX-XMD2	31	0	1	23
GTEX-144FL	37	0	2	40
GTEX-1B8L1	11	0	0	8
GTEX-ZYFD	9	0	0	8
GTEX-14JG1	8	0	0	6
GTEX-ZA64	20	0	1	22
GTEX-1PIIG	21	0	1	23
GTEX-ZVE1	37	0	1	29
GTEX-11XUK	21	0	1	18
GTEX-REY6	7	0	0	5
GTEX-WRHU	19	0	0	18
GTEX-15DZA	37	0	2	39
