individual	chr15:75607313:75609558:cluster66476	chr15:75607313:75609890:cluster66476	chr15:75609651:75609890:cluster66476
GTEX-O5YT	24	22	42
GTEX-13OVL	51	0	54
GTEX-139TU	38	0	43
GTEX-ZYY3	28	0	28
GTEX-QEG4	38	0	39
GTEX-R55E	39	0	41
GTEX-YB5E	36	0	40
GTEX-ZYT6	43	0	45
GTEX-1QW4Y	95	0	93
GTEX-1KD4Q	54	0	54
GTEX-14A6H	24	0	25
GTEX-13OVJ	26	0	25
GTEX-13W46	50	0	53
GTEX-1F88E	33	0	35
GTEX-1C475	33	0	36
GTEX-14BMV	39	0	40
GTEX-XPT6	70	0	68
GTEX-1F75W	40	0	39
GTEX-146FR	64	0	66
GTEX-1AX9I	41	0	42
GTEX-17F96	55	0	52
GTEX-1KANA	66	0	71
GTEX-R55D	76	0	80
GTEX-1S5VW	75	0	81
GTEX-1C64N	69	0	77
GTEX-S33H	70	0	69
GTEX-ZPIC	15	0	17
GTEX-1122O	43	0	48
GTEX-1LB8K	63	0	70
GTEX-17MFQ	27	0	28
GTEX-TMZS	13	0	15
GTEX-1LC47	73	0	81
GTEX-12ZZZ	23	0	25
GTEX-X4XY	32	0	30
GTEX-P4PP	37	0	38
GTEX-1CB4H	18	0	18
GTEX-1C6VQ	31	0	33
GTEX-XQ8I	24	0	25
GTEX-147F4	41	0	43
GTEX-QV31	15	0	17
GTEX-11VI4	50	0	56
GTEX-XUW1	31	0	31
GTEX-12ZZY	34	0	33
GTEX-OIZI	38	0	38
GTEX-1JKYN	26	0	26
GTEX-R53T	53	0	51
GTEX-183FY	48	0	51
GTEX-145LU	49	0	56
GTEX-1LNCM	30	0	32
GTEX-1LSNL	47	0	51
GTEX-1S83E	68	0	69
GTEX-ZLV1	89	0	95
GTEX-OHPN	74	0	83
GTEX-ZUA1	52	0	50
GTEX-1GF9W	32	0	32
GTEX-18A6Q	58	0	58
GTEX-13FTZ	59	0	61
GTEX-1L5NE	52	0	52
GTEX-1I4MK	66	0	63
GTEX-13FTY	49	0	48
GTEX-1PPH7	62	0	62
GTEX-1F5PL	42	0	41
GTEX-WK11	66	0	69
GTEX-1GPI7	59	0	59
GTEX-1S82P	45	0	51
GTEX-1211K	43	0	41
GTEX-TSE9	38	0	43
GTEX-W5WG	59	0	64
GTEX-PLZ5	62	0	59
GTEX-13O3O	34	0	36
GTEX-1K2DA	94	0	97
GTEX-18D9A	60	0	67
GTEX-1LH75	25	0	24
GTEX-U8T8	41	0	42
GTEX-139UW	57	0	55
GTEX-13N2G	80	0	77
GTEX-146FQ	82	0	83
GTEX-13U4I	53	0	57
GTEX-13G51	36	0	41
GTEX-RNOR	47	0	50
GTEX-ZDTS	38	0	42
GTEX-1A3MX	32	0	36
GTEX-1FIGZ	36	0	39
GTEX-11ZVC	40	0	40
GTEX-15G1A	73	0	80
GTEX-1R46S	33	0	38
GTEX-ZV68	62	0	63
GTEX-11UD2	34	0	32
GTEX-17EVQ	39	0	39
GTEX-1GMRU	63	0	60
GTEX-X261	44	0	43
GTEX-YEC3	47	0	53
GTEX-1269C	60	0	64
GTEX-1AMFI	42	0	44
GTEX-S32W	26	0	25
GTEX-1R9PM	48	0	54
GTEX-18D9U	84	0	89
GTEX-117YW	48	0	48
GTEX-1AX9J	30	0	29
GTEX-1QEPI	54	0	58
GTEX-ZC5H	38	0	37
GTEX-11EI6	54	0	57
GTEX-17KNJ	31	0	33
GTEX-1A8FM	48	0	50
GTEX-15RIF	102	0	108
GTEX-XPVG	59	0	56
GTEX-1JN6P	41	0	46
GTEX-ZT9X	58	0	57
GTEX-1IDJF	66	0	71
GTEX-1S82Y	69	0	78
GTEX-1QAET	46	0	45
GTEX-13O21	26	0	30
GTEX-1RB15	53	0	52
GTEX-1314G	55	0	59
GTEX-PLZ6	18	0	20
GTEX-QDVN	36	0	34
GTEX-132Q8	24	0	27
GTEX-13112	43	0	44
GTEX-11TT1	22	0	24
GTEX-1RQED	60	0	68
GTEX-ZAK1	48	0	47
GTEX-145MH	34	0	32
GTEX-1E2YA	36	0	41
GTEX-1F52S	50	0	53
GTEX-1IDJE	51	0	51
GTEX-1LVAM	46	0	52
GTEX-14PJ5	62	0	59
GTEX-1R9PO	50	0	56
GTEX-16XZZ	78	0	86
GTEX-1K2DU	80	0	80
GTEX-15ER7	127	0	138
GTEX-13OW6	36	0	34
GTEX-1R7EU	37	0	36
GTEX-1C4CL	32	0	32
GTEX-13VXU	55	0	52
GTEX-T6MN	13	0	14
GTEX-14PJ2	26	0	26
GTEX-RN64	35	0	33
GTEX-147JS	35	0	37
GTEX-13RTJ	23	0	25
GTEX-1MCQQ	34	0	33
GTEX-1GF9U	37	0	40
GTEX-14PJM	40	0	42
GTEX-1B8KZ	47	0	50
GTEX-1MA7W	57	0	54
GTEX-WY7C	78	0	77
GTEX-VUSG	67	0	73
GTEX-13QIC	32	0	30
GTEX-11ZTT	42	0	40
GTEX-12KS4	40	0	43
GTEX-13111	55	0	61
GTEX-139TS	62	0	70
GTEX-14PK6	49	0	56
GTEX-1O9I2	29	0	31
GTEX-144FL	46	0	48
GTEX-14JG1	45	0	50
GTEX-WRHU	89	0	87
GTEX-Y8LW	24	0	22
GTEX-YECK	52	0	56
GTEX-1F88F	65	0	63
GTEX-1GN2E	35	0	33
GTEX-15DZA	73	0	80
GTEX-13CF3	23	0	26
GTEX-12584	30	0	33
GTEX-1CB4I	45	0	51
GTEX-1R9JW	49	0	48
GTEX-15DCD	78	0	86
GTEX-16NPV	35	0	35
GTEX-1399S	40	0	39
GTEX-P4QT	56	0	63
GTEX-13X6K	33	0	33
GTEX-Q734	44	0	47
GTEX-1B932	65	0	70
GTEX-RM2N	28	0	30
GTEX-14DAQ	75	0	78
GTEX-WFG7	39	0	39
GTEX-12WSN	53	0	55
GTEX-13FHO	41	0	42
GTEX-1R7EV	34	0	35
GTEX-U3ZH	37	0	41
GTEX-YFC4	44	0	45
GTEX-1GTWX	15	0	17
GTEX-VJWN	36	0	35
GTEX-15UKP	58	0	63
GTEX-17F97	62	0	68
GTEX-13NZB	49	0	51
GTEX-PSDG	45	0	51
GTEX-ZVE2	47	0	50
GTEX-Z9EW	34	0	34
GTEX-1QP67	70	0	69
GTEX-ZVT3	42	0	44
GTEX-1QP28	39	0	44
