individual	chr6:83352139:83398367:cluster15655	chr6:83352139:83407768:cluster15655	chr6:83398516:83407768:cluster15655
GTEX-17F97	39	46	30
GTEX-1IDJC	83	0	64
GTEX-13OVL	56	0	42
GTEX-139TU	73	0	54
GTEX-ZYY3	74	0	60
GTEX-11P82	117	0	92
GTEX-QEG4	41	0	30
GTEX-YEC4	48	0	41
GTEX-YB5E	53	0	41
GTEX-SUCS	66	0	49
GTEX-ZYT6	43	0	35
GTEX-1QW4Y	141	0	97
GTEX-Y8E4	113	0	81
GTEX-15EO6	106	0	85
GTEX-YF7O	44	0	34
GTEX-WHPG	90	0	62
GTEX-1CAMR	135	0	106
GTEX-1KXAM	96	0	79
GTEX-14A6H	81	0	59
GTEX-13OW5	48	0	37
GTEX-1K9T9	45	0	32
GTEX-14C38	55	0	38
GTEX-14BMV	28	0	21
GTEX-XPT6	98	0	78
GTEX-U4B1	46	0	37
GTEX-1AX9I	66	0	53
GTEX-17F96	131	0	101
GTEX-14JG6	62	0	50
GTEX-1KANA	86	0	65
GTEX-R55D	85	0	61
GTEX-Y5V5	141	0	100
GTEX-1C64N	71	0	54
GTEX-16YQH	58	0	42
GTEX-14PQA	59	0	45
GTEX-S33H	99	0	71
GTEX-13JVG	59	0	40
GTEX-13S7M	10	0	8
GTEX-1122O	14	0	9
GTEX-ZAB5	72	0	52
GTEX-17MFQ	60	0	46
GTEX-11TTK	27	0	20
GTEX-T5JW	47	0	35
GTEX-TMZS	17	0	15
GTEX-1LC47	87	0	68
GTEX-11DXX	81	0	64
GTEX-1MJK3	59	0	51
GTEX-13FTX	60	0	42
GTEX-ZDXO	36	0	27
GTEX-1399R	64	0	44
GTEX-15UF7	104	0	77
GTEX-113JC	20	0	14
GTEX-13RTK	58	0	41
GTEX-ZXG5	64	0	46
GTEX-1CB4H	27	0	20
GTEX-PWN1	36	0	27
GTEX-1C6VQ	34	0	25
GTEX-1OFPY	45	0	35
GTEX-1F75B	86	0	68
GTEX-1QP6S	44	0	38
GTEX-147F4	25	0	18
GTEX-1B933	44	0	36
GTEX-XUW1	29	0	25
GTEX-1GZ2Q	46	0	40
GTEX-1313W	44	0	30
GTEX-12ZZY	32	0	28
GTEX-1GMR3	70	0	56
GTEX-1C6WA	50	0	43
GTEX-1JKYN	43	0	30
GTEX-XUZC	40	0	34
GTEX-183FY	91	0	73
GTEX-145LU	51	0	39
GTEX-13X6J	68	0	51
GTEX-1KD5A	85	0	66
GTEX-1LSNL	32	0	27
GTEX-UTHO	41	0	30
GTEX-ZLV1	100	0	81
GTEX-1GF9W	85	0	70
GTEX-13FTZ	47	0	35
GTEX-17EUY	39	0	34
GTEX-11EM3	55	0	44
GTEX-131XG	57	0	46
GTEX-1JMQJ	44	0	33
GTEX-15ETS	94	0	71
GTEX-1PPH7	46	0	32
GTEX-1GPI7	73	0	53
GTEX-1RAZR	168	0	123
GTEX-1S82P	51	0	43
GTEX-OHPL	63	0	49
GTEX-1QPFJ	14	0	11
GTEX-ZYFG	51	0	40
GTEX-1ICG6	49	0	41
GTEX-13O3O	50	0	39
GTEX-1K2DA	173	0	126
GTEX-ZF2S	58	0	50
GTEX-14BMU	90	0	62
GTEX-1399T	53	0	42
GTEX-11ZUS	54	0	43
GTEX-131XF	75	0	53
GTEX-1F75A	72	0	61
GTEX-P44G	36	0	26
GTEX-XGQ4	36	0	25
GTEX-WYJK	78	0	61
GTEX-ZDTS	26	0	20
GTEX-XOT4	48	0	40
GTEX-11GSO	65	0	47
GTEX-15RIG	129	0	105
GTEX-13FTW	40	0	34
GTEX-17HII	35	0	24
GTEX-1339X	47	0	34
GTEX-15G1A	75	0	55
GTEX-ZZ64	58	0	49
GTEX-11OF3	49	0	39
GTEX-1R46S	38	0	30
GTEX-1P4AB	52	0	44
GTEX-1M4P7	18	0	12
GTEX-17EVQ	30	0	25
GTEX-ZF3C	104	0	74
GTEX-PWCY	61	0	52
GTEX-Y111	28	0	22
GTEX-18A67	125	0	95
GTEX-OIZH	99	0	70
GTEX-YEC3	85	0	67
GTEX-11ZU8	48	0	39
GTEX-18D9U	115	0	85
GTEX-1LVA9	51	0	38
GTEX-1MUQO	109	0	84
GTEX-145MO	63	0	49
GTEX-WYVS	97	0	82
GTEX-16BQI	103	0	83
GTEX-111VG	56	0	42
GTEX-1F6IF	83	0	58
GTEX-1AX9J	73	0	57
GTEX-Y9LG	63	0	47
GTEX-Y5LM	54	0	44
GTEX-11EI6	53	0	41
GTEX-QDT8	61	0	43
GTEX-V1D1	51	0	35
GTEX-15RIF	82	0	56
GTEX-1M5QR	97	0	75
GTEX-XPVG	99	0	72
GTEX-1JN6P	99	0	77
GTEX-ZT9X	87	0	68
GTEX-P4PQ	114	0	89
GTEX-1AMEY	93	0	70
GTEX-1GN73	102	0	72
GTEX-RTLS	65	0	45
GTEX-14E6D	55	0	39
GTEX-18A66	50	0	40
GTEX-15CHC	41	0	32
GTEX-13O21	97	0	73
GTEX-1QCLZ	64	0	53
GTEX-ZTPG	45	0	35
GTEX-YB5K	54	0	37
GTEX-16GPK	62	0	47
GTEX-WHSB	86	0	60
GTEX-1RQED	35	0	24
GTEX-1GZ4I	64	0	44
GTEX-R55G	17	0	14
GTEX-1A3MV	76	0	56
GTEX-1R9PO	117	0	81
GTEX-X5EB	53	0	40
GTEX-1K2DU	84	0	71
GTEX-15ER7	215	0	155
GTEX-T8EM	168	0	125
GTEX-U3ZM	90	0	73
GTEX-14PN4	25	0	21
GTEX-WFON	113	0	88
GTEX-13PLJ	8	0	5
GTEX-1128S	48	0	33
GTEX-1QP66	116	0	88
GTEX-1GZHY	66	0	48
GTEX-R55C	35	0	25
GTEX-1MCQQ	29	0	22
GTEX-1GF9U	46	0	31
GTEX-11NSD	82	0	57
GTEX-14PJM	38	0	30
GTEX-139YR	57	0	39
GTEX-1445S	57	0	46
GTEX-15SKB	82	0	60
GTEX-U8XE	105	0	73
GTEX-WY7C	95	0	80
GTEX-VUSG	41	0	29
GTEX-11ZTT	48	0	40
GTEX-12KS4	75	0	55
GTEX-1GMR8	42	0	35
GTEX-1GPI6	43	0	35
GTEX-Z93S	59	0	45
GTEX-1GN1U	84	0	66
GTEX-X4EO	65	0	46
GTEX-14H4A	38	0	30
GTEX-1O9I2	37	0	27
GTEX-1CAMQ	31	0	24
GTEX-XMD2	40	0	33
GTEX-13QJ3	90	0	62
GTEX-ZYFD	25	0	17
GTEX-ZA64	69	0	56
GTEX-1PIIG	72	0	50
GTEX-11XUK	46	0	39
GTEX-REY6	32	0	25
GTEX-Y8LW	36	0	26
GTEX-13OVG	44	0	33
GTEX-12ZZX	45	0	34
GTEX-1F88F	24	0	21
GTEX-14XAO	31	0	26
GTEX-1GN2E	38	0	32
GTEX-ZZPU	88	0	63
GTEX-14E6E	62	0	52
GTEX-17EVP	54	0	43
GTEX-13CF3	28	0	19
GTEX-1F48J	42	0	30
GTEX-12WSF	25	0	18
GTEX-12584	53	0	46
GTEX-WWTW	35	0	26
GTEX-13X6K	50	0	36
GTEX-1A8G7	73	0	60
GTEX-1B932	89	0	75
GTEX-TKQ2	163	0	120
GTEX-RM2N	90	0	68
GTEX-14DAQ	62	0	48
GTEX-ZEX8	129	0	97
GTEX-1GF9V	39	0	33
GTEX-WFG8	62	0	48
GTEX-1R7EV	45	0	32
GTEX-146FH	43	0	32
GTEX-1ICLY	40	0	35
GTEX-1JKYR	123	0	88
GTEX-Q2AI	37	0	30
GTEX-Y5V6	45	0	31
GTEX-VJWN	57	0	40
GTEX-15UKP	16	0	14
GTEX-13NZB	86	0	60
GTEX-17HHY	54	0	41
GTEX-13O3P	87	0	62
GTEX-11GS4	31	0	22
