individual	chr21:43798049:43799570:cluster13345	chr21:43798100:43798224:cluster13345	chr21:43798100:43799570:cluster13345
GTEX-T5JC	27	0	13
GTEX-1IDJD	1	1	121
GTEX-14ABY	0	0	32
GTEX-13OVL	0	0	22
GTEX-UPJH	0	0	37
GTEX-11P82	1	0	105
GTEX-QEG4	0	0	19
GTEX-14JIY	0	0	33
GTEX-R55E	0	0	13
GTEX-147F3	0	0	32
GTEX-YEC4	0	0	42
GTEX-ZYT6	0	0	24
GTEX-1QW4Y	0	0	46
GTEX-1KD4Q	0	0	38
GTEX-12WSM	0	0	23
GTEX-13X6I	0	0	43
GTEX-14PJO	1	1	94
GTEX-13PL7	0	0	50
GTEX-13OW5	0	0	33
GTEX-13NZA	0	0	41
GTEX-1C475	0	0	53
GTEX-XBED	0	0	49
GTEX-14BMV	0	0	19
GTEX-1F75W	0	0	41
GTEX-1AX9I	0	0	19
GTEX-1B8KE	0	0	47
GTEX-14JG6	0	0	51
GTEX-1KANA	0	0	45
GTEX-X4XX	0	0	39
GTEX-1RQEC	0	0	54
GTEX-1C64N	0	0	48
GTEX-16YQH	0	0	29
GTEX-S33H	0	0	45
GTEX-ZPIC	0	0	55
GTEX-1CB4G	0	0	26
GTEX-SIU8	0	0	32
GTEX-P78B	0	0	56
GTEX-13S7M	0	0	20
GTEX-ZAB5	0	0	49
GTEX-1LB8K	0	0	43
GTEX-15SHU	0	0	52
GTEX-17MFQ	0	0	20
GTEX-11TTK	0	0	37
GTEX-T5JW	0	0	54
GTEX-TMZS	0	0	15
GTEX-139T6	0	0	37
GTEX-13PL6	0	0	20
GTEX-12ZZZ	0	0	24
GTEX-13FTX	0	0	52
GTEX-RWS6	0	0	30
GTEX-ZDXO	0	0	30
GTEX-11EMC	0	0	44
GTEX-1399R	0	0	42
GTEX-113JC	0	0	26
GTEX-1PPGY	0	0	53
GTEX-1CB4H	0	0	29
GTEX-PWN1	0	0	19
GTEX-1A32A	0	0	30
GTEX-1OFPY	0	0	49
GTEX-1QP6S	0	0	24
GTEX-11NUK	0	0	40
GTEX-131YS	0	0	21
GTEX-14PJN	0	0	48
GTEX-QV31	0	0	24
GTEX-1AX9K	0	0	28
GTEX-1B933	0	0	26
GTEX-11VI4	0	0	50
GTEX-WZTO	0	0	30
GTEX-1GZ2Q	0	0	23
GTEX-1313W	0	0	22
GTEX-XQ3S	0	0	25
GTEX-1GMR3	0	0	26
GTEX-1JKYN	0	0	55
GTEX-XBEW	1	0	85
GTEX-R53T	0	0	15
GTEX-145LU	0	0	20
GTEX-111FC	0	0	23
GTEX-1LNCM	0	0	49
GTEX-UTHO	0	0	46
GTEX-ZDYS	0	0	34
GTEX-1NUQO	1	0	85
GTEX-ZUA1	0	0	24
GTEX-1GF9W	0	0	49
GTEX-13FTZ	0	0	23
GTEX-17EUY	1	0	87
GTEX-1LGOU	0	0	46
GTEX-11EM3	0	0	33
GTEX-1JMQJ	0	0	38
GTEX-13FTY	0	0	27
GTEX-WK11	0	0	38
GTEX-1GPI7	0	0	50
GTEX-Y8DK	0	0	46
GTEX-1QPFJ	0	1	125
GTEX-12C56	0	0	26
GTEX-1211K	0	0	55
GTEX-PLZ5	0	0	38
GTEX-13O3O	0	0	33
GTEX-SN8G	1	0	82
GTEX-QEL4	0	0	31
GTEX-WEY5	2	0	177
GTEX-14BMU	0	0	52
GTEX-1399T	0	0	24
GTEX-131XF	0	0	37
GTEX-1F75A	0	0	51
GTEX-P44G	0	0	25
GTEX-13O3Q	0	0	31
GTEX-139UW	0	0	47
GTEX-XGQ4	0	0	27
GTEX-13U4I	0	0	47
GTEX-13G51	0	0	17
GTEX-RNOR	0	0	52
GTEX-ZDTS	0	0	26
GTEX-XOT4	0	0	56
GTEX-11GSO	0	0	35
GTEX-1E1VI	0	0	25
GTEX-15G1A	1	0	129
GTEX-ZZ64	0	0	45
GTEX-17HGU	0	0	46
GTEX-1C6VR	0	0	29
GTEX-QV44	0	0	34
GTEX-11OF3	0	0	15
GTEX-ZV68	0	0	37
GTEX-1KWVE	0	0	29
GTEX-1CB4F	0	0	21
GTEX-1M4P7	0	0	34
GTEX-Y111	0	0	38
GTEX-14BIL	0	0	38
GTEX-SJXC	0	0	17
