individual	chr16:1944893:1945499:cluster59591	chr16:1944893:1945835:cluster59591	chr16:1945618:1945835:cluster59591
GTEX-13PVR	347	330	352
GTEX-132NY	1680	0	1572
GTEX-13OVL	1493	0	1375
GTEX-139TU	1369	0	1286
GTEX-ZYY3	655	1	582
GTEX-UPJH	948	0	830
GTEX-11P82	900	0	789
GTEX-14JIY	1810	0	1637
GTEX-R55E	1193	0	1097
GTEX-ZYT6	1469	2	1397
GTEX-1QW4Y	1516	0	1370
GTEX-Y8E4	1173	0	1038
GTEX-1KD4Q	2086	0	1920
GTEX-12WSM	1102	1	989
GTEX-13X6I	571	0	501
GTEX-14PJO	927	0	849
GTEX-14A6H	845	0	784
GTEX-13PL7	482	0	428
GTEX-11EQ9	594	0	551
GTEX-13OW5	1063	0	996
GTEX-16MTA	1076	0	992
GTEX-U3ZG	2199	0	1976
GTEX-13NZA	1746	0	1552
GTEX-1GN1V	2222	1	1972
GTEX-14C38	783	0	702
GTEX-14BMV	1289	2	1204
GTEX-XPT6	1159	0	1036
GTEX-U4B1	779	0	694
GTEX-ZVT2	904	0	843
GTEX-1KANA	1389	0	1255
GTEX-1RQEC	3306	0	3038
GTEX-1S5VW	3091	0	2760
GTEX-1C64N	1489	2	1296
GTEX-16YQH	2315	0	2078
GTEX-S33H	2109	0	1978
GTEX-ZPIC	954	0	909
GTEX-1122O	452	0	394
GTEX-1LB8K	2717	0	2445
GTEX-15SHU	1660	0	1557
GTEX-17MFQ	489	1	442
GTEX-TMZS	910	0	861
GTEX-1LC47	598	0	555
GTEX-14753	802	0	743
GTEX-11DXX	1129	0	1081
GTEX-1MJK3	726	0	680
GTEX-13PL6	1630	0	1439
GTEX-15UF6	893	0	859
GTEX-ZDXO	636	0	574
GTEX-1I6K7	1244	0	1096
GTEX-131XW	1364	0	1244
GTEX-11EMC	872	0	760
GTEX-X4XY	973	0	894
GTEX-15UF7	589	0	529
GTEX-113JC	1237	0	1112
GTEX-13CF2	1737	1	1601
GTEX-13RTK	648	0	574
GTEX-ZXG5	1507	0	1406
GTEX-1CB4H	664	0	636
GTEX-1C6VQ	1287	1	1206
GTEX-14PJ4	678	0	650
GTEX-1OFPY	812	0	721
GTEX-1QP6S	2771	0	2557
GTEX-131YS	1684	0	1569
GTEX-14PJN	811	0	721
GTEX-12696	1253	0	1152
GTEX-13W3W	1357	0	1179
GTEX-1B933	1270	1	1176
GTEX-XUW1	591	0	556
GTEX-1313W	2449	0	2227
GTEX-1GMR3	1656	1	1520
GTEX-1C6WA	2460	0	2214
GTEX-18A7B	1528	0	1360
GTEX-R53T	889	0	850
GTEX-111FC	1371	1	1191
GTEX-13X6J	2535	0	2219
GTEX-1LNCM	1527	0	1415
GTEX-1LSNL	1661	0	1486
GTEX-1S83E	1480	2	1434
GTEX-ZLV1	725	0	684
GTEX-18A6Q	2370	1	2297
GTEX-13FTZ	1592	0	1436
GTEX-1LGOU	1515	0	1447
GTEX-1I4MK	910	0	815
GTEX-X8HC	975	0	847
GTEX-169BO	882	0	789
GTEX-1MCYP	1301	1	1241
GTEX-131XG	1607	1	1381
GTEX-1JMQJ	2359	4	2166
GTEX-16NPX	2098	0	1896
GTEX-15ETS	1298	2	1167
GTEX-1212Z	3647	0	3240
GTEX-1F5PL	1541	0	1361
GTEX-WK11	2363	0	2142
GTEX-Y8DK	1650	0	1553
GTEX-1QPFJ	613	0	556
GTEX-TSE9	1050	0	1005
GTEX-1ICG6	593	0	547
GTEX-1N2DW	2196	0	2006
GTEX-1C2JI	739	0	710
GTEX-1K2DA	2256	0	2008
GTEX-1LH75	1090	0	998
GTEX-T5JC	2796	0	2453
GTEX-ZF2S	1653	0	1474
GTEX-ZV6S	528	0	457
GTEX-WEY5	2406	2	2100
GTEX-1399T	1564	0	1450
GTEX-1QP9N	1294	0	1235
GTEX-11ZUS	1658	0	1476
GTEX-1B97J	1204	0	1094
GTEX-131XF	380	0	341
GTEX-1F75A	2349	1	2031
GTEX-P44G	669	0	618
GTEX-14LZ3	1275	0	1118
GTEX-13N2G	2371	1	2192
GTEX-146FQ	911	0	839
GTEX-XGQ4	656	0	573
GTEX-13G51	953	0	889
GTEX-1B97I	1195	0	1149
GTEX-1A3MX	1816	1	1748
GTEX-XOT4	2093	1	1920
GTEX-PLZ4	728	0	644
