individual	chr11:47323835:47324265:cluster27040	chr11:47323835:47324471:cluster27040	chr11:47324337:47324471:cluster27040
GTEX-1KXAM	58	16	46
GTEX-14ABY	44	0	42
GTEX-139TU	52	0	51
GTEX-ZYY3	56	0	53
GTEX-11P82	69	0	63
GTEX-14JIY	41	0	41
GTEX-R55E	40	0	37
GTEX-SUCS	75	0	75
GTEX-1QW4Y	62	0	58
GTEX-Y8E4	78	0	74
GTEX-YF7O	64	0	58
GTEX-1CAMR	80	0	69
GTEX-13PL7	55	0	49
GTEX-11EQ9	33	0	33
GTEX-13OW5	29	0	28
GTEX-16MTA	63	0	61
GTEX-1F88E	49	0	42
GTEX-139T4	60	0	60
GTEX-14C38	33	0	30
GTEX-XBED	55	0	52
GTEX-ZF28	60	0	58
GTEX-ZVT2	76	0	69
GTEX-14JG6	67	0	64
GTEX-1JN76	90	0	78
GTEX-X4XX	78	0	79
GTEX-1RQEC	64	0	61
GTEX-Y5V5	119	0	105
GTEX-1S5VW	58	0	56
GTEX-1C64N	103	0	90
GTEX-16YQH	46	0	41
GTEX-13JVG	35	0	37
GTEX-ZPIC	42	0	36
GTEX-1CB4G	20	0	20
GTEX-1122O	62	0	55
GTEX-ZAB5	65	0	58
GTEX-1LB8K	56	0	51
GTEX-11DXX	67	0	65
GTEX-1MJK3	72	0	62
GTEX-13PL6	39	0	41
GTEX-12ZZZ	30	0	27
GTEX-14DAR	71	0	72
GTEX-ZDXO	34	0	32
GTEX-1I6K7	53	0	54
GTEX-131XW	39	0	33
GTEX-X4XY	31	0	26
GTEX-15UF7	135	0	123
GTEX-13CF2	41	0	36
GTEX-ZXG5	56	0	49
GTEX-1A32A	24	0	26
GTEX-14PJ4	54	0	46
GTEX-1OFPY	61	0	54
GTEX-1F75B	52	0	50
GTEX-1QP6S	40	0	41
GTEX-11NUK	47	0	47
GTEX-XQ8I	26	0	21
GTEX-147F4	35	0	30
GTEX-13W3W	58	0	52
GTEX-1AX9K	59	0	55
GTEX-11VI4	70	0	67
GTEX-WZTO	71	0	68
GTEX-XQ3S	39	0	39
GTEX-1GMR3	38	0	32
GTEX-1JKYN	57	0	50
GTEX-18A7B	50	0	47
GTEX-13X6J	50	0	45
GTEX-UTHO	58	0	50
GTEX-ZDYS	43	0	42
GTEX-ZLV1	107	0	105
GTEX-1GF9W	38	0	33
GTEX-18A6Q	58	0	52
GTEX-13FTZ	38	0	38
GTEX-1I4MK	64	0	58
GTEX-15ETS	111	0	105
GTEX-1212Z	46	0	41
GTEX-1F5PL	66	0	63
GTEX-WK11	54	0	53
GTEX-1GPI7	74	0	70
GTEX-1GN1W	64	0	55
GTEX-1QPFJ	112	0	102
GTEX-12C56	55	0	51
GTEX-TSE9	59	0	53
GTEX-W5WG	54	0	56
GTEX-1ICG6	89	0	88
GTEX-TMMY	176	0	171
GTEX-PLZ5	48	0	46
GTEX-13O3O	32	0	33
GTEX-SN8G	65	0	61
GTEX-QEL4	37	0	39
GTEX-U8T8	50	0	50
GTEX-T5JC	58	0	60
GTEX-ZF2S	74	0	66
GTEX-14BMU	67	0	69
GTEX-1B97J	99	0	96
GTEX-131XF	59	0	53
GTEX-14LZ3	45	0	45
GTEX-139UW	40	0	37
GTEX-13N2G	84	0	77
GTEX-146FQ	45	0	39
GTEX-XGQ4	33	0	34
GTEX-13U4I	43	0	43
GTEX-13G51	36	0	31
GTEX-RNOR	60	0	58
GTEX-1A3MX	54	0	46
