individual	chr4:83594960:83596858:cluster67116	chr4:83594960:83597430:cluster67116	chr4:83596913:83597430:cluster67116
GTEX-QDVJ	17	8	12
GTEX-132NY	38	0	41
GTEX-14ABY	29	0	31
GTEX-13OVL	53	0	54
GTEX-139TU	86	0	91
GTEX-ZYY3	274	0	278
GTEX-11P82	31	0	30
GTEX-14JIY	104	0	95
GTEX-R55E	70	0	66
GTEX-1KD4Q	36	0	38
GTEX-WHPG	125	0	130
GTEX-1AX8Z	128	0	125
GTEX-13W46	49	0	52
GTEX-ZQG8	29	0	27
GTEX-U3ZG	40	0	40
GTEX-13NZA	73	0	76
GTEX-14C38	2	0	2
GTEX-17F96	118	0	109
GTEX-ZVT2	149	0	149
GTEX-14JG6	86	0	90
GTEX-1KANA	15	0	13
GTEX-1C64N	71	0	64
GTEX-16YQH	38	0	39
GTEX-14PQA	105	0	100
GTEX-13JVG	96	0	89
GTEX-1CB4G	55	0	50
GTEX-P78B	77	0	71
GTEX-13S7M	15	0	13
GTEX-1LB8K	63	0	64
GTEX-15SHU	46	0	47
GTEX-14753	83	0	84
GTEX-11DXX	43	0	38
GTEX-12ZZZ	28	0	27
GTEX-13FTX	277	0	283
GTEX-15UF6	292	0	292
GTEX-ZDXO	28	0	26
GTEX-1I6K7	54	0	49
GTEX-X4XY	33	0	30
GTEX-P4PP	22	0	22
GTEX-13RTK	53	0	54
GTEX-1CB4H	55	0	54
GTEX-1C6VQ	118	0	114
GTEX-1OFPY	24	0	24
GTEX-1F75B	97	0	95
GTEX-14PJN	28	0	26
GTEX-12696	67	0	63
GTEX-XQ8I	24	0	26
GTEX-147F4	36	0	38
GTEX-13W3W	6	0	6
GTEX-1AX9K	21	0	20
GTEX-1B933	59	0	61
GTEX-1C6WA	233	0	234
GTEX-OIZI	78	0	73
GTEX-R53T	79	0	82
GTEX-1LNCM	46	0	49
GTEX-1S83E	56	0	56
GTEX-13FTZ	47	0	48
GTEX-17EUY	168	0	171
GTEX-1LGOU	50	0	51
GTEX-1L5NE	51	0	52
GTEX-169BO	119	0	110
GTEX-13FTY	67	0	63
GTEX-15ETS	70	0	69
GTEX-1F5PL	57	0	59
GTEX-13O3O	65	0	61
GTEX-QEL4	55	0	55
GTEX-ZV6S	129	0	134
GTEX-1399T	30	0	27
GTEX-1QP9N	33	0	32
GTEX-1F75A	92	0	90
GTEX-P44G	54	0	51
GTEX-139UW	79	0	78
GTEX-13QBU	95	0	89
GTEX-1A3MX	188	0	193
GTEX-PLZ4	52	0	55
GTEX-1IDFM	47	0	51
GTEX-15RIG	59	0	55
GTEX-17HII	47	0	51
GTEX-1E1VI	67	0	66
GTEX-11ZVC	140	0	133
GTEX-ZZ64	56	0	56
GTEX-1C6VR	38	0	36
GTEX-1JMQI	86	0	85
GTEX-11OF3	28	0	30
GTEX-11UD2	36	0	35
GTEX-1KWVE	64	0	63
GTEX-1CB4F	61	0	60
GTEX-ZF3C	114	0	111
GTEX-14BIL	59	0	57
GTEX-1GMRU	57	0	55
GTEX-1A3MW	127	0	129
GTEX-13FH7	22	0	22
GTEX-Y3I4	39	0	36
GTEX-11ZU8	58	0	60
GTEX-1192X	153	0	157
GTEX-1LSNM	45	0	46
GTEX-1RAZA	57	0	59
GTEX-13OVH	110	0	102
GTEX-1EU9M	106	0	102
GTEX-145MO	125	0	130
GTEX-WYVS	38	0	37
GTEX-16MT8	272	0	271
GTEX-111VG	61	0	62
GTEX-1AX9J	54	0	55
GTEX-YJ8O	28	0	30
GTEX-OOBK	47	0	46
GTEX-15CHQ	123	0	123
GTEX-Y9LG	53	0	53
GTEX-V955	91	0	87
GTEX-ZT9X	127	0	134
GTEX-1AMEY	32	0	32
GTEX-1IDJF	31	0	27
GTEX-183WM	49	0	44
GTEX-OXRP	14	0	16
GTEX-1S82Y	163	0	163
GTEX-18A66	94	0	88
GTEX-1QCLZ	32	0	33
GTEX-1399U	47	0	50
GTEX-QDVN	61	0	61
GTEX-16GPK	27	0	24
GTEX-1PIEJ	107	0	107
GTEX-WHSB	108	0	103
GTEX-1GZ4I	76	0	80
GTEX-13OW8	45	0	47
GTEX-1QP2A	15	0	13
GTEX-R55G	6	0	7
GTEX-145MH	39	0	41
GTEX-16XZY	26	0	25
GTEX-OIZG	94	0	99
GTEX-1F52S	144	0	136
GTEX-12WSJ	14	0	14
GTEX-1A3MV	31	0	34
GTEX-1IDJE	170	0	167
GTEX-16XZZ	505	0	517
GTEX-15ER7	114	0	112
GTEX-17HHE	64	0	64
GTEX-WOFM	87	0	83
GTEX-14PN4	128	0	126
GTEX-WFON	64	0	68
GTEX-13VXU	81	0	78
GTEX-13PLJ	18	0	19
GTEX-18465	97	0	103
GTEX-14PJ2	54	0	52
GTEX-1GZHY	39	0	42
GTEX-15SB6	67	0	61
GTEX-QCQG	46	0	44
GTEX-1GF9U	32	0	33
GTEX-1CB4E	29	0	29
GTEX-OXRL	21	0	19
GTEX-11NSD	84	0	80
GTEX-15SKB	72	0	72
GTEX-ZVZP	52	0	55
GTEX-11ONC	150	0	139
GTEX-WY7C	57	0	59
GTEX-14LLW	135	0	126
GTEX-11ZTT	12	0	14
GTEX-11I78	25	0	25
GTEX-1GMR8	149	0	141
GTEX-1GN1U	36	0	39
GTEX-14PK6	40	0	37
GTEX-ZYFD	50	0	54
GTEX-1PIIG	60	0	55
GTEX-17JCI	62	0	66
GTEX-1JJ6O	232	0	225
GTEX-WRHU	55	0	49
GTEX-13OVG	48	0	46
GTEX-14XAO	14	0	14
GTEX-1GN2E	32	0	33
GTEX-147GR	22	0	24
GTEX-12WSF	48	0	47
GTEX-12584	95	0	100
GTEX-16NPV	24	0	25
GTEX-11O72	259	0	242
GTEX-13X6K	75	0	75
GTEX-1B932	73	0	73
GTEX-1EX96	57	0	59
GTEX-RM2N	39	0	42
GTEX-ZEX8	207	0	192
GTEX-15RIE	251	0	250
GTEX-1RAZQ	41	0	42
GTEX-12WSN	14	0	13
GTEX-PX3G	22	0	22
GTEX-13FHO	103	0	96
GTEX-RUSQ	4	0	5
GTEX-U3ZH	66	0	65
GTEX-YFC4	130	0	119
GTEX-1JKYR	39	0	38
GTEX-Q2AI	13	0	11
GTEX-1477Z	65	0	67
GTEX-1GTWX	49	0	51
GTEX-ZF29	169	0	171
GTEX-1CB4J	110	0	104
GTEX-17F97	75	0	75
GTEX-13PVQ	64	0	62
GTEX-17HHY	44	0	42
GTEX-13O3P	119	0	124
